ID,Data,Ramo,Edição,Tema,Tese,Precedentes,Referências,Site 1,Site 2,Site 3,Site 4,Site 5,Site 6,Site 7,Site 8,Site 9,Site 10,Site 11,Site 12,Site 13,Site 14,Site 15,Site 16,Site 17,Site 18,Site 19,Site 20,Site 21,Site 22
1822,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"O agente que atua diretamente na traficância e que também financia ou custeia a aquisição de drogas deve responder pelo crime previsto no art. 33, caput, da Lei n. 11.343/2006 com a incidência da causa de aumento de pena prevista no art. 40, VII, da Lei n. 11.343/2006, afastando-se, por conseguinte, a conduta autônoma prevista no art. 36 da referida legislação.","1) HC 306136/MG, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 19/11/2015;
2) REsp 1290296/PR, Rel. Ministra MARIA THEREZA DE ASSIS MOURA, SEXTA TURMA, DJe 03/02/2014;
3) AREsp 1068496/MS (decisão monocrática), Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, publicado em 18/04/2017;
4) AREsp 806298/RJ (decisão monocrática), Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, publicado em 30/05/2016;","Vide Informativo de Jurisprudência N. 534, Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 40 e LEI 11.343/2006 - LEI DE DROGAS - Art. 40","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014601""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000006469""#TEMA2","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006352""#TIT1TEMA1","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006352""#TIT1TEMA8",,,,,,,,,,,,,,,,,,
1823,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"É possível a aplicação do princípio da consunção entre os crimes previstos no § 1º do art. 33 e/ou no art. 34 pelo tipificado no caput do art. 33 da Lei n. 11.343/2006, desde que não caracterizada a existência de contextos autônomos e coexistentes, aptos a vulnerar o bem jurídico tutelado de forma distinta.","1) AgInt no AREsp 1237014/SP, Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, DJe 03/09/2018;
2) HC 349524/SP, Rel. Ministro ANTONIO SALDANHA PALHEIRO, SEXTA TURMA, DJe 30/05/2017;
3) AgInt no REsp 1470276/SP, Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, DJe 21/11/2016;
4) HC 346077/SP, Rel. Ministro JORGE MUSSI, QUINTA TURMA, DJe 25/05/2016;
5) HC 266516/SP, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 03/02/2015;
6) AgRg no AREsp 303213/SP, Rel. Ministro MARCO AURÉLIO BELLIZZE, QUINTA TURMA, DJe 14/10/2013;
7) HC 163833/SP, Rel. Ministro ADILSON VIEIRA MACABU (DESEMBARGADOR CONVOCADO DO TJ/RJ), QUINTA TURMA, DJe 15/06/2012;","Vide Informativo de Jurisprudência N. 531, Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 33 § 1º e LEI 11.343/2006 - LEI DE DROGAS - Art. 34","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014497""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000006487""#TEMA5","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006345""#TIT1TEMA2","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@DOCN=""000006346""",,,,,,,,,,,,,,,,,,
1824,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"Quando o agente no exercício irregular da medicina prescreve substância caracterizada como droga, resta configurado, em tese, o delito do art. 282 do Código Penal, em concurso formal com o art. 33, caput, da Lei n. 11.343/2006.","1) HC 139667/RJ, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 01/02/2010;
2) HC 9126/GO, Rel. Ministro HAMILTON CARVALHIDO, SEXTA TURMA, DJ 13/08/2001 p. 265;",Vide Informativo de Jurisprudência N. 420,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""010835""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000006487""#TEMA6",,,,,,,,,,,,,,,,,,,,
1825,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"O § 3º do art. 33 da Lei n. 11.343/2006 traz tipo específico para aquele que fornece gratuitamente substância entorpecente a pessoa de seu relacionamento para juntos a consumirem e, por se tratar de norma penal mais benéfica, deve ser aplicado retroativamente.","1) REsp 859339/PR, Rel. Ministro HAMILTON CARVALHIDO, SEXTA TURMA, DJe 12/08/2008;
2) REsp 984031/MG, Rel. Ministra LAURITA VAZ, QUINTA TURMA, DJe 30/06/2008;
3) REsp 912257/MG, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJ 27/08/2007 p. 288;
4) REsp 594058/MG (decisão monocrática), Rel. Ministro CELSO LIMONGI (DESEMBARGADOR CONVOCADO DO TJ/SP), SEXTA TURMA, publicado em 11/12/2009;",Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 33 § 3º,"https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004203""#TEMA14","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006345""#TIT1TEMA4",,,,,,,,,,,,,,,,,,,,
1826,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"O tráfico ilícito de drogas na sua forma privilegiada (art. 33, § 4º, da Lei n. 11.343/2006) não é crime equiparado a hediondo. (Tese revisada sob o rito do art. 1.036 do CPC/2015 - TEMA 600)","1) AgRg no HC 485237/SP, Rel. Ministro ANTONIO SALDANHA PALHEIRO, SEXTA TURMA, DJe 27/06/2019;
2) AgRg no HC 485746/SP, Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, DJe 17/06/2019;
3) HC 485543/SP, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 27/05/2019;
4) HC 492885/MS, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 30/04/2019;
5) AgRg no HC 467449/MS, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 18/03/2019;
6) HC 461769/MS, Rel. Ministro RIBEIRO DANTAS, QUINTA TURMA, DJe 19/12/2018;
7) Pet 11796/DF, Rel. Ministra MARIA THEREZA DE ASSIS MOURA, TERCEIRA SEÇÃO, DJe 29/11/2016;","Vide Informativo de Jurisprudência N. 595, Vide Repetitivos Organizados por Assunto, Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 33 § 4º","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""016152""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004203""#TEMA4","https://scon.stj.jus.br/SCON/recrep/toc.jsp?livre=@DOCN=""000008482""","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006345""#TIT1TEMA5",,,,,,,,,,,,,,,,,,
1827,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"A causa de diminuição de pena prevista no § 4º do art. 33 da Lei de Drogas só pode ser aplicada se todos os requisitos, cumulativamente, estiverem presentes.","1) HC 510077/SP, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 05/08/2019;
2) AgRg no HC 507910/SP, Rel. Ministro RIBEIRO DANTAS, QUINTA TURMA, DJe 11/06/2019;
3) HC 503317/MG, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 04/06/2019;
4) AgRg no AREsp 1422314/ES, Rel. Ministro JORGE MUSSI, QUINTA TURMA, DJe 22/04/2019;
5) HC 489859/ES, Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, DJe 01/03/2019;
6) AgRg no REsp 1449194/MG, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 04/10/2017;",Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 33 § 4º,"https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004203""#TEMA17","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006345""#TIT1TEMA5",,,,,,,,,,,,,,,,,,,,
1828,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"É inviável a aplicação da causa especial de diminuição de pena prevista no § 4º do art. 33 da Lei n. 11.343/2006 quando há condenação simultânea do agente nos crimes de tráfico de drogas e de associação para o tráfico, por evidenciar a sua dedicação a atividades criminosas ou a sua participação em organização criminosa.","1) AgRg no AREsp 1465052/SP, Rel. Ministro JORGE MUSSI, QUINTA TURMA, DJe 02/08/2019;
2) HC 501038/RJ, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 21/06/2019;
3) HC 511370/RJ, Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, DJe 17/06/2019;
4) AgRg no AREsp 1282174/SP, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 06/06/2019;
5) AgRg no HC 446038/ES, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 03/06/2019;
6) AgRg no AREsp 1327778/SP, Rel. Ministro ANTONIO SALDANHA PALHEIRO, SEXTA TURMA, DJe 24/05/2019;","Vide Informativo de Jurisprudência N. 517, Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 33 § 4º","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014052""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004779""#TEMA3","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006345""#TIT1TEMA5",,,,,,,,,,,,,,,,,,,
1829,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"A condição de ""mula"" do tráfico, por si só, não afasta a possibilidade de aplicação da minorante do § 4º do art. 33 da Lei n. 11.343/2006, uma vez que a figura de transportador da droga não induz, automaticamente, à conclusão de que o agente integre, de forma estável e permanente, organização criminosa.","1) AgRg no AREsp 1425587/SP, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 01/07/2019;
2) AgRg no AREsp 1422110/SP, Rel. Ministro JORGE MUSSI, QUINTA TURMA, DJe 25/06/2019;
3) AgRg no REsp 1772711/PR, Rel. Ministra LAURITA VAZ, SEXTA TURMA, DJe 25/06/2019;
4) AgRg no AREsp 1425303/SP, Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, DJe 03/05/2019;
5) AgRg no AREsp 1246868/SP, Rel. Ministro RIBEIRO DANTAS, QUINTA TURMA, DJe 30/04/2019;
6) HC 492885/MS, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 30/04/2019;
7) AgRg no AgInt no AREsp 1431326/MS, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 21/03/2019;",Vide Informativo de Jurisprudência N. 602,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""016277""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004779""#TEMA4",,,,,,,,,,,,,,,,,,,,
1830,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"Diante da ausência de parâmetros legais, é possível que a fração de redução da causa de diminuição de pena estabelecida no art. 33, § 4º, da Lei n. 11.343/2006 seja modulada em razão da qualidade e da quantidade de droga apreendida, além das demais circunstâncias do delito.","1) HC 495838/MS, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 25/06/2019;
2) AgRg no HC 503725/SC, Rel. Ministro RIBEIRO DANTAS, QUINTA TURMA, DJe 18/06/2019;
3) AgRg no HC 506205/SP, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 03/06/2019;
4) AgRg no AREsp 1389733/GO, Rel. Ministra LAURITA VAZ, SEXTA TURMA, DJe 24/05/2019;
5) AgRg no REsp 1798257/RO, Rel. Ministro ANTONIO SALDANHA PALHEIRO, SEXTA TURMA, DJe 24/05/2019;
6) AgRg no REsp 1777922/SP, Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, DJe 20/05/2019;","Vide Informativo de Jurisprudência N. 468, Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 33 § 4º","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""012431""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004779""#TEMA5","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006345""#TIT1TEMA5",,,,,,,,,,,,,,,,,,,
1831,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,Para a caracterização do crime de associação para o tráfico de drogas (art. 35 da Lei n. 11.343/2006) é imprescindível o dolo de se associar com estabilidade e permanência.,"1) AgRg no HC 509521/RO, Rel. Ministro JORGE MUSSI, QUINTA TURMA, DJe 25/06/2019;
2) HC 479977/SP, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 23/05/2019;
3) HC 493766/RJ, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 15/05/2019;
4) REsp 1652115/RS, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 14/05/2019;
5) HC 483890/RS, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 01/03/2019;
6) AgRg no HC 463683/SP, Rel. Ministro RIBEIRO DANTAS, QUINTA TURMA, DJe 23/10/2018;","Vide Informativo de Jurisprudência N. 527, Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 35","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014395""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004203""#TEMA11","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006347""#TIT1TEMA1",,,,,,,,,,,,,,,,,,,
1832,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"Para a configuração do crime de associação para o tráfico de drogas, previsto no art. 35 da Lei n. 11.343/2006, é irrelevante apreensão de drogas na posse direta do agente.","1) HC 515917/PR, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 05/08/2019;
2) HC 441712/SP, Rel. Ministro JORGE MUSSI, QUINTA TURMA, DJe 12/03/2019;
3) RHC 93498/SC, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 21/05/2018;
4) HC 432738/PR, Rel. Ministra MARIA THEREZA DE ASSIS MOURA, SEXTA TURMA, DJe 27/03/2018;
5) HC 137535/RJ, Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, DJe 07/08/2013;
6) HC 148480/BA, Rel. Ministro OG FERNANDES, SEXTA TURMA, DJe 07/06/2010;",Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 35,"https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000006487""#TEMA8","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006347""#TIT1TEMA1",,,,,,,,,,,,,,,,,,,,
1833,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,O crime de associação para o tráfico de entorpecentes (art. 35 da Lei n. 11. 343/2006) não figura no rol taxativo de crimes hediondos ou de delitos a eles equiparados.,"1) AgRg no HC 499706/SP, Rel. Ministro ANTONIO SALDANHA PALHEIRO, SEXTA TURMA, DJe 27/06/2019;
2) AgRg no HC 485529/RS, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 18/03/2019;
3) HC 482209/RS, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 15/02/2019;
4) AgRg no HC 468008/SC, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 03/12/2018;
5) HC 430217/SP, Rel. Ministra LAURITA VAZ, SEXTA TURMA, DJe 01/10/2018;
6) HC 408457/SP, Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, DJe 16/10/2017;",Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 35,"https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004203""#TEMA12","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006347""#TIT1TEMA1",,,,,,,,,,,,,,,,,,,,
1834,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"Em se tratando de condenado pelo delito previsto no art. 14 da Lei n. 6. 368/1976, deve-se observar as reprimendas mínima e máxima estabelecidas pelo art. 8º da Lei n. 8.072/1990 (3 a 6 anos de reclusão), por ser norma penal mais benéfica ao réu, impondo-se, inclusive, se for o caso, a exclusão da pena de multa.","1) AgRg no AgRg no REsp 1455188/SP, Rel. Ministro RIBEIRO DANTAS, QUINTA TURMA, DJe 26/02/2019;
2) AgRg no HC 352535/PE, Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, DJe 18/04/2018;
3) HC 237043/RS, Rel. Ministro JORGE MUSSI, QUINTA TURMA, DJe 27/08/2014;
4) HC 264136/RJ, Rel. Ministra LAURITA VAZ, QUINTA TURMA, DJe 30/04/2013;
5) HC 137144/PE, Rel. Ministra MARIA THEREZA DE ASSIS MOURA, SEXTA TURMA, DJe 11/04/2011;
6) HC 79258/SP, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 12/05/2008;",,"https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000006487""#TEMA9",,,,,,,,,,,,,,,,,,,,,
1835,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"O crime de financiar ou custear o tráfico ilícito de drogas (art. 36 da Lei n. 11.343/2006) é delito autônomo aplicável ao agente que não tem participação direta na execução do tráfico, limitando-se a fornecer os recursos necessários para subsidiar as infrações a que se referem os art. 33, caput e § 1º, e art. 34 da Lei de Drogas.","1) HC 306136/MG, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 19/11/2015;
2) REsp 1290296/PR, Rel. Ministra MARIA THEREZA DE ASSIS MOURA, SEXTA TURMA, DJe 03/02/2014;
3) AREsp 1068496/MS (decisão monocrática), Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, publicado em 18/04/2017;
4) AREsp 806298/RJ (decisão monocrática), Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, publicado em 30/05/2016;","Vide Informativo de Jurisprudência N. 534, Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 36","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014601""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000006469""#TEMA1","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@DOCN=""000006348""",,,,,,,,,,,,,,,,,,,
1836,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"O crime de colaboração com o tráfico, art. 37 da Lei n. 11.343/2006, é um tipo penal subsidiário em relação aos delitos dos arts. 33 e 35 da referida lei e tem como destinatário o agente que colabora como informante, de forma esporádica, eventual, sem vínculo efetivo, para o êxito da atividade de grupo, de associação ou de organização criminosa destinados à prática de qualquer dos delitos previstos nos arts. 33, caput e § 1º, e 34 da Lei de Drogas.","1) AgRg no REsp 1738851/RJ, Rel. Ministra MARIA THEREZA DE ASSIS MOURA, SEXTA TURMA, DJe 30/08/2018;
2) AgRg no REsp 1713928/RJ, Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, DJe 29/08/2018;
3) AgRg no AREsp 798215/RJ, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 04/10/2017;
4) HC 224849/RJ, Rel. Ministro MARCO AURÉLIO BELLIZZE, QUINTA TURMA, DJe 19/06/2013;
5) REsp 1457118/RJ (decisão monocrática), Rel. Ministro RIBEIRO DANTAS, QUINTA TURMA, publicado em 27/03/2019;
6) AREsp 1061277/SP (decisão monocrática), Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, publicado em 07/11/2018;","Vide Informativo de Jurisprudência N. 527, Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 37","https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014395""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000006469""#TEMA3","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@DOCN=""000006349""",,,,,,,,,,,,,,,,,,,
1837,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"A Lei n. 11.343/2006 manteve as condutas descritas no art. 12, § 2º, inciso III, da Lei n. 6.368/1976, razão pela qual não há que se falar em abolitio criminis.","1) AgRg no REsp 1410569/SP, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 09/10/2017;
2) HC 244827/RJ, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 05/04/2016;
3) HC 163545/RJ, Rel. Ministra MARIA THEREZA DE ASSIS MOURA, SEXTA TURMA, DJe 01/08/2013;
4) REsp 1113746/RJ, Rel. Ministra LAURITA VAZ, QUINTA TURMA, DJe 13/12/2011;
5) HC 142500/RJ, Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, DJe 17/10/2011;
6) HC 144086/RJ, Rel. Ministro GILSON DIPP, QUINTA TURMA, DJe 18/10/2010;",Vide Informativo de Jurisprudência N. 527,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014398""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004779""#TEMA14",,,,,,,,,,,,,,,,,,,,
1838,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"A Lei n. 11.343/2006 aboliu a majorante da associação eventual para o tráfico prevista no art. 18, III, primeira parte, da Lei n. 6.368/1976.","1) REsp 1133981/PR, Rel. Ministro RIBEIRO DANTAS, QUINTA TURMA, DJe 26/09/2018;
2) HC 378072/SP, Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, DJe 18/09/2018;
3) HC 307317/SP, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 01/02/2017;
4) HC 305401/SP, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 17/10/2016;
5) HC 143033/SP, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 29/06/2016;
6) HC 187205/AC, Rel. Ministro MOURA RIBEIRO, QUINTA TURMA, DJe 28/03/2014;",Vide Informativo de Jurisprudência N. 532,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""014532""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004779""#TEMA7",,,,,,,,,,,,,,,,,,,,
1839,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"A incidência da majorante da segunda parte do inciso III do art. 18 da Lei n. 6. 368/1976 - ""visar [o crime] a menores de 21 (vinte e um) anos"" -, segue contemplada no art. 40, inciso VI, da nova Lei de Drogas - ""sua prática envolver ou visar a atingir criança ou adolescente"" -, não restando configurada a abolitio criminis.","1) HC 378072/SP, Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, DJe 18/09/2018;
2) HC 307317/SP, Rel. Ministro REYNALDO SOARES DA FONSECA, QUINTA TURMA, DJe 01/02/2017;
3) EDcl nos EDcl nos EDcl no AgRg no Ag 1221240/DF, Rel. Ministra REGINA HELENA COSTA, QUINTA TURMA, DJe 24/10/2013;
4) HC 176337/RJ, Rel. Ministra LAURITA VAZ, QUINTA TURMA, DJe 21/11/2011;
5) HC 133887/SP, Rel. Ministro FELIX FISCHER, QUINTA TURMA, DJe 07/12/2009;",Vide Informativo de Jurisprudência N. 414,"https://ww2.stj.jus.br/jurisprudencia/externo/informativo/?aplicacao=informativo&acao=pesquisar&livre=@cnot=""010583""","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000006469""#TEMA8",,,,,,,,,,,,,,,,,,,,
1840,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"O art. 40 da Lei n. 11.343/2006 conferiu tratamento mais favorável às causas especiais de aumento de pena, devendo ser aplicado retroativamente aos delitos cometidos sob a égide da Lei n. 6.368/1976.","1) HC 143033/SP, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 29/06/2016;
2) HC 334458/RJ, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 17/03/2016;
3) AgRg no REsp 1112371/MG, Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, DJe 26/11/2012;
4) HC 171699/DF, Rel. Ministra LAURITA VAZ, QUINTA TURMA, DJe 29/03/2012;
5) HC 177613/AM, Rel. Ministro OG FERNANDES, SEXTA TURMA, DJe 03/11/2011;
6) HC 142241/RJ, Rel. Ministro ARNALDO ESTEVES LIMA, QUINTA TURMA, DJe 01/02/2010;","Vide Súmula Anotada N. 501/STJ, Vide Legislação Aplicada LEI 11.343/2006 - LEI DE DROGAS - Art. 40","https://scon.stj.jus.br/SCON/sumstj/toc.jsp?livre=sumula.tipo.+e+""501"".num.","https://scon.stj.jus.br/SCON/jt/toc.jsp?livre=@docn=""000004779""#TEMA9","https://scon.stj.jus.br/SCON/legaplic/toc.jsp?livre=@docn=""000006352""#TIT1TEMA1",,,,,,,,,,,,,,,,,,,
1841,23/08/2019,DIREITO PENAL,Edição n. 131,COMPILADO: LEI DE DROGAS,"Não acarreta bis in idem a incidência simultânea das majorantes previstas no art. 40 da Lei n. 11.343/2006 aos crimes de tráfico de drogas e de associação para fins de tráfico, porquanto são delitos autônomos, cujas penas devem ser calculadas e fixadas separadamente.","1) HC 250455/RJ, Rel. Ministro NEFI CORDEIRO, SEXTA TURMA, DJe 05/02/2016;
2) AgRg no REsp 1412950/MG, Rel. Ministra MARIA THEREZA DE ASSIS MOURA, SEXTA TURMA, DJe 03/11/2014;
3) REsp 912495/SP, Rel. Ministro ROGERIO SCHIETTI CRUZ, SEXTA TURMA, DJe 08/09/2014;
4) REsp 1732909/ES (decisão monocrática), Rel. Ministro JOEL ILAN PACIORNIK, QUINTA TURMA, publicado em 28/11/2018;
5) HC 478726/MG (decisão monocrática), Rel. Ministro SEBASTIÃO REIS JÚNIOR, SEXTA TURMA, publicado em 12/11/2018;
