relpath	size	sha1	paginas	len_norm	sha1_norm	ano_zip	data_pasta	data_nome	n_nome	data_texto	n_texto	id_pasta	n_atas_sup	n_atas_reg	n_atas_incertas	atas	flags
BEs 1935\FEVEREIRO\08\99811\00000018.pdf	1050954	3df896d1672c234be17eb409a42b98fbca6a601d	9	50660	e1f6aaaccededcfbfc83961d190622c92fdf6649	1935	1935-02-08			1935-02-08	18	99811	7	0	0	superior:ordinaria::1934-11-20:2;superior:extraordinaria::1934-11-23:2;superior:::1934-11-06:3;superior:extraordinaria:1:1934-11-09:3;superior::255:1934-11-13:5;superior:extraordinaria::1934-11-16:6;superior:extraordinaria::1934-12-23:7	
BEs 1935\FEVEREIRO\09\99812\00000019.pdf	2640078	63e68d0b34667a4e985ef1ef6c8e31e895909dd8	24	125007	935a64d96dbcdbb0fb28b47af3e177859f56aa91	1935	1935-02-09			1935-02-09	19	99812	13	0	0	superior:extraordinaria:17:1934-11-09:2;superior:ordinaria:78:1934-11-27:4;superior:extraordinaria::1934-11-30:5;superior:ordinaria:::6;superior:ordinaria:75::7;superior:ordinaria::1934-12-18:9;superior:extraordinaria:::9;superior:extraordinaria::1934-12-22:10;superior:ordinaria::1934-12-24:11;superior:ordinaria:3:1935-01-15:13;superior:extraordinaria:1::14;superior:ordinaria:4:1935-01-22:14;superior:extraordinaria::1935-01-25:15	
BEs 1935\FEVEREIRO\10\99813\00000020.pdf	1397746	7978c486bcee544ad2e80fc1ec2618b86f50bbff	12	67552	009504d7d87102fe6e44891cb9fbd3ccf8b6dd86	1935	1935-02-10					99813	3	0	0	superior:ordinaria::1933-01-02:2;superior:extraordinaria:::3;superior:ordinaria:5::3	
BEs 1935\FEVEREIRO\13\99814\00000021.pdf	821165	52b5affff0042122c25fcffa769746b129a03793	9	38912	8e1ae6db6d5797fb2dd9a624f059149f5b78531a	1935	1935-02-13			1935-02-13	21	99814	1	0	0	superior:ordinaria::1935-02-09:4	
BEs 1935\FEVEREIRO\14\99815\00000022.pdf	1009414	aba34756fb99a1df6bacb2661a1dca0fd6b2fe1c	9	50516	ccfeadba3d6ba4c73dc76e66717062ea5a1da3e4	1935	1935-02-14					99815	1	0	0	superior:ordinaria:::2	
BEs 1935\FEVEREIRO\16\99816\00000023.pdf	5423987	f8e526d3196b17b4876d1c5afbfd978b0d74f413	41	292629	1e14f689f23adf103bb47bc10c5049ecc788b6c6	1935	1935-02-16			1935-02-16	23	99816	0	3	0	regional:extraordinaria:::37;regional:::1934-11-27:38;regional:extraordinaria::1934-11-30:40	
BEs 1935\FEVEREIRO\17\99817\00000024.pdf	595451	85447fdafa7f279bdc590dec711264b9dc4f8537	8	25084	c901a02975eab64744a5f59ada6a113ce549e499	1935	1935-02-17					99817	0	0	0		
BEs 1935\FEVEREIRO\19\99818\00000025.pdf	2865219	c7e5b6eade4a506898994b12235d46adf73a3326	24	147834	8c3164062b4706323bb1272f8e9cf351f1800faa	1935	1935-02-19			1935-02-19	25	99818	0	0	0		
BEs 1935\FEVEREIRO\22\99819\00000026.pdf	1805397	a966936bef1c34c04ab36b671515f974ddb892b1	20	88182	e6c1edbda48e51577861ea854150d28e12e47cec	1935	1935-02-22			1935-02-22	26	99819	2	0	0	superior:ordinaria::1935-02-15:2;superior:ordinaria:::4	
BEs 1935\FEVEREIRO\24\99820\00000027.pdf	3315438	829c2775df036fd8e1251768fe6fefdf0bc0653d	31	161149	4c97e333985a01276a13be0d3a9c72e39df4be91	1935	1935-02-24			1935-02-24	27	99820	0	0	0		
BEs 1935\FEVEREIRO\27\99821\00000028.pdf	3927042	3447e4d71127308c4698884c3cb4f1f15f6e3b69	49	154519	f7a2cd49e0a4f13fe068435399697af07591395f	1935	1935-02-27			1935-02-27	28	99821	1	0	0	superior:ordinaria:::2	
BEs 1935\FEVEREIRO\28\99822\00000029.pdf	855963	71f4e66a4fbc6647796645a92a91988027dbac55	9	42801	9df7a42c7fe9e9671a4ed684a4728161a12ce2c5	1935	1935-02-28			1935-02-28		99822	0	0	0		
BEs 1935\JANEIRO\02\99695\00000001.pdf	3621019	5711e48d03402037b107ae903ca68aaa3a32b422	49	145636	be2509829f653c3fc6f584293dbe18f74da11d34	1935	1935-01-02			1935-01-02	1	99695	0	0	0		
BEs 1935\JANEIRO\06\99796\00000003.pdf	2834350	92364b53c5a5179419e3ea3c5d83f814f9f96214	33	117428	83b06cbcd5add04328fdb6a06d4323c7cc36c22d	1935	1935-01-06			1934-11-20		99796	0	0	0		data_divergente
BEs 1935\JANEIRO\08\99797\00000004.pdf	2756467	c21467da5cdc4bfc7c0b51757d0ba57c7463dce9	33	106119	be2fe6dd1bf73618b5aab5122a75355de7a8554a	1935	1935-01-08			1934-11-19		99797	0	0	0		data_divergente
BEs 1935\JANEIRO\09\99798\00000005.pdf	1249812	4850684a17e97135b9f9d3339bd6c8052ea1fd59	16	46029	6706863fc012699326e29ad0ab9e0bd4151d12cd	1935	1935-01-09			1935-01-09	5	99798	0	0	0		
BEs 1935\JANEIRO\11\99799\00000006.pdf	1509911	4d41299f78ce3eae2a7c2e5b14f2ca6073c46da7	17	61582	9ab44e4f0cc890b5ba57504022f294738956ab69	1935	1935-01-11			1934-11-19		99799	0	0	0		data_divergente
BEs 1935\JANEIRO\12\99800\00000007.pdf	723330	f069c660ebe2fea8076064c9bb85aa2a9e78e6dd	9	28224	c608565287c899616c7266bc23f938ed4801d649	1935	1935-01-12			1935-01-12	7	99800	0	0	0		
BEs 1935\JANEIRO\13\99801\00000008.pdf	1896488	a5b707b9146538c0967f2a023eef950320ccc023	25	70062	23245919d1d7c500749efac1987ff7c5c77e7202	1935	1935-01-13			1935-01-13		99801	0	0	0		
BEs 1935\JANEIRO\15\99802\00000009.pdf	1297304	79092be8d72b3303a98043186f86f7ac3c9576a4	17	47873	cb42cbda00affa28fe044eca3203fc768481a14d	1935	1935-01-15			1935-01-15		99802	0	0	0		
BEs 1935\JANEIRO\16\99803\00000010.pdf	1401782	a6995bb50001759586451f0268305584d504c04e	17	54778	7801f0fe1e3228253037c735371c8012eb4ea6eb	1935	1935-01-16			1935-01-16	10	99803	0	0	0		
BEs 1935\JANEIRO\17\99804\00000011.pdf	1308605	40f7617d189632b013ecc8e8d78b8be880195063	16	47486	d9f1d41653e41e4fa44ced00e353d556bb2eeaa1	1935	1935-01-17			1934-11-19		99804	0	0	0		data_divergente
BEs 1935\JANEIRO\1935_boletim_eleitoral_a4_n2.pdf	33193035	ced0f889368a4c0b9023f1cd631a04fe2030c31f	48	188556	0875b27196c6172dcfcfd8b8923a1a11e4e29d58	1935	1935-01		2	1935-01-05			0	0	0		
BEs 1935\JANEIRO\23\99805\00000012.pdf	1215631	da6f8d5f04ac77e5e1f9cfa0b87549288be2043b	15	43666	1c4b2968f036f2bfcac53dc305f390091659fd65	1935	1935-01-23					99805	0	0	0		
BEs 1935\JANEIRO\24\99806\00000013.pdf	1026721	f6fb6fad3a956fc03a50525fcf0278a2032aeb1e	13	36367	d1602bf691fe47032594180b84bd658bea7af0a2	1935	1935-01-24			1935-01-24		99806	0	0	0		
BEs 1935\JANEIRO\24\99807\00000014.pdf	984951	409457125b2d7448ed90579467985aa119678836	9	45288	2dcdaad0b13078c4627c33b0d1d4fbce67afb651	1935	1935-01-24					99807	0	9	0	regional::234:1934-09-11:5;regional:extraordinaria:235::5;regional::236:1934-09-18:5;regional:extraordinaria:237:1934-09-21:6;regional::238:1934-09-25:6;regional:extraordinaria:239::7;regional::240:1934-10-02:7;regional:extraordinaria:241:1934-10-04:8;regional::242:1934-10-09:8	
BEs 1935\JANEIRO\28\99808\00000015.pdf	2982013	62522876d1215f0e806db040daf992d9f06a4660	24	155441	70ac1591242e905e9668f679fbaa05149928f78b	1935	1935-01-28			1935-01-24		99808	0	6	0	regional:extraordinaria:243:1934-10-12:19;regional:extraordinaria:245:1934-10-13:21;regional:extraordinaria:246:1934-10-15:22;regional::249:1934-10-23:23;regional:extraordinaria:::24;regional::51:1934-10-30:24	data_divergente
BEs 1935\JANEIRO\29\99809\00000016.pdf	834768	b604d2953c63d7e5312e3e12116a5e2c7d456de9	8	39062	c131da6f6c4e5a0d4997cbc6ae4afb6f6909ff45	1935	1935-01-29					99809	0	0	0		
BEs 1935\JULHO\04\99757\00000001.pdf	2012656	8214e7cb35d4581ce46e546d56ec149cc28600e7	24	99097	6412bb8cdcd885858236216c45ac4a8ad1c335a6	1935	1935-07-04			1935-07-04	74	99757	2	0	0	superior:ordinaria:::2;superior:ordinaria::1935-06-24:3	
BEs 1935\JULHO\06\99758\00000002.pdf	1416392	f126efd7a92c4a736dfda4c238338051957def08	17	70154	10826b4931ca8d4f03aeb10a0e59e10487290572	1935	1935-07-06			1935-07-06	75	99758	1	0	0	superior:ordinaria:::2	
BEs 1935\JULHO\09\99759\00000003.pdf	1542306	a298f450ac850bd76f925b7bcccf47c733fc6c5d	16	81204	32ebaf991ee24da535ddbb0ef4fbd4d96b324247	1935	1935-07-09			1935-07-09	76	99759	0	0	0		
BEs 1935\JULHO\11\99760\00000004.pdf	1779083	6689f0430b814ef02593c2056c205019c023a590	17	94057	86692f61f64b51a165234776006902a174987acb	1935	1935-07-11			1935-07-11	77	99760	0	1	0	regional::30:1935-06-12:9	
BEs 1935\JULHO\13\99761\00000005.pdf	1678161	d5fd231f2441013127b219c5d310a84d18980706	17	86935	38bcbcc31787cff8e3395b4fed7945413b95051e	1935	1935-07-13			1935-07-13	78	99761	0	1	0	regional:::1935-06-26:4	
BEs 1935\JULHO\16\99762\00000006.pdf	1344006	4dafa5bb3c5cc7f789ed297a79b2231f59a5f747	16	65290	35c10095ccf8bba84f664fed5c81ee9683e78d9a	1935	1935-07-16			1935-07-16	79	99762	2	0	0	superior:ordinaria::1935-07-01:3;superior:ordinaria::1935-07-05:3	
BEs 1935\JULHO\18\99763\00000007.pdf	1495424	53afda4f7985fe3d4bbc67e6ee3755fbd77c8095	15	76753	028b2f9a6e251a383a22783352f2b68b3b11a3a6	1935	1935-07-18			1935-07-18	80	99763	3	0	0	superior:::1935-03-27:3;superior:::1935-04-03:4;superior:::1935-04-10:4	
BEs 1935\JULHO\20\99764\00000008.pdf	1473393	56ab1c0be9087290ea3c911c7bf4423f9d79c423	16	76058	dbec125977f6f3df783f32cd287cfb43f176a51a	1935	1935-07-20			1935-07-20	81	99764	0	0	0		
BEs 1935\JULHO\23\99765\00000009.pdf	2746425	244636eb93027787af792b09bce230a90b8b87d1	31	143188	96c32b1ed73c59a166b25415234de906f3765c93	1935	1935-07-23			1935-07-23	82	99765	0	0	0		
BEs 1935\JULHO\25\99766\00000010.pdf	1554050	e731c7d481aafc8ea07c8fcd77d76e1511bfdc2d	17	81336	bfbb18e040b162e41597b344ca22d8821e6ea49c	1935	1935-07-25			1935-07-25	83	99766	2	0	0	superior:ordinaria::1935-07-12:4;superior:ordinaria:69:1935-07-15:4	
BEs 1935\JULHO\27\99767\00000011.pdf	1757638	79dec87a863429ac45f250358cc2ae502f817942	17	90868	f7c750e651e3175680ed3dee6d3b76ea86a24c0c	1935	1935-07-27			1935-07-27	84	99767	0	2	0	regional:::1935-07-03:7;regional:::1935-07-10:8	
BEs 1935\JULHO\30\99768\00000012.pdf	1741673	936f1118fcb8da5311e3ea4e0e03d0e0f2f4bde4	17	93457	f5081af5e46050dd2d4640dc17288135f8d655f6	1935	1935-07-30			1935-07-27		99768	0	0	0		data_divergente
BEs 1935\JUNHO\01\99746\00000011.pdf	3664574	2ff1cea9d3e6b513883d2d4616267a26c9765893	33	178237	58c166f04925bd46ca8c3000d8bf656046f7fae0	1935	1935-06-01			1935-06-01	63	99746	0	0	0		
BEs 1935\JUNHO\05\99747\00000012.pdf	2165291	a0d35b2ef3ac279bdcab7178ebc2ad1e7575e32f	25	100638	b24d234000e6c002e4b50d09e02dc2ffd60a99f7	1935	1935-06-05			1935-06-05	64	99747	2	0	0	superior:extraordinaria:22::2;superior:ordinaria:21:1935-05-29:2	
BEs 1935\JUNHO\08\99748\00000013.pdf	3546312	3b07c4893a66189b3ae39a2cd1e94176fa785e63	33	176822	3bbca99bb0bde86c7fbeff468a331438e816fe15	1935	1935-06-08			1935-06-08	65	99748	0	0	0		
BEs 1935\JUNHO\12\99749\00000014.pdf	1739200	9360467b77aebbefed6c6802e1ad4dd65561606f	17	86984	6c1c3dd562f411ec04869c7aa258b26af3ad4b4f	1935	1935-06-12			1935-06-12	66	99749	3	0	0	superior:ordinaria::1935-05-31:2;superior:ordinaria::1935-05-03:2;superior:ordinaria::1935-06-05:3	
BEs 1935\JUNHO\16\99750\00000015.pdf	2466605	63c649e78b114381b79ab5f17e4521e05f74fcf2	25	123358	5d33d642bb8452730520eb1621f8aeca3e162334	1935	1935-06-16			1935-06-16	67	99750	0	0	0		
BEs 1935\JUNHO\19\99751\00000016.pdf	3502908	4aea3336e5158e5b57d86218462e99748843ffeb	33	176338	7fd571abe196e320853780b7f034d22af3c0afa4	1935	1935-06-19			1935-06-19	68	99751	0	0	0		
BEs 1935\JUNHO\22\99752\00000017.pdf	2708560	bfc5da7ed9b56cebd428366a1b53707ff5a6db77	30	124529	64110a0d8b5d16ac432d69034529c485dd9a98f1	1935	1935-06-22			1935-06-22	69	99752	1	0	0	superior:ordinaria::1935-06-07:2	
BEs 1935\JUNHO\25\99753\00000018.pdf	1043291	8cef7f0294ff446093847b0683b8502b2b62539d	15	36803	0563560bcf1e66256fefc8aa8c7c1b05e7c8a3b5	1935	1935-06-25			1935-06-25	70	99753	3	0	0	superior:ordinaria:56:1935-06-10:2;superior:ordinaria::1935-06-12:2;superior:ordinaria:58:1935-06-14:3	
BEs 1935\JUNHO\26\99754\00000019.pdf	2440510	c2d2ac9420a440149a9dd25de33d5138aa9f17a6	25	117497	25ba16c6019b72faaa49ecf89a9294ee59acf09f	1935	1935-06-26			1935-06-26	71	99754	0	4	0	regional:::1935-05-15:14;regional:::1935-05-22:15;regional::28:1935-05-29:16;regional::29:1935-06-05:17	
BEs 1935\JUNHO\27\99755\00000020.pdf	857040	8d8ded7e30a9698595f059477edf728b00e096a5	9	40809	3754f2fafb6d43247317f5d30f7dda4a7804ec75	1935	1935-06-27			1935-06-27	72	99755	0	0	0		
BEs 1935\JUNHO\29\99756\00000021.pdf	1696395	6b45b1d48aa83d777028d3985dfd4f70b5b0b3c8	17	85753	5430e14526ffbddf0bebad14780ea8d178914c09	1935	1935-06-29			1935-06-29	73	99756	2	0	0	superior:ordinaria::1935-06-17:2;superior:ordinaria:60:1935-06-19:3	
BEs 1935\MAIO\02\99736\00000001.pdf	2350522	b0605f849a394fe73035a0f64ed58011d9878e13	21	122236	3f75edca91dd8e0a962b2a6eff9bef3c11f8cdd3	1935	1935-05-02			1935-04-26		99736	0	0	0		data_divergente
BEs 1935\MAIO\05\99737\00000002.pdf	2292508	ccca0efc6502d6692629f3ed579a827818a88e83	33	85233	687fc819f3f400e26816277b65c61f15e402979a	1935	1935-05-05			1935-04-20		99737	6	0	0	superior:extraordinaria:11:1935-04-23:2;superior:ordinaria:36:1935-04-24:3;superior:ordinaria:37:1935-04-26:4;superior:extraordinaria:13:1935-04-27:5;superior:ordinaria:38:1935-04-29:5;superior:extraordinaria:14::6	data_divergente
BEs 1935\MAIO\08\99738\00000003.pdf	1623653	b30e5a6a915dad4b41d21e2719131b116876d8cb	17	71886	9165dbe516411d07c1d895ea337d6dfa9d941eb3	1935	1935-05-08			1935-05-08	55	99738	4	0	0	superior:ordinaria:39:1935-05-02:2;superior:ordinaria:40:1935-05-03:2;superior:extraordinaria::1935-05-04:2;superior:::1935-04-05:3	
BEs 1935\MAIO\11\99739\00000004.pdf	1558900	18aa575f5cc97e0e0b04de250272bb97b7c35d7a	17	74870	b5b4a6b6e3de1434ad558e2542df2ea80bc50d96	1935	1935-05-11			1935-05-11		99739	2	0	0	superior:extraordinaria:::2;superior:ordinaria:42:1935-05-08:2	
BEs 1935\MAIO\15\99740\00000005.pdf	2746300	7526a9c66cffc073186efc723697eff120294d75	25	136410	335d21167f883188543ea70b45a30fd756ed6a5f	1935	1935-05-15			1935-05-09		99740	1	0	0	superior:ordinaria:::2	data_divergente
BEs 1935\MAIO\18\99741\00000006.pdf	1583418	55650af51a3a1629ba45e18436cd96b966efc9a8	17	70403	fc68549efdc343f8dcaf688ab429f57594c4a929	1935	1935-05-18			1935-05-10		99741	3	0	0	superior:ordinaria:44::2;superior:extraordinaria:18:1935-05-14:2;superior:ordinaria:5:1935-05-15:2	data_divergente
BEs 1935\MAIO\22\99742\00000007.pdf	1787302	90ade988c6446b666df7e0262d6f8393f0a0dfb3	17	85903	fb288be3380bdc62d036479bafe80527548f21fe	1935	1935-05-22			1935-05-22	59	99742	0	4	0	regional::22:1935-04-17:6;regional::23:1935-04-24:7;regional::243:1935-05-02:8;regional::35:1935-05-08:9	
BEs 1935\MAIO\25\99743\00000008.pdf	3281097	023684d092c2258eeb5987fb6b9d469fba73b99f	32	152574	a432f2819ce8a846d3cd34b1e2ac8aa5f6a8f7fa	1935	1935-05-25			1935-05-25	60	99743	3	0	0	superior:extraordinaria:19::3;superior:ordinaria:46:1935-05-17:3;superior:extraordinaria:20:1935-05-21:4	
BEs 1935\MAIO\29\99744\00000009.pdf	2414172	62f03a722d3bd45a1e6b44c2714f3ddf7e36518a	24	118864	33dc3905ed56b12f09354418d22749468d30ce10	1935	1935-05-29			1935-05-23		99744	3	0	0	superior:ordinaria::1935-05-20:2;superior:extraordinaria::1935-05-23:2;superior:ordinaria:49:1935-05-24:3	data_divergente
BEs 1935\MAIO\30\99745\00000010.pdf	756858	afc36f5d718f74d8bf6f2d73a595b22c547e1cf9	9	31971	f5da44abb82833dff562fa5180cf613dfc6d9c3a	1935	1935-05-30			1935-05-30	62	99745	1	0	0	superior:ordinaria:::2	
BEs 1935\MARÇO\02\99697\00000001.pdf	1008589	5ab61fddaf20e2e3a3e8215eae8b6e7f48c24003	9	52200	d171f26c07a1605bbbb85607c4bb59b170d8bd5c	1935	1935-03-02			1935-03-02	30	99697	1	1	0	superior:::1935-02-25:3;regional:extraordinaria:207::7	
BEs 1935\MARÇO\09\99698\00000002.pdf	1826804	1ac2f38a76f2a5f3af0624a8b443bb97b5373358	17	89699	36492cc6209da66842047886aab363492cea8862	1935	1935-03-09			1935-03-08		99698	0	0	0		data_divergente
BEs 1935\MARÇO\10\99699\00000003.pdf	3771142	44aaeb8d3ef40e2cc0e424bc9ad8561d8e5a0695	33	196009	28f591162a29a473cfec7db2767c9eb5eb5f5f9a	1935	1935-03-10			1935-03-10	32	99699	1	0	0	superior:extraordinaria:::28	
BEs 1935\MARÇO\13\99700\00000004.pdf	2809978	67acf4ff5d8d2d87592226d641587d4d295d90b6	25	144824	4dbe70c50f31bd5c5e67bb74972c81cb9b59f9aa	1935	1935-03-13			1935-03-13	33	99700	1	3	0	superior:ordinaria:::2;regional:extraordinaria::1935-01-10:15;regional::5:1935-01-16:15;regional::7:1935-01-30:16	
BEs 1935\MARÇO\14\99959\00000006 (1936).pdf	4363982	d77c935f100eb14d2b19ea76ee05861dce7eba54	40	220978	5d3a16e2d6b47ee2ed61e27cc4c658fd123cc950	1935	1935-03-14			1936-03-14	31	99959	1	0	0	superior:ordinaria::1936-03-09:5	data_divergente
BEs 1935\MARÇO\17\99701\00000005.pdf	11255596	83c955c15ab278376f8b8ce6b74e989ac0f6d03b	89	599323	3b182f8b629d535cb884bdd70ac4f71f6d0ff08a	1935	1935-03-17			1935-03-17	34	99701	0	4	0	regional:extraordinaria::1935-02-02:74;regional::::74;regional:::1935-02-13:75;regional:extraordinaria:12:1935-02-16:76	
BEs 1935\MARÇO\17\99960\00000001 (n. 101- 1934).pdf	6924270	43c4b1fb3232a118b6b2082edfb6cfd53b22b25a	65	385671	0b335b40613fcae54a33216c6664dd7e46aa1989	1935	1935-03-17			1934-10-01	101	99960	0	1	0	regional:extraordinaria::1934-08-30:3	data_divergente
BEs 1935\MARÇO\17\99960\00000007 (n. 32 -1936).pdf	2174494	ee408222e05cf132f8fd7a1440567f39ca78ff4b	24	115822	6ce0a360868cdc7a3c4abcc3dd731fd5d573f8c3	1935	1935-03-17					99960	0	0	0		
BEs 1935\MARÇO\1935_boletim_eleitoral_a4_n39.pdf	11328184	00ff4ad39d6d1657c4ee9060955ddabd80e66b76	15	91908	30eee8b5a7b578b9bde5ff118acb99062b5d2b9f	1935	1935-03		39	1935-03-25	39		0	0	0		
BEs 1935\MARÇO\1935_boletim_eleitoral_a4_n40.pdf	9331739	e277bf1fbd5c0b98d7b9f17ab3ad7967b6c4271c	14	63278	c4dc3f730d61419d1d1d683b93fb5a8f312202ac	1935	1935-03		40	1935-03-27	40		3	0	0	superior::10:1935-03-13:1;superior:ordinaria:20::1;superior:ordinaria:22:1935-03-20:3	
BEs 1935\MARÇO\19\99702\00000006.pdf	1043567	846b69722657b2a611538ab142a2be40e6534cf0	9	53475	0ea0ff688cf539442ad66c23e3ab4c6adc81cbc2	1935	1935-03-19			1935-03-19		99702	0	1	0	regional::::9	
BEs 1935\MARÇO\19\99961\00000008  (março .33).pdf	1234715	2afcbfa4e295ae0d35a20717af56d3ab4b61095b	13	61811	205df473ab29e321db5abd6ce58d6ac2d0a200ae	1935	1935-03-19					99961	1	0	0	superior:ordinaria:24:1936-03-13:4	
BEs 1935\MARÇO\20\99703\00000007.pdf	768275	a08f13fdcccd01c89eaa9ea27ebb7a4ff4ac393a	9	36023	78bba80b0ae62470f8b2b2cca6ec11b9481ccfc1	1935	1935-03-20					99703	0	0	0		
BEs 1935\MARÇO\21\99704\00000008.pdf	1830902	dc9f027d760f85efc8fd1b38a0790680422e6a26	17	94181	5259d5fee09dae3c89442e5efb06417132aa5a1f	1935	1935-03-21			1935-03-21	37	99704	0	0	0		
BEs 1935\MARÇO\23\99705\00000009.pdf	791921	a7cbfe48b1e926d4adccbdf1e5a7aa84f19b381d	11	30607	9f7eb033cb34b6d2a55cfd179f53d6820f5a7277	1935	1935-03-23					99705	0	0	0		
BEs 1935\NOVEMBRO\02\99896\00000001.pdf	3461317	906fb1b09725b637690466f9e592da20fe38469f	33	192258	c16a54252fd3ab94462c4156984cf6ad221ea0da	1935	1935-11-02					99896	1	0	0	superior:ordinaria:507::3	
BEs 1935\NOVEMBRO\05\99897\00000002.pdf	1664536	96001ab7a4ca64944dc3ace2ca472a2570211852	17	85544	2b705f716ff8fbcafdcc2fe12c4bd22255cd2ec5	1935	1935-11-05			1935-11-05		99897	0	0	0		
BEs 1935\NOVEMBRO\07\99898\00000003.pdf	2373964	25a8abb82b32bf45a4e1528ce459c0ab05305bf7	24	129798	41e2d19192e23de8a87be86ca5c2e169465b5c41	1935	1935-11-07					99898	0	0	0		
BEs 1935\NOVEMBRO\09\99899\00000004.pdf	1580440	82e6c7115f8680c43121d3e60725730ef6f8bdae	17	80895	fa9903e42ba9f64cd1b61bb84b3c083f760ecdaa	1935	1935-11-09			1935-11-09		99899	2	0	0	superior:ordinaria:::2;superior:ordinaria:109::3	
BEs 1935\NOVEMBRO\12\99900\00000005.pdf	1489670	6f826903629d97cd150d6fdb4f5b8f54a4a971ec	16	80628	33dbf887b420e783d17db0e1ce44260e1ba66218	1935	1935-11-12			1935-07-08		99900	1	0	0	superior:ordinaria:111:1935-10-28:3	data_divergente
BEs 1935\NOVEMBRO\14\99901\00000006.pdf	1638354	e28bab975c72ded354a0fccdfc1abadaebcba7cb	17	81661	2c95d4997c65ff84c9067f2c62a9ec55b8d36140	1935	1935-11-14					99901	1	0	0	superior:ordinaria:3::2	
BEs 1935\NOVEMBRO\16\99903\00000007.pdf	1810875	8d7f08768c6de8faf4eca836d7830b5243c363b9	17	94851	eb14bea78072ec0d4ecd46024848cb5853ec614e	1935	1935-11-16			1935-10-14		99903	0	0	0		data_divergente
BEs 1935\NOVEMBRO\19\99904\00000008.pdf	2479372	c1012130382c76bee9005b1078872ff33749421c	25	133213	7e91697d27877fee13135a4f1600238066cad9f3	1935	1935-11-19			1935-10-14		99904	2	0	0	superior:ordinaria:114:1935-11-06:3;superior:ordinaria:115::3	data_divergente
BEs 1935\NOVEMBRO\21\99905\00000009.pdf	836309	ea597c79f98814cdb2d38b3047a5fbaeaea21b34	9	43199	881238e0d112351f19a734171e69eaec172d3496	1935	1935-11-21			1935-10-16		99905	0	0	0		data_divergente
BEs 1935\NOVEMBRO\23\99906\00000010.pdf	2748441	80a92fa56d003c6d33c4c7673eec64f9c270150c	25	146727	adb9989ad220cc1c52416c28178a0ca6a632c9f5	1935	1935-11-23			1935-11-23	135	99906	2	5	0	superior:ordinaria:116:1935-11-11:3;superior:ordinaria::1935-11-13:3;regional:::1935-10-01:7;regional::52:1935-10-08:8;regional::54:1935-10-23:9;regional::55:1935-10-30:11;regional:::1935-11-06:12	
BEs 1935\NOVEMBRO\26\99908\00000011.pdf	2387779	68e74939b7dfaf5c8277b4714433227267f44d97	25	124098	41679f7c8c7ea0c6f5eb13192e29a85dd6a893cd	1935	1935-11-26			1935-10-28		99908	1	0	0	superior:ordinaria:118:1935-11-18:3	data_divergente
BEs 1935\NOVEMBRO\28\99909\00000012.pdf	812841	89fc9e10ddc26a02280bf62423011e3978f6cba4	9	39881	c947e483464443300b7c46ad468f621fba1f4b5d	1935	1935-11-28			1935-11-28	137	99909	1	0	0	superior:ordinaria:118:1935-11-18:3	
BEs 1935\NOVEMBRO\30\99911\00000013.pdf	872538	cc4a195e2bcc30ba3ae2e4cfe36b0bb69f8457a7	9	42624	f2c1fb77db9aba603008b9f9f78f824f9ebd759c	1935	1935-11-30					99911	2	0	0	superior:ordinaria:120:1933-11-22:3;superior:ordinaria:121:1935-11-25:3	
BEs 1935\OUTUBRO\01\99835\00000013.pdf	1708742	9303b3469de4cb069fa06ea01d22992dfe7f119f	17	90073	79cfe87d297c3265b31861dec9f743f8fc15689a	1935	1935-10-01			1935-07-15		99835	3	2	0	superior:ordinaria::1935-09-09:2;superior:ordinaria:94::2;superior::95:1935-09-13:3;regional:::1935-09-12:4;regional:::1935-09-17:5	data_divergente
BEs 1935\OUTUBRO\03\99836\00000014.pdf	1439708	3d35929d6809128109a023b1ef724660ab8dcf69	16	76094	d95c74ea101e695bbc584d4f210aa48693b7328f	1935	1935-10-03			1935-07-15		99836	0	0	0		data_divergente
BEs 1935\OUTUBRO\05\99837\00000015.pdf	595367	449ebd354fb35a2a39dc23cc5fd6905f69a3ca66	9	26225	9246587b1e5630b5e172996e3ab16b7beaa2ee1a	1935	1935-10-05			1935-10-05		99837	0	0	0		
BEs 1935\OUTUBRO\10\99839\00000017.pdf	3195992	6a756312369804a801056fccfb78a1b4d56a7037	33	171145	32ad75b59f016c60d8b1743c21b20535b995c7c9	1935	1935-10-10			1935-10-10	116	99839	2	0	0	superior:ordinaria:96:1935-09-16:2;superior::97:1935-09-18:3	
BEs 1935\OUTUBRO\12\99840\00000018.pdf	1572921	d99fa07455947b4cac55d827ce0d44a1be8e9fbb	17	80611	60278984ad9de0f78c4fac1f98fc9804b9ab6b0d	1935	1935-10-12			1935-10-12		99840	0	0	0		
BEs 1935\OUTUBRO\15\99841\00000019.pdf	1581606	7b02241cb0b2a87dfaeda8a1b8d845a4ccec105f	17	81087	ca0a3dd5e99a6086a52fc1f54490551fb8e15e4a	1935	1935-10-15			1935-10-15	118	99841	0	0	0		
BEs 1935\OUTUBRO\17\99842\00000020.pdf	2863432	c21437522380aec420dfa6d2955626a4e4c74488	30	154309	69d1f2c99dd25245ede91d5dcf1dd952d2bff5b3	1935	1935-10-17			1935-09-20		99842	1	0	0	superior:ordinaria:99:1935-09-23:2	data_divergente
