partido,categoria,pagina,arquivo_pdf,fonte_texto_usada,trecho
PCB,fundo_partidario_programas_mulheres_5pct,12,Estatutos/14_PCB/001_Estatuto_do_Partido_de_3_3_2022_PDF.pdf,Estatutos/_analise_notion/PCB_estatuto_atual_ocr.txt,"trimônio e a Contabilidade: 59 Artigo 70 - O patrimônio do Partido é constituído pelos bens imóveis e móveis de sua propriedade, pelas contribuições voluntárias de seus membros simpatizantes, pelas campanhas e eventos para arrecadação financeira realizados pelo Partido, pelos donativos que lhe forem feitos, pela venda de publicações e materiais promocionais, pelas rendas decorrentes de contratos ou convênios permitidos em lei e pelos recursos do Fundo Partidário. Parágrafo Primeiro - O patrimônio do Partido é indisponível a qualquer de seus militantes. Parágrafo Segundo - Os bens imóveis só podem ser alienados por decisão do Congresso Nacional, com o voto favorável de, pelo menos, 2/3 (dois terços) dos delegados credenciados. Artigo 71 - Cada militante obriga-se a contribuir mensalmente em pecúnia para o Partido, com o mínimo de 3% (três"
PCB,fundo_partidario_programas_mulheres_5pct,12,Estatutos/14_PCB/001_Estatuto_do_Partido_de_3_3_2022_PDF.pdf,Estatutos/_analise_notion/PCB_estatuto_atual_ocr.txt,"do potencial de arrecadação de cada organismo. Parágrafo Segundo — O organismo partidário que, sem justificativa, não repassar ao organismo hierarquicamente superior o percentual mínimo definido no caput deste Artigo, ficará sujeito às seguintes medidas: 1 - Após 3 (três) meses: advertência por escrito, da parte do organismo superior. IL Após 6 (seis) meses: intervenção do organismo superior, para eleição de nova direção. Artigo 73 - Os recursos do Fundo Partidário serão administrados pelo Secretariado Nacional e distribuídos na seguinte proporção: a) Fundação Dinarco Reis: 20% (vinte por cento), na forma da lei; +b) Comitê Central: 75% (setenta e cinco por cento); ©) Na criação e manutenção de programas de promoção e difusão da participação politica das mulheres 5% (cinco por cento), na forma da lei; LY"
PCB,conta_bancaria_especifica_mencionada,12,Estatutos/14_PCB/001_Estatuto_do_Partido_de_3_3_2022_PDF.pdf,Estatutos/_analise_notion/PCB_estatuto_atual_ocr.txt,"Página 11 de 13 Parágrafo Terceiro - No caso de Vercador, a parcela da remuneração destinada ao Partido será recolhida aos cofres do Comitê Municipal, que repassará 50% (cinquenta por cento) para o Comité Regional respectivo; Artigo 68 - A participação de militantes do PCB nos diversos níveis do Executivo e do Legislativo será decidida pelos respectivos Comitês e controlada pelos Comitês imediatamente superiores. Artigo 69 - Os militantes que vierem a participar de cargos comissionados e de confiança do Partido, tanto no Legislativo como no Executivo, destinarão, no mínimo, 10% (dez por cento), do total de sua remuneração para os cofres parti"
PCB,conta_bancaria_especifica_mencionada,13,Estatutos/14_PCB/001_Estatuto_do_Partido_de_3_3_2022_PDF.pdf,Estatutos/_analise_notion/PCB_estatuto_atual_ocr.txt,"Página 12 de 13 Parágrafo Único ~ A critério do Comité Central, parte dos recursos que lhe são atribuídos pelo Fundo Partidário poderão ou não ser repassados a Comitês inferiores. Artigo 74 - No caso de dissolução do Partido, o patrimônio, depois de saldadas as dividas e obrigações, será destinado a entidade congénere ou a associação de fins sociais ou culturais, conforme deliberação do Congresso Nacional, convocado especialmente para este fim. Artigo 75 - O Partido presta contas à Justiça Eleitoral e rege sua contabilidade na forma da lei. Parágrafo Primeiro - Os Comitês mantêm escrituração de receita e despesa precisando a origem daquela ea"
PRTB,reserva_cota_mulheres_direcao,6,Estatutos/15_PRTB/001_Estatuto_do_Partido_de_25_11_2017_PDF.pdf,Estatutos/_analise_notion/PRTB_estatuto_atual.txt,"RENOVADOR TRABALHISTA BRASILEIRO PARTIDO NOi4 BRAS% DIRETÓRIO NACIONAL 1- Votar nos candidatos indicados pelo Partido e participar, se convocado, para ser votado nos pleitos eleitorais. II- Participar ativamente das campanhas eleitorais, divulgando os candkatos legenda do Partido e se disponibilizar a também participar dos seus Órgãos N 369 III- Contribuir em tudo o que for possível, inclusive na manutenção dos gastos com a sedes e as estruturas administrativas do Partido, como também fazer coitribâo financeira pessoal. IV- Praticar a militância ativa, interna e externa, em prol da divulgação do programa partidário do PRTB, 8 de"
PRTB,reserva_cota_mulheres_direcao,21,Estatutos/15_PRTB/001_Estatuto_do_Partido_de_25_11_2017_PDF.pdf,Estatutos/_analise_notion/PRTB_estatuto_atual.txt,"registrados pela Comissão Executiva Nacional, a pedido dos Órgãos hierarquicamente inferiores e se regulamentarão por este Estatuto no que couberem 1 c10 de Sr , N° de Protoco,o e Registro Título III / 1 5661 DA DISCIPLINA E DA FIDELIDADE PARTIDÁRIA j Odeessoj. Capítulo 1 DA VIOLAÇÃO DOS DEVERES PARTIDÁRIOS Art.64 - Estarão sujeitos a medidas disciplinares na forma deste Estatuto, os que violem os deveres partidários a seguir: 1- Os Órgãos de Direção, de Ação e de Cooperação. II- Os Dirigentes e os filiados do Partido. III- Os Parlamentares detentores de mandato eletivo, os ocupantes de cargo ou função pública por indicação do Partido. Art.65 - Aplicam-se as seguintes medidas disciplinares aos Órgãos Diretivos do Partido em todos os seus níveis, Municipal, Regional e Nacional 1- Advertência reservada ou pública. II- Intervenção com dissol"
PRTB,orgao_movimento_mulheres_ou_violencia_politica,6,Estatutos/15_PRTB/001_Estatuto_do_Partido_de_25_11_2017_PDF.pdf,Estatutos/_analise_notion/PRTB_estatuto_atual.txt,"iberação: as Convenções Municipais, Regionais e Nacional. II- De Direção e Execução : os Diretórios e Comissões Provisórias Municipais e Regionais, o Diretório Nacional, e suas respectivas Comissões Executivas. III- De Ação Parlamentar: as Bancadas nas Câmaras Municipais, nas Assembléias e Câmaras Legislativas, na Câmara dos Deputados e Senado Federal IV- De Cooperação: os Conselhos de Ética Partidária, os Conselhos Fiscal e Consultivo, os Movimentos da Juventude, da Mulher, do Empresariado, do Trabalhismo Participativo, do Meio ambiente e Natureza, da Política da Defesa e Modernização Nacional, dos Direitos do Consumidor, do Idoso e outros a serem futuramente criados. Parágrafo Unico- Ficam dependentes de autorização expressa da Comissão Executiva Nacional do PRTB, a criação de qualquer Instituto, Fundação, Movimento ou outros Órgãos de"
PRTB,orgao_movimento_mulheres_ou_violencia_politica,21,Estatutos/15_PRTB/001_Estatuto_do_Partido_de_25_11_2017_PDF.pdf,Estatutos/_analise_notion/PRTB_estatuto_atual.txt,"airda a s3i4 participação nas discussões de alto nível de temas geopolíticos na$onais e internacionais . E Art62 - Seus Órgãos Diretivos e Conselhos e suas Convenções para suas respectivas eleições e mandatos, serão coincidentes com as do Diretório Nacional do Partido, conjuntamente e concomitantemente, sendo seus mandatos fixados em 4(quatro) anos, prorrogáveis automaticamente, por igual período (art. 42 e 49 deste Estatuto). Art.63 - Os movimentos da Juventude, da Mulher, do Empresário, do Trabalhismo Participativo, do Meio Ambiente e Natureza, da Modernização Nacional, dos Direitos do Consumidor, do Idoso e outros que poderão ser criados em nível Nacional, Regional e Municipal, deverão possuir Diretorias próprias e nomeadas pelas respectivas Comissões Provisórias Municipais e Regional de seus respectivos Diretórios, aprovados e registr"
PRTB,conta_bancaria_especifica_mencionada,25,Estatutos/15_PRTB/001_Estatuto_do_Partido_de_25_11_2017_PDF.pdf,Estatutos/_analise_notion/PRTB_estatuto_atual.txt,"RENOVADOR TRABALHISTA BRASILEIRO PARTIDO DIRETORIO NACIONAL Parágrafo 1 0 - Caso o interessado não exerça seu direito a ampla defesa, no prazo estipulado, no prazo de 5(cinco) dias após 42 receber o telegrama ou carta registrada, e após ficar constatado que o mesmo não exerceu o seu direito, será declarado então ""revel"" e o Presidente do Órgão Diretivo poderá, ao seu nível, aplicar-lhe a perp, couber, conforme determina o Estatuto. 1 388 Parágrafo 21- Havendo manifestação e defesa por parte do dirigente, parla1entQ1 \ j filiado infrator, quando da aplicação do caput deste artigo, o Órgão da Jurisdição ou Órgão Superior, levará a"
PRTB,conta_bancaria_especifica_mencionada,26,Estatutos/15_PRTB/001_Estatuto_do_Partido_de_25_11_2017_PDF.pdf,Estatutos/_analise_notion/PRTB_estatuto_atual.txt,"o Partido. IV-Outras despesas necessárias e justificadas, no que couberem. Art.70 - O Partido, pela Comissão Executiva Nacional, poderá expedir normas de contabilidade específicas, em qualquer nível partidário, a qualquer época, visando e aprimoramento das contas e consolidar os balanços em suas esferas Municipal, Regional e Nacional Parágrafo Único: O Partido deverá, obrigatoriamente, ao seu nível, municipal, regional e nacional, possuir conta bancária, de preferência banco oficial e movimentar seus fundos e aplicações em referida conta corrente pelo Presidente, ou conjuntamente com o Tesoureiro. N° de Protocolo e Registro Capítulo II 145661 DAS CONTRIBUIÇÕES DOS ÓRGÃOS E TABELAS Ré91stí0 d !sos Juridicas Art.71 - Fica instituído o CAOP- Certificado de Atualização Partidária, que a partir da Resolução 00412002 passou a regular aquelas el"
PRTB,conta_bancaria_especifica_mencionada,27,Estatutos/15_PRTB/001_Estatuto_do_Partido_de_25_11_2017_PDF.pdf,Estatutos/_analise_notion/PRTB_estatuto_atual.txt,"RENOVADOR TRABALHISTA BRASILEIRO PARTIDO NOV4BSt,. DIRETORIO NACIONAL Diretórios) recolherem, mensalmente, na conta do Partido, através de conta bancária do órgão Regional do PRTB, obrigatoriamente: - Municípios com até 50.000 (cinqüenta mil) habitantes devem mensalmente, com o percentual de 1/4 (hum quarto) do salário - mínimo, salário-mínimo, podendo este limite variar, dependendo do Órgão Superior. II - Municípios de 50.000 (cinqüenta mil) até 100.000 (cem mil) habitt,;fl-DF contribuir, mensalmente, entre 1/2 (meio) salário-mínimo até 2 (dois) salá i1fr{íhih* e Retrc podendo este limite variar dependendo do Órgão Superior III - Municípios de 100.000 (cem mil) até 200.000 (duzentos mil) contribuir, mensalmente, entre 1 (hum) salário-mínimo até 3 (Três) podendo variar"
DC,reserva_cota_mulheres_direcao,5,Estatutos/16_DC/001_Estatuto_do_Partido_de_24_3_2022.pdf,Estatutos/_analise_notion/DC_estatuto_atual_ocr.txt,Num. 157819837 - Pág. 1 Assinado eletronicamente por: CAIO SILVA MARTINS - 22/07/2022 13:06:43 https://pje.tse.jus.br:443/pje/Processo/ConsultaDocumento/listView.seam?x=22072213064311200000156510582 Número do documento: 22072213064311200000156510582 Este documento foi gerado pelo usuário 298.***.***-00 em 21/11/2023 14:26:12 Fte? Democracia wu - he ris! FZ x ode DC Brasil - Metro da OOCA 4 Corganização Democrata Cts da América f | 1. de deliberação: 001 hq a) a Convenção Nacional; b) as Convenções Estaduais; c) as Convenções Municipais; 4) as Convenções Zonais TI- de direção e de ação: a) o Diretório Nacional; b) os Diretórios Estaduais e Com
DC,reserva_cota_mulheres_direcao,11,Estatutos/16_DC/001_Estatuto_do_Partido_de_24_3_2022.pdf,Estatutos/_analise_notion/DC_estatuto_atual_ocr.txt,"Num. 157820893 - Pág. 1 Assinado eletronicamente por: CAIO SILVA MARTINS - 22/07/2022 13:06:46 https://pje.tse.jus.br:443/pje/Processo/ConsultaDocumento/listView.seam?x=22072213064624500000156511638 Número do documento: 22072213064624500000156511638 Este documento foi gerado pelo usuário 298.***.***-00 em 21/11/2023 14:26:12 A Dermariacia ay, E ris a E o ve sc A DC Brasi - Membro da COCA \ Organização Democrata. E 1D Cristã da América 00425497 Provisória: Comissão Diretora Zonal Provisória para administrar o Partido, realizar e dirigir a Convenção destinada a eleger o Diretório Zonal. § 1º As Comissões Provisórias designadas na forma do prese"
DC,reserva_cota_mulheres_direcao,14,Estatutos/16_DC/001_Estatuto_do_Partido_de_24_3_2022.pdf,Estatutos/_analise_notion/DC_estatuto_atual_ocr.txt,Num. 157820896 - Pág. 1 Assinado eletronicamente por: CAIO SILVA MARTINS - 22/07/2022 13:06:48 https://pje.tse.jus.br:443/pje/Processo/ConsultaDocumento/listView.seam?x=22072213064782100000156511641 Número do documento: 22072213064782100000156511641 Este documento foi gerado pelo usuário 298.***.***-00 em 21/11/2023 14:26:12 4 Democracia Sj ong Dores 2 . \ DC Brast- Membro da ODA 007 Organiação Democrata 001 lho 7 o Grit da Arica VII - deliberar sobre atos praticados pela Comissão Executiva do Diretório Nacional submetidos à sua apreciação. VIII - Deliberar sobre critérios para remuneração de dirigentes partidários. AX=Editar Resolução com ab
DC,reserva_cota_mulheres_direcao,19,Estatutos/16_DC/001_Estatuto_do_Partido_de_24_3_2022.pdf,Estatutos/_analise_notion/DC_estatuto_atual_ocr.txt,"Num. 157820901 - Pág. 1 Assinado eletronicamente por: CAIO SILVA MARTINS - 22/07/2022 13:06:50 https://pje.tse.jus.br:443/pje/Processo/ConsultaDocumento/listView.seam?x=22072213065039000000156511646 Número do documento: 22072213065039000000156511646 Este documento foi gerado pelo usuário 298.***.***-00 em 21/11/2023 14:26:13 a Democracia TY ongex Crista SO DC Brasi - Membro da ODCA { Organização Democrata UE E ‘rat da América ia 00148797 Art. 43. O Presidente da Convenção Estadual convocará o Diretório eleito e empossado para, em local, dia e hora que fixar, escolher, dentro de 3 (três) dias, a Comissão Executiva Estadual, cuja composição é a"
DC,orgao_movimento_mulheres_ou_violencia_politica,5,Estatutos/16_DC/001_Estatuto_do_Partido_de_24_3_2022.pdf,Estatutos/_analise_notion/DC_estatuto_atual_ocr.txt,"onvenções Zonais TI- de direção e de ação: a) o Diretório Nacional; b) os Diretórios Estaduais e Comissões Diretoras Estaduais Provisórias; ©) os Diretórios Municipais e Comissões Diretoras Municipais Provisórias; 4) os Diretórios Zonais e Comissões Diretoras Zonais; III- de ação parlamentar: a) as bancadas; IV - de cooperação: a) Conselhos Fiscais; ” b) Conselhos Consultivos; €) Conselho Nacional de Ética Partidária; d) Comissões de Disciplina; e) Movimentos Democrata Cristãos; f) Comitês de Campanha; £) Comissões Técnicas; h) Fundação Democrata Cristã de Estudos Sociais, Econômicos e Politicos ~ FDC; i) Democracia Cristã Mulher — DC Mulher; Ed j) Democracia Cristã Jovem — DC Jovem § 1º Nos Municípios, além do Diretório Municipal ou Comissão Diretora Municipal Provisória, havendo mais de uma zona eleitoral, poderá ser constituído também"
DC,orgao_movimento_mulheres_ou_violencia_politica,33,Estatutos/16_DC/001_Estatuto_do_Partido_de_24_3_2022.pdf,Estatutos/_analise_notion/DC_estatuto_atual_ocr.txt,"nço do exercício anterior, que examinado e aprovado nos termos desse Estatuto será remetido à Justiça Eleitoral, obedecidos os prazos fixados pela legislação pertinente. id Parágrafo único. Os balanços obedecerão as normas gerais de contabilidade, as peculiaridades do Partido e os dispositivos da Legislação Eleitoral pertinente. Es DOS ÓRGÃOS DE COLABORAÇÃO | Art.83. O Partido deverá organizar para atuar junto aos seus Diretórios, os seguintes ||, Movimentos, regulados por Resolução da Comissão Executiva do Diretório Nacional: Jovem, 1 Mulher, Ambiental, Solidário, Trabalhador, Empresarial, Cultural, Indígena, Idoso, Deficiente | Fisico e Causa Animal. Parágrafo Unico: Antecedehdo ao nome do segmento a que se refere o Movimento, deve constar a expressão: “Democracia Cristã”. dos haha /) Sede Oparacional A Patra Fera de Andrade 758 -064550"
DC,fundo_partidario_programas_mulheres_5pct,33,Estatutos/16_DC/001_Estatuto_do_Partido_de_24_3_2022.pdf,Estatutos/_analise_notion/DC_estatuto_atual_ocr.txt,"0156511660 Número do documento: 22072213065773800000156511660 Este documento foi gerado pelo usuário 298.***.***-00 em 21/11/2023 14:26:14 Wa. Democracia ory = 5 a E obg reto Organização Democrata. É E Cristã da America 00 497 § 1° A escrituração contábil será processada sob critérios e periodicidade estabelecidos pela legislação competente e as pertinentes instruções da Justiça Eleitoral. $ 2º O dirigente partidário encarregado da movimentação do fundo partidário e do Fundo Especial de Financiamento de Campanha e recursos partidários é responsável, civil e criminalmente, pelas irregularidades que vier a praticar. Art.80. Encerrada a campanha eleitoral, o Partido fará prestação de contas à Justiça Eleitoral e aplicará os saldos financeiros eventualmente apurados, por ele e por seus candidatos, nos termos que dispuser a legislação pertinen"
DC,conta_bancaria_especifica_mencionada,31,Estatutos/16_DC/001_Estatuto_do_Partido_de_24_3_2022.pdf,Estatutos/_analise_notion/DC_estatuto_atual_ocr.txt,"Num. 157820913 - Pág. 1 Assinado eletronicamente por: CAIO SILVA MARTINS - 22/07/2022 13:06:57 https://pje.tse.jus.br:443/pje/Processo/ConsultaDocumento/listView.seam?x=22072213065667000000156511658 Número do documento: 22072213065667000000156511658 Este documento foi gerado pelo usuário 298.***.***-00 em 21/11/2023 14:26:14 4 pacato wu 5 rist: bee obg : ea DC Brasil- Membro da ODCA Organização Democrata 30 rt da Areca 00105497 Estaduais ou Comissões Diretoras Estaduais Provisórias, observados os seguintes critérios: 1- a Contribuição Partidária Estadual Mensal Obrigatória corresponderá a 10% (dez por cento) do que for arrecadado no Estado a"
DC,conta_bancaria_especifica_mencionada,33,Estatutos/16_DC/001_Estatuto_do_Partido_de_24_3_2022.pdf,Estatutos/_analise_notion/DC_estatuto_atual_ocr.txt,"72213065773800000156511660 Número do documento: 22072213065773800000156511660 Este documento foi gerado pelo usuário 298.***.***-00 em 21/11/2023 14:26:14 Wa. Democracia ory = 5 a E obg reto Organização Democrata. É E Cristã da America 00 497 § 1° A escrituração contábil será processada sob critérios e periodicidade estabelecidos pela legislação competente e as pertinentes instruções da Justiça Eleitoral. $ 2º O dirigente partidário encarregado da movimentação do fundo partidário e do Fundo Especial de Financiamento de Campanha e recursos partidários é responsável, civil e criminalmente, pelas irregularidades que vier a praticar. Art.80. Encerrada a campanha eleitoral, o Partido fará prestação de contas à Justiça Eleitoral e aplicará os saldos financeiros eventualmente apurados, por ele e por seus candidatos, nos termos que dispuser a leg"
PODE,reserva_cota_mulheres_direcao,6,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"V - dirigir-se a qualquer órgão partidário para manifestar sua opinião, apresentar requerimento, solicitar informações sobre assuntos do interesse do Partido ou denunciar irregularidades; V - Não atendimento ao chamado ou aos requisitos do recadastramento. VI - A pena fundamentada nos incisos II, III, IV e V, será comunicada por escrito ao atingido por qualquer meio eficaz, sendo considerada como comunicação efetiva também a comunicação enviada ao último endereço por ele indicado em seu cadastro. Art. 10 - Sem prejuízo de outras penas da Lei, do Código de Ética e deste Estatuto, está sujeito às penalidades previstas no artigo anterior,"
PODE,reserva_cota_mulheres_direcao,7,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"atamente superior. VIII - acompanhar a divulgação realizada pelo PODEMOS nos meios físicos e virtuais utilizados dos atos e normativas partidários, notadamente as resoluções, diretrizes e deliberações; IX - comparecer, quando convocado, para elucidar fatos em procedimentos disciplinares; X - emitir voto sobre questões submetidas à consulta partidária pelas instâncias de direção partidária; e XI - Zelar pelo direito de participação política igualitária da mulher, vedada qualquer discriminação ou desigualdade de tratamento em virtude de gênero no acesso às instâncias de representação política, internas e externas, ou ainda no exercício de suas funções públicas. § 1° - Considera-se violência contra a mulher toda ação, conduta ou omissão com a finalidade de impedir, obstaculizar ou restringir os direitos políticos da mulher. § 2° - Constituem"
PODE,reserva_cota_mulheres_direcao,8,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"V - deixarem de comparecer sem justificativa a duas ou mais convenções consecutivas; VI - no caso de membros de comissão executiva, deixarem de comparecer, sem justificativa, a três ou mais reuniões consecutivas; VII - praticarem atos de improbidade no exercício de mandatos executivos, legislativos, cargos ou funções de confiança na administração pública, por decisão transitada em julgado; VIII - atentarem contra o livre exercício do direito de voto, a normalidade das eleições, ou o direito de filiação partidária; IX - desrespeitarem as decisões partidárias pela escolha de candidatos nos diferentes âmbitos; X - participarem de ativida"
PODE,reserva_cota_mulheres_direcao,9,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"§ 6° - Durante o processo eleitoral será adotado rito sumário a fim de garantir maior celeridade nos processos, julgamentos e eventuais sanções. § 7° - Aos representados será assegurada a ampla defesa e o contraditório, observadas as disposições previstas neste Estatuto e no Código de Ética a respeito da matéria. § 8° - Instituído o Código de Ética, que definirá os procedimentos de apuração, instrução e conclusão sobre condutas, passará a integrar este Estatuto. § 9° - Os casos omissos no presente Estatuto, os de enquadramento duvidoso, bem como os que forem considerados de grande relevância política pela Comissão Executiva Nacional, p"
PODE,orgao_movimento_mulheres_ou_violencia_politica,7,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"or. VIII - acompanhar a divulgação realizada pelo PODEMOS nos meios físicos e virtuais utilizados dos atos e normativas partidários, notadamente as resoluções, diretrizes e deliberações; IX - comparecer, quando convocado, para elucidar fatos em procedimentos disciplinares; X - emitir voto sobre questões submetidas à consulta partidária pelas instâncias de direção partidária; e XI - Zelar pelo direito de participação política igualitária da mulher, vedada qualquer discriminação ou desigualdade de tratamento em virtude de gênero no acesso às instâncias de representação política, internas e externas, ou ainda no exercício de suas funções públicas. § 1° - Considera-se violência contra a mulher toda ação, conduta ou omissão com a finalidade de impedir, obstaculizar ou restringir os direitos políticos da mulher. § 2° - Constituem igualmente ato"
PODE,orgao_movimento_mulheres_ou_violencia_politica,7,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"rocedimentos disciplinares; X - emitir voto sobre questões submetidas à consulta partidária pelas instâncias de direção partidária; e XI - Zelar pelo direito de participação política igualitária da mulher, vedada qualquer discriminação ou desigualdade de tratamento em virtude de gênero no acesso às instâncias de representação política, internas e externas, ou ainda no exercício de suas funções públicas. § 1° - Considera-se violência contra a mulher toda ação, conduta ou omissão com a finalidade de impedir, obstaculizar ou restringir os direitos políticos da mulher. § 2° - Constituem igualmente atos de violência política contra a mulher qualquer distinção, exclusão ou restrição no reconhecimento, gozo ou exercício de seus direitos e de suas liberdades políticas fundamentais, em virtude do sexo, ou em relação à sua cor, raça ou etnia. Capít"
PODE,orgao_movimento_mulheres_ou_violencia_politica,13,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"o da juventude, visando a sua integração na vida pública brasileira. e) Podem ingressar no PODEMOS JOVEM, os eleitores que estiverem em pleno gozo dos seus direitos políticos, com faixa etária entre 16 e 35 anos e que aceitem expressamente respeitar e cumprir o Programa e o do Estatuto PODEMOS, Código de Ética, as suas Diretrizes, Resoluções e Deliberações aprovadas pela Comissão Executiva Nacional ou Convenções do Partido. XIX - O PODEMOS MULHER: órgão de apoio subordinado diretamente a Comissão Executiva d sua respectiva circunscrição, composto no mínimo por cinco membros, assume o compromiss de prevenir, reprimir e combater a violência política contra a mulher em todas as esfera intrapartidárias e no exercício da função pública de suas filiadas, zelando por um ambient harmônico, tendo, dentre outras, as seguintes finalidades: a) procur"
PODE,orgao_movimento_mulheres_ou_violencia_politica,13,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"eitem expressamente respeitar e cumprir o Programa e o do Estatuto PODEMOS, Código de Ética, as suas Diretrizes, Resoluções e Deliberações aprovadas pela Comissão Executiva Nacional ou Convenções do Partido. XIX - O PODEMOS MULHER: órgão de apoio subordinado diretamente a Comissão Executiva d sua respectiva circunscrição, composto no mínimo por cinco membros, assume o compromiss de prevenir, reprimir e combater a violência política contra a mulher em todas as esfera intrapartidárias e no exercício da função pública de suas filiadas, zelando por um ambient harmônico, tendo, dentre outras, as seguintes finalidades: a) procurar meios motivadores para inserir a mulher na vida política, em conformidade com a diretrizes estatutárias do PODEMOS; b) levantar, analisar e debater as questões de interesse da mulher na sociedade, incentivando a união"
PODE,fundo_partidario_programas_mulheres_5pct,12,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"romoção da educação, doutrinação e formação política, além de outros que guardem relação direta com as premissas do PODEMOS; a) A Comissão Executiva do Diretório Nacional indicará o Conselho Curador da FUNDAÇÃO PODEMOS, para um mandato de quatro anos, devendo, sempre a este tempo, ser convocada a votação da Comissão Executiva Nacional para esse fim. b) A FUNDAÇÃO PODEMOS, será o órgão responsável pela aplicação de parte definida por lei do Fundo Partidário que o Partido venha a receber, a quem caberá prestar contas, na forma da lei vigente. c) O Estatuto da Fundação disporá sobre sua organização, competência e responsabilidade de seus membros. d) Todos os membros que compõem os Conselhos da Fundação devem estar filiados ao PODEMOS e a eles se aplicam todas as disposições deste Estatuto. e) Em casos excepcionais, a Comissão Executiva Nacio"
PODE,fundo_partidario_programas_mulheres_5pct,22,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"§ 2° - os repasses dos recursos oriundos do Fundo Partidário pela Comissão Executiva Nacional aos órgãos estaduais ou regionais, a seu critério, poderão ser feitos através de transferência de eletrônico ou qualquer outro meio adotado pelo sistema bancário nacional e não defeso pela legislação em vigor, devendo-se observar o quanto segue: I - Conter obrigatoriamente o nome completo, CPF e o endereço completo do doador; e II - Ser imediatamente remetida a cópia do comprovante da doação ao órgão destinatário dela. § 2° - Os depósitos e as movimentações dos recursos oriundos do Fundo Partidário devem ser mantidos em conta específica para esse fim, nos estabelecimentos bancários c"
PODE,fundo_partidario_programas_mulheres_5pct,22,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"u critério, poderão ser feitos através de transferência de eletrônico ou qualquer outro meio adotado pelo sistema bancário nacional e não defeso pela legislação em vigor, devendo-se observar o quanto segue: I - Conter obrigatoriamente o nome completo, CPF e o endereço completo do doador; e II - Ser imediatamente remetida a cópia do comprovante da doação ao órgão destinatário dela. § 2° - Os depósitos e as movimentações dos recursos oriundos do Fundo Partidário devem ser mantidos em conta específica para esse fim, nos estabelecimentos bancários controlados pela União ou pelos Estados e, na inexistência desses na circunscrição do respectivo órgão, em instituição financeira da sua escolha oficialmente reconhecida pelo Banco Central. § 3° - As doações de bens e serviços legalmente admitidas serão estimáveis em dinheiro e devem: I - ser avalia"
PODE,conta_bancaria_especifica_mencionada,4,Estatutos/18_PODE/001_Estatuto_do_Partido_de_30_9_2023_aprovado_pelo_TSE_em_23_5_2024.pdf,Estatutos/_analise_notion/PODE_estatuto_atual.txt,"§ 1° - sites oficiais dos órgãos partidários em suas respectivas circunscrições devem observar as orientações estipuladas em resolução da Comissão Executiva Nacional; § 2° - O PODEMOS acolherá a sugestão e a escolha da sociedade civil sobre causas sociais que devam constar no site do Partido para que sejam apoiadas, permitindo também que a população contribua financeiramente às mesmas através de ferramenta presente no próprio site. Capítulo III - Dos Símbolos e do Número Art. 4° - O PODEMOS tem como símbolos: I - a letra P estilizada; II - o logotipo do peixe, acompanhado do número; e III - o número utilizado pelo PODEMOS é o 20 (vi"
