row_number,numero_processo,tema,before_ramo,after_ramo,before_subramo,after_subramo,method,reason,llm_error
5058,1050595-59.2021.4.01.3500,"Reconhecimento de tempo de serviço especial para pintor automotivo e funileiro pela exposição presumida a solventes, tintas e fumos metálicos",Direito Previdenciário,Direito Previdenciário,"Processo Administrativo Previdenciário, Seguridade Social","Benefícios Previdenciários, Benefício previdenciário",api,scope_all,
5059,1000700-42.2020.4.01.3314,"Suspeição judicial por prejulgamento: necessidade de prova de ato concreto demonstrando parcialidade, não presumida por atuação em processos conexos",Direito Penal,Direito Penal,"Direito Processual Penal, Processo Penal","Processual Penal, Direito Penal Substantivo",api,scope_all,
5060,0000329-96.2019.4.01.4004,Relevância probatória da confissão no crime de estelionato previdenciário e necessidade de sua confrontação com demais provas nos termos do CPP,Direito Penal,Direito Penal,"Direito Penal Material, Processo Penal","Processual Penal, Direito Penal Material",api,scope_all,
5061,1010672-45.2024.4.01.0000,"Competência territorial em ações de improbidade administrativa baseada no foro do local do dano, aplicando subsidiariamente o art. 2º da Lei 7.347/1985 e distinguindo dano ao erári",Direito Público,Direito Administrativo,"Direito Administrativo, Processo Civil","Improbidade Administrativa, Competência Jurisdicional",api,scope_all,
5062,1037960-65.2024.4.01.0000,"Habeas corpus contra manutenção de prisão preventiva decretada na sentença condenatória por tráfico internacional de drogas e associação, discutindo risco à ordem pública, fuga ao ",Direito Penal,Direito Penal,"Execução Penal, Processo Penal","Direito Penal Substantivo, Direito Penitenciário",api,scope_all,
5063,0017844-15.2012.4.01.3900,Condenação por peculato eletrônico envolvendo uso indevido de senha pessoal e discussão sobre autoria e diminuição das penas ao mínimo legal,Direito Penal,Direito Penal,"Direito Penal Comum, Processo Penal","Direito Penal Substantivo, Processual Penal",api,scope_all,
5064,1036887-58.2024.4.01.0000,"Alteração de modalidade de inscrição em concurso público por candidato diagnosticado com deficiência após inscrição, exigência de pedido administrativo antes da homologação final p",Direito Administrativo,Direito Administrativo,"Direito Eleitoral, Direito Público","Servidores Públicos, Processo Administrativo",api,scope_all,
5066,1047921-24.2024.4.01.3300,"Extinção de execução fiscal de baixo valor ajuizada por conselho profissional por ausência de interesse de agir e inércia processual, aplicando Tema 1.184 do STF e Resolução CNJ 54",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Administrativo","Execução Fiscal e Precatórios, Contencioso Administrativo e Judicial Tributário",api,scope_all,
5067,0018843-23.2006.4.01.3400,"Extinção de execução fiscal por aplicação do art. 26 da Lei 6.830/1980 após citação e defesa, com manutenção de honorários de sucumbência fixados por equidade",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Civil","Execução fiscal, Honorários Advocatícios",api,scope_all,
5068,0072768-84.2013.4.01.3400,"Embargos à execução de sentença sobre repetição de indébito de imposto de renda incidente em complementação de aposentadoria, com controvérsia sobre metodologia do esgotamento para",Direito Tributário,Direito Tributário,"Processual Tributário, Tributação sobre a renda","Direito Tributário Processual, Tributação de Pessoas Físicas",api,scope_all,
5069,1000269-27.2023.4.01.9999,"Reconhecimento de pensão por morte a companheiro(a) por união estável e prova documental de condição de segurado especial, apesar de recebimento anterior de BPC LOAS pelo falecido",Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Regime Geral de Previdência Social","Benefícios Previdenciários, Segurado e Qualidade de Segurado",api,scope_all,
5070,1007334-38.2021.4.01.3502,Natureza tributária dos valores pagos a gestantes pelo afastamento na pandemia e ilegitimidade do INSS para ressarcimento,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Processo Previdenciário","Contribuições Previdenciárias, Direito Previdenciário e Assistencial",api,scope_all,
5071,1002222-11.2018.4.01.3400,Reconhecimento de tempo de serviço especial para cirurgiã-dentista por exposição a agentes biológicos infecto-contagiosos e controvérsia sobre afastamento da nocividade pelo uso de,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Benefícios Previdenciários, Benefício previdenciário",api,scope_all,
5072,1012407-40.2020.4.01.3400,Extensão da Gratificação de Desempenho de Atividade Indígena (GDAIN) aos servidores inativos enquanto mantiver natureza genérica até primeiro ciclo avaliativo,Direito Administrativo,Direito Administrativo,"Direito Constitucional, Direito Previdenciário","Servidores Públicos, Direito Previdenciário Administrativo",api,scope_all,
5073,1003277-12.2023.4.01.9999,"Auxílio‑reclusão: cumprimento da carência de 24 contribuições e aplicação da Lei 13.846/2019 para aferição da média salarial e condição de baixa renda, excluindo último vínculo do ",Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Benefício previdenciário, Direito Previdenciário Contributivo",api,scope_all,
5075,1009762-28.2023.4.01.9999,Concessão e retroação do adicional de 25% previsto no art. 45 da Lei 8.213/1991 para aposentadoria por invalidez desde a DIB sem exigência de requerimento específico,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Benefícios por Incapacidade, Benefício previdenciário",api,scope_all,
5076,1018097-60.2023.4.01.0000,Admissibilidade de perícia grafotécnica em documento digitalizado e atribuição ao perito de atestar viabilidade técnica e necessidade do original quando imprescindível,Direito Processual,Direito Processual,"Direito Administrativo, Processo Penal","Processo Administrativo Judicial, Perícia Judicial",api,scope_all,
5077,1028127-23.2024.4.01.0000,Habeas corpus para trancamento de ação penal por estelionato majorado envolvendo obtenção indevida de bolsa do Prouni diante de denúncia com indícios suficientes de materialidade e,Direito Penal,Direito Penal,"Criminal, Processo Penal","Direito Penal Substantivo, Processual Penal",api,scope_all,
5078,1038448-20.2024.4.01.0000,"Busca veicular sem mandado: validade diante de fundada suspeita objetiva baseada em indícios, nervosismo e respostas inconsistentes que justificam diligência e apreensão",Direito Penal,Direito Penal,"Direitos Fundamentais, Processo Penal","Processual Penal, Direitos e Garantias Individuais",api,scope_all,
5079,0046446-36.2013.4.01.3300,"Responsabilidade civil objetiva da OAB por publicação de desagravo que violou contraditório, atingiu honra de magistrada e gerou dano moral",Direito Administrativo,Direito Administrativo,"Direito Constitucional, Responsabilidade Civil","Responsabilidade Civil do Estado, Direito Constitucional Administrativo",api,scope_all,
5080,0005896-12.2012.4.01.3307,Cancelamento e reemissão de inscrição no CPF em razão de uso indevido por terceiros que cause prejuízos pessoais e patrimoniais,Direito Civil,Direito Civil,"Direito Registral, Direito do Consumidor","Direito Registral, Responsabilidade Civil",api,scope_all,
5081,1073905-35.2023.4.01.3400,Obrigatoriedade de chamamento público prévio para autorização de funcionamento de curso de Medicina por instituição privada conforme art. 3º da Lei 12.871/2013,Direito Administrativo,Direito Administrativo,"Direito Educacional, Direito Público","Direito Administrativo, Direito Constitucional Educacional",api,scope_all,
5082,1000446-63.2024.4.01.3400,Pedido de concessão de porte de arma por advogado e proprietário rural com controvérsia sobre reconhecimento de atividade de risco e limites do controle judicial,Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Direito Constitucional Administrativo","Processo Administrativo Sancionador, Controle de Administração Pública",api,scope_all,
5083,1016634-49.2024.4.01.0000,Fixação judicial de prazo razoável para decisão administrativa sobre registro de produto agroquímico em situação de mora,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Processo Administrativo","Processo Administrativo, Controle da Administração Pública",api,scope_all,
5084,0014743-28.2016.4.01.3900,"Legitimidade do IBAMA para ajuizar ação civil pública por danos ambientais decorrentes de infração e embargo por exploração florestal, com controvérsia sobre inserção de dados fals",Direito Ambiental,Direito Ambiental,"Direito Administrativo, Processo Civil","Direito Administrativo Ambiental, Direitos difusos e coletivos",api,scope_all,
5085,1008572-24.2018.4.01.3300,Validade de contratos de financiamento imobiliário regidos pela Lei 9.514/1997 e exigência de prova de cláusulas abusivas para aplicação do Código de Defesa do Consumidor,Direito Civil,Direito Civil,"Contratos, Direito Imobiliário","Contratos Imobiliários, Direito do Consumidor",api,scope_all,
5086,1029941-70.2024.4.01.0000,Alienação fiduciária de imóvel e validade do leilão extrajudicial diante da prova de ciência inequívoca do devedor após consolidação da propriedade,Direito Civil,Direito Civil,"Direito Processual Civil, Direito Registral Imobiliário","Direito Registral Imobiliário, Direito Contratual Imobiliário",api,scope_all,
5088,0001129-28.2012.4.01.3307,Regularidade fiscal e exceção prevista na LRF para liberação de recursos de convênio destinado à construção de centro de comercialização da agricultura familiar diante de inscrição,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Financeiro","Serviços Públicos, Licitações e Contratos Administrativos",api,scope_all,
5089,0000612-79.2010.4.01.3602,Infração administrativa por armazenamento de sementes com índice de germinação abaixo do padrão legal e manutenção da multa por natureza grave da infração,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Administrativo Sancionador","Direito Administrativo Sancionador, Processo Administrativo Sancionador",api,scope_all,
5090,0024661-18.2013.4.01.3300,Isenção do Imposto de Renda sobre proventos de aposentadoria por doença grave (Mal de Parkinson) e controvérsia sobre reconhecimento sem laudo oficial e retroatividade ao diagnósti,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Tributação sobre rendimentos, Contencioso Administrativo e Judicial Tributário",api,scope_all,
5091,0107379-65.2015.4.01.3700,Benefício tarifário do Acordo de Complementação Econômica 39 da ALADI sobre imposto de importação e validade de certificado de origem emitido pelo país produtor em operações de tri,Direito Tributário,Direito Tributário,"Processo Administrativo Fiscal, Tributação Aduaneira","Tributação Aduaneira, Processo Administrativo Fiscal",api,scope_all,
5092,1000627-61.2016.4.01.4300,"Concessão de isenções de IPI e IOF na aquisição de veículo por pessoa com deficiência, exigindo cumprimento dos requisitos legais e prova da necessidade de adaptações específicas",Direito Tributário,Direito Tributário,"Direito Administrativo, Direito Tributário Substantivo","Tributação, Imunidade Tributária",api,scope_all,
5093,1000069-18.2017.4.01.3601,Admissibilidade do instituto do duplo domicílio para circulação de veículos estrangeiros e afastamento da pena de perdimento na ausência de fraude comprovada,Direito Administrativo,Direito Aduaneiro,"Direito Administrativo, Direito Aduaneiro","Tributação Aduaneira, Direito Administrativo",api,scope_all,
5094,1006940-51.2018.4.01.3400,"Exclusão das receitas de interconexão da base de cálculo do Funttel e vedação de bis in idem, com possibilidade de compensação ou restituição pelos contribuintes",Direito Tributário,Direito Tributário,"Processual Tributário, Tributação Federal","Direito Tributário Material, Contencioso Administrativo e Judicial Tributário",api,scope_all,
5095,0059077-37.2012.4.01.3400,Classificação aduaneira de jogos eletrônicos como programas de computador e controvérsia sobre valoração aduaneira e inaplicabilidade do §3º do art.81,Direito Tributário,Direito Tributário,"Direito Aduaneiro, Processual Tributário","Tributação Aduaneira, Direito Tributário Substantivo",api,scope_all,
5096,1008409-40.2024.4.01.0000,Validade constitucional de limitação percentual de reserva de vagas para cotistas e legitimidade da DPU para pedir suspensão de segurança,Direito Administrativo,Direito Administrativo,"Direito Constitucional, Direito Educacional","Direito Constitucional Administrativo, Serviço Público",api,scope_all,
5097,1030489-95.2024.4.01.0000,Suspensão de liminar que determinou bloqueio parcial de repasses do Fundeb e exigência de contracautela demonstrando grave lesão à ordem pública,Direito Administrativo,Direito Administrativo,"Direito Educacional, Processo Administrativo","Processo Administrativo Sancionador, Direito Educacional",api,scope_all,
5098,0072821-94.2015.4.01.3400,"Incidência de contribuição previdenciária sobre salário‑paternidade em razão de sua natureza salarial, conforme entendimento do STJ no Tema 740, sem extensão automática do Tema 72",Direito Previdenciário,Direito Previdenciário,"Direito Previdenciário, Direito Tributário","Contribuições Previdenciárias, Benefício previdenciário",api,scope_all,
5099,1000887-25.2025.4.01.0000,"Competência para execução individual de sentença coletiva atribuída ao juízo prolator do título executivo com base no art. 516, II do CPC e conflito com regra de distribuição",Processual Civil,Direito Processual Civil,"Processo Coletivo, Processo de Execução","Processo de Execução, Competência",api,scope_all,
5100,1033741-77.2022.4.01.0000,Aposentadoria por idade: impropriedade de computar contribuições pagas retroativamente para fins de carência diante da legislação e decretos aplicáveis,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Benefício previdenciário, Contribuições Previdenciárias",api,scope_all,
5101,1007711-97.2025.4.01.0000,Execução de título extrajudicial por cobrança de anuidades da OAB discutindo competência territorial do foro do lugar do ato fundador do título,Processual Civil,Direito Processual Civil,"Competência Judicial, Competência Jurisdicional","Competência Jurisdicional, Execução",api,scope_all,
5102,0017914-58.2013.4.01.0000,"Habilitação dos herdeiros na execução contra servidor público falecido mediante apresentação de certidão de inventariança, formal de partilha ou escritura pública de inventário",Direito Processual,Direito Processual,"Direito Administrativo, Processo Civil","Execução Contra a Fazenda Pública, Servidor Público",api,scope_all,
5103,0002271-61.2013.4.01.4300,"Gratificação por Encargo de Curso ou Concurso devida a servidor público federal que ministrou até 199 horas, definição dos percentuais aplicáveis e compensação de horas na jornada ",Direito Administrativo,Direito Administrativo,"Regime Disciplinar e Remuneração, Servidores Públicos","Servidores Públicos, Regime Disciplinar e Remuneração",api,scope_all,
5104,0068543-21.2013.4.01.3400,Reconhecimento de estabilidade excepcional pelo art. 19 do ADCT para admitidos antes da CF/1988 e vedação de enquadramento em cargo de provimento efetivo ou de desaposentação,Direito Administrativo,Direito Administrativo,"Direito Previdenciário, Serviço Público","Servidores Públicos, Direito Previdenciário Administrativo",api,scope_all,
5105,1016112-39.2021.4.01.3100,"Solicitação sindical de dados pessoais de servidores e vedação ao fornecimento sem consentimento expresso ou previsão legal, diante da LGPD e da LAI, quando não demonstrado interes",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Administrativo Sancionador","Direito Administrativo Sancionador, Serviço Público",api,scope_all,
5106,0030346-54.2010.4.01.3900,"Servidor público demitido por dependência química: validade do PAD, exigência de análise de alternativas terapêuticas e controle jurisdicional da proporcionalidade da sanção",Direito Administrativo,Direito Administrativo,"Processo Administrativo Disciplinar, Servidor Público","Processo Administrativo Disciplinar, Direito do Servidor Público",api,scope_all,
5107,1017830-54.2024.4.01.0000,Reclamação por suposto descumprimento de acórdão regional relacionada a indeferimento de requisição de informações ao juízo de execução,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução e Cumprimento de Sentença","Cumprimento de Sentença, Execução e Cumprimento de Sentença",api,scope_all,
5108,0035538-37.2015.4.01.3400,Servidor egressos das Forças Armadas que ingressaram no serviço público federal sem quebra de vínculo e controvérsia sobre o direito de opção por permanência no regime previdenciár,Direito Administrativo,Direito Previdenciário,"Direito Previdenciário, Direito Público","Regime Próprio de Previdência, Direito Previdenciário",api,scope_all,
5109,1038920-45.2020.4.01.3400,"Direito de membro do Ministério Público convocado ou designado a comissão perceber diferença remuneratória de subsídio em razão de tempo de exercício, frente à simetria constitucio",Direito Público,Direito Público,"Direito Administrativo, Direito Constitucional","Direito Administrativo, Responsabilidade Civil do Estado",api,scope_all,
5110,1004362-70.2018.4.01.3900,Direito administrativo: servidor aprovado e classificado em concurso de remoção tem direito subjetivo à remoção quando atendidos os requisitos do inciso III do art. 36 da Lei 8.112,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Administrativo Disciplinar","Servidores Públicos, Processo Administrativo",api,scope_all,
5112,1017711-63.2019.4.01.3300,Reconhecimento de tempo de serviço especial por exposição a agente nocivo diverso e afastamento da coisa julgada em ação previdenciária,Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Benefícios Previdenciários, Processo administrativo e judicial previdenciário",api,scope_all,
5113,1008946-35.2021.4.01.3300,"Inclusão do auxílio‑acidente no período básico de cálculo para determinação de benefício previdenciário quando existir salário de contribuição, limitada a empregados, domésticos, a",Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Processo Previdenciário","Benefício previdenciário, Direito Previdenciário Substantivo",api,scope_all,
5114,1000968-89.2016.4.01.3200,Prerrogativa institucional de acesso integral da Defensoria Pública da União aos autos de sindicância e discussão sobre existência de cerceamento de defesa decorrente de intimação,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Constitucional","Processo Administrativo Disciplinar, Servidores Públicos",api,scope_all,
5115,1000008-06.2016.4.01.3307,"Redistribuição de cargo público como ato discricionário vinculado à conveniência e oportunidade da administração, sem gerar direito subjetivo do servidor e com concurso como meio a",Direito Administrativo,Direito Administrativo,"Controle da Administração Pública, Servidores Públicos","Servidores Públicos, Controle da Administração Pública",api,scope_all,
5116,1026783-56.2019.4.01.9999,Eficácia vinculante de sentença declaratória estadual de união estável para fins de concessão de pensão por morte perante o INSS,Direito Previdenciário,Direito Previdenciário,"Direito Administrativo Previdenciário, Direito de Família","Pensão por morte, Previdenciário Administrativo",api,scope_all,
5117,0006411-68.2017.4.01.3308,Desmembramento de ação cautelar de indisponibilidade de bens para celeridade processual sem configurar litispendência em ação de improbidade administrativa,Direito Processual Civil,Direito Processual Civil,"Direito Administrativo Sancionador, Processo Civil","Tutela Provisória, Processo Civil",api,scope_all,
5118,0020980-22.2013.4.01.3500,"Validade de escritura pública sem assinatura completa e repercussões sobre sequestro de bens em embargos de terceiro, com preservação do contraditório e ampla defesa",Direito Civil,Direito Civil,"Direito Processual Civil, Direito Registral Imobiliário","Direito Registral Imobiliário, Direito Processual Civil",api,scope_all,
5120,1033524-44.2021.4.01.3500,Obrigatoriedade de ressarcimento pelo Poder Público de cirurgia privada quando comprovada impossibilidade de atendimento no SUS e existência de risco de vida,Direito Público,Direito Público,"Direito Administrativo, Direito Constitucional","Direito Administrativo, Direito da Saúde",api,scope_all,
5121,1000795-08.2020.4.01.3400,Exclusão judicial de inscrição no CAUC por risco grave à continuidade de políticas públicas e preservação de serviços essenciais perante Convênio de obras de infraestrutura,Direito Público,Direito Administrativo,"Direito Administrativo, Direito Financeiro","Serviços Públicos, Processo Administrativo",api,scope_all,
5122,1000237-09.2019.4.01.3000,"A universidade não pode alterar edital em curso para suprimir condição de cotista PNE, preservando direito adquirido do candidato",Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Direito Educacional","Servidores Públicos, Controle da Administração Pública",api,scope_all,
5124,0011947-22.2010.4.01.3400,Anistia administrativa que autoriza reintegração sem efeitos financeiros retroativos e afasta indenização por demora na readmissão por ausência de ato ilícito,Direito Administrativo,Direito Administrativo,"Direito Público, Servidores Públicos","Servidores Públicos, Improbidade Administrativa",api,scope_all,
5125,1000193-03.2018.4.01.0000,"Impenhorabilidade de valores depositados até 40 salários mínimos em conta salário e aplicações financeiras, salvo fraude, abuso ou má‑fé que descaracterizem a proteção",Direito Processual Civil,Direito Processual Civil,"Processo de Execução, Tutela Provisória e Procedimentos Especiais","Execução fiscal, Execução e Cumprimento de Sentença",api,scope_all,
5127,1029167-98.2019.4.01.3400,Legitimidade para substituição processual em ações coletivas: vedação às federações sindicais e exclusividade dos sindicatos na defesa de interesses trabalhistas individuais e cole,Direito Constitucional,Direito do Trabalho,"Direito Sindical, Processo Civil","Direito Sindical, Servidores Públicos",api,scope_all,
5128,0005950-03.2015.4.01.3200,"Embargos à execução opostos pela Fazenda Pública e controvérsia sobre rejeição liminar por ausência de memória de cálculos, com discussão sobre manutenção de honorários de sucumbên",Direito Processual,Direito Processual,"Direito Administrativo, Processo Civil","Processo Administrativo, Execução Contra a Fazenda Pública",api,scope_all,
5129,1026134-57.2020.4.01.9999,Impossibilidade de cumulação de pensão vitalícia com benefício assistencial quando comprovado recebimento anterior do benefício assistencial por pessoa com deficiência,Direito Previdenciário,Direito Previdenciário,"Benefícios Assistenciais, Seguridade Social","Benefício previdenciário, Benefícios Assistenciais",api,scope_all,
5130,0022496-18.2015.4.01.3400,"Serviço público: reconhecimento de licença para tratamento de saúde como efetivo exercício para fruição e pagamento de férias e terço constitucional, vedação de norma infraconstitu",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Servidores Públicos","Serviço Público, Regime Jurídico do Servidor Público",api,scope_all,
5132,1000865-41.2019.4.01.3600,"Aposentadoria especial de eletricista de automóveis e controvérsia sobre comprovação de tempo especial mediante PPP, responsabilidade do empregador e dever de fiscalização do INSS ",Direito Previdenciário,Direito Previdenciário,"Direito Administrativo, Seguridade Social","Direito Previdenciário Administrativo, Previdenciário Substantivo",api,scope_all,
5133,1002710-20.2019.4.01.3500,Natureza jurídica dos conselhos de fiscalização profissional como autarquias federais e controvérsia sobre aplicação do regime jurídico único da Lei 8.112/1990 aos seus servidores,Direito Público,Direito Público,"Direito Administrativo, Direito Constitucional","Direito Administrativo, Regime Jurídico do Servidor Público",api,scope_all,
5134,1017944-22.2017.4.01.3400,"Pedido de ressarcimento pela Terracap de valores pagos em razão de cessão indevida de duas empregadas ao TRE/DF, discutindo responsabilidade pelo ônus e limites temporais da cobran",Direito Administrativo,Direito Administrativo,"Responsabilidade Civil do Estado, Serviço Público","Responsabilidade Civil Administrativa, Serviços Públicos",api,scope_all,
5135,1013136-84.2021.4.01.3900,Contestação de eliminação de candidato em inspeção de saúde por miopia corrigível e análise da razoabilidade e proporcionalidade da exigência administrativa,Direito Administrativo,Direito Militar,"Direito Constitucional, Direito Militar","Direito Militar, Servidores Públicos",api,scope_all,
5136,1016782-39.2019.4.01.3200,Validade do processo administrativo disciplinar diante da formação de comissão por dois servidores não estáveis e nulidade por violação do art. 149 da Lei 8.112/1990 e do devido pr,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Processo Administrativo Disciplinar","Processo Administrativo Disciplinar, Direito Administrativo Disciplinar",api,scope_all,
5137,1007936-69.2021.4.01.4200,Transposição para quadro em extinção de servidor com exigência de bacharelado em Direito para exercício do cargo de Delegado de Polícia e controvérsia sobre prevalência dos requisi,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Servidores Públicos","Servidores Públicos, Regime Jurídico do Servidor Público",api,scope_all,
5138,1022888-03.2022.4.01.3300,"Transferência entre quadros militares e controvérsia sobre discricionariedade administrativa, conveniência e necessidade do serviço, e limites do controle judicial sobre motivação",Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Militar","Direito Administrativo Militar, Processo Administrativo Sancionador",api,scope_all,
5140,1002403-84.2019.4.01.3300,Direito previdenciário: reconhecimento de paridade remuneratória à pensionista quando instituidor ingressou antes de 16/12/1998 e aposentou-se com proventos integrais conforme EC 4,Direito Administrativo,Direito Previdenciário,"Direito Administrativo Disciplinar, Direito Previdenciário","Direito Previdenciário Contributivo, Direito Constitucional Previdenciário",api,scope_all,
5141,1030107-83.2021.4.01.3500,"Indenização por perseguição política: exigência de demonstração de perseguição direta para anistiados, afastando reparação a familiares por reflexo salvo quando houver sucessão pat",Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Direito Constitucional","Direito Administrativo Sancionador, Responsabilidade Civil do Estado",api,scope_all,
5142,0008729-33.2013.4.01.3900,"Crime de atentado contra segurança do transporte marítimo (art. 261, §2º, CP) e controvérsia sobre exigência de perigo concreto e imediato para sua configuração, diante de excesso ",Direito Penal,Direito Penal,"Direito Penal Comum, Processo Penal","Direito Penal Comum, Processual Penal",api,scope_all,
5143,1002392-34.2024.4.01.3315,"Desapropriação para comunidades quilombolas: caráter reparatório e inaplicabilidade dos prazos de caducidade das desapropriações comuns, frente à proteção de direitos fundamentais",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direitos Fundamentais","Desapropriação, Direitos Fundamentais",api,scope_all,
5144,1045780-91.2022.4.01.3400,Recebimento da denúncia por crime de homofobia via imprensa e discussão sobre justa causa para prosseguimento da ação penal,Direito Penal,Direito Penal,"Criminal, Direitos Humanos","Direito Penal Substantivo, Direitos e Garantias Individuais",api,scope_all,
5145,0000582-80.2019.4.01.3100,"Desclassificação de dano qualificado contra patrimônio público federal para dano simples pela ausência de animus nocendi quanto à condição pública do bem, com reenvio sobre porte d",Direito Penal,Direito Penal,"Direito Penal Substantivo, Processo Penal","Direito Penal Substantivo, Direito Penal Ambiental",api,scope_all,
5146,1028533-44.2024.4.01.0000,Habeas corpus para trancamento de inquérito por atipicidade material e aplicação do princípio da insignificância ao porte de quantidade ínfima de munições desacompanhadas de arma,Direito Penal,Direito Penal,"Direito Penal Substantivo, Direito Processual Penal","Direito Penal Substantivo, Direito Penal Material",api,scope_all,
5148,0000312-84.2018.4.01.3102,Desclassificação de crime de contrabando para descaminho pela ausência de proibição à importação de ouro e aplicação do princípio da insignificância,Direito Penal,Direito Penal,"Direito Penal Comum, Processo Penal","Direito Penal Substantivo, Processual Penal",api,scope_all,
5149,1042583-75.2024.4.01.0000,Possibilidade de imediata execução da pena após condenação pelo Tribunal do Júri em razão da soberania dos veredictos e seus limites processuais,Direito Penal,Direito Penal,"Direito Penal Substantivo, Processo Penal","Direito Penal Substantivo, Direito Processual Penal",api,scope_all,
5150,1059472-26.2023.4.01.3400,"Legalidade da Resolução Contran 789/2020 que vedou o exercício cumulativo das funções de Diretor Geral e de Ensino em Centros de Formação de Condutores, discutindo ausência de ampa",Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Regulatório","Direito Administrativo Regulatório, Servidores Públicos",api,scope_all,
5151,1058852-19.2020.4.01.3400,Definição de infração continuada em apuração única e vedação à multiplicação da multa pelo número de eventos em sanção administrativa aeronáutica,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Administrativo Sancionador","Direito Administrativo Sancionador, Processo Administrativo",api,scope_all,
5152,1031941-14.2022.4.01.0000,Legalidade e limites da imposição judicial de medidas temporárias à Polícia Federal para proteção preventiva e proporcional de direitos de povos indígenas em áreas de risco,Direito Constitucional,Direito Constitucional,"Direito Administrativo, Direitos Fundamentais","Direito Constitucional Administrativo, Direitos Indígenas",api,scope_all,
5153,0031465-84.2009.4.01.3900,Responsabilidade civil do Estado por prisão preventiva: controvérsia sobre obrigação de indenizar quando houve elementos mínimos que justificaram investigação e custódia cautelar,Direito Público,Direito Penal,"Direito Administrativo, Direito Constitucional","Responsabilidade Civil do Estado, Direito Penal Comum",api,scope_all,
5154,1000506-51.2024.4.01.0000,Obrigação estatal de manutenção de home care para idoso terminal quando comprovada necessidade clínica excepcional e ausência de alternativa terapêutica,Direito Público,Direito Público,"Direito Previdenciário, Direito da Saúde","Direito da Saúde, Direito Previdenciário",api,scope_all,
5155,0003564-94.2011.4.01.3602,Obrigatoriedade de dupla notificação do autuado no procedimento administrativo de trânsito e no ato de aplicação da penalidade conforme arts. 280 a 282 do CTB,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Administrativo Sancionador","Trânsito Administrativo, Processo Administrativo",api,scope_all,
5156,1002555-17.2019.4.01.3500,Responsabilidade objetiva de instituição financeira por fortuito interno em fraudes bancárias envolvendo alteração não autorizada de senha e empréstimo consignado para consumidor i,Direito Civil,Direito Civil,"Direito do Consumidor, Responsabilidade Civil","Responsabilidade Civil, Direito do Consumidor",api,scope_all,
5157,0051264-27.2010.4.01.3400,Direito de preferência reconhecido em ação anterior sobre imóvel funcional e controvérsia sobre afastamento de reintegração de posse e aplicação de multa por ocupação,Direito Público,Direito Administrativo,"Direito Administrativo, Direito Civil","Direito Administrativo, Servidores Públicos",api,scope_all,
5158,1017773-36.2024.4.01.0000,Anulação da homologação de concurso público e controvérsia sobre reaplicação de prova didática que inviabiliza eficácia dos resultados finais,Direito Administrativo,Direito Administrativo,"Direito Público, Servidores Públicos","Serviço Público, Controle da Administração Pública",api,scope_all,
5159,1036181-75.2024.4.01.0000,Aplicação das normas sobre remoção e transferência de servidores públicos federais para reconhecer remoção por concurso interno como fundamento de transferência compulsória de estu,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Servidores Públicos","Servidores Públicos, Direito Administrativo",api,scope_all,
5160,1001396-82.2018.4.01.3400,Aquisição de imóvel em concorrência pública divergente do edital e responsabilidade civil por danos morais decorrentes de falha administrativa que violou a honra do adquirente,Direito Civil,Direito Civil,"Contratos, Responsabilidade Civil","Contratos Imobiliários, Responsabilidade Civil",api,scope_all,
