row_number,numero_processo,tema,before_ramo,after_ramo,before_subramo,after_subramo,method,reason,llm_error
2706,0000872-78.2018.4.01.3311,"Obrigatoriedade de intimação pessoal do representante judicial de conselho profissional em execução fiscal, apesar da possibilidade de comunicação eletrônica prevista na Lei 11.419",Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
2753,1021985-90.2021.4.01.3400,"Créditos tributários de pedido de compensação não analisado pela administração e correção monetária pela Taxa Selic desde 360 dias previstos na Lei 11.457/2007, permitindo controle",Direito Tributário,Direito Tributário,"Direito Administrativo, Processo Tributário","Direito Administrativo, Processual Tributário",baseline,,
2792,1015462-09.2023.4.01.0000,Competência em execução fiscal diante de alteração de domicílio do executado e vedação de declaração de incompetência relativa de ofício pelo juízo,Processual Civil,Direito Processual Civil,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
2810,1021187-13.2022.4.01.0000,"Obrigatoriedade das pesquisas em Bacenjud, Renajud e Infojud na execução fiscal e vedação de esgotamento de diligências pelo exequente",Processual Civil,Direito Processual Civil,"Execução fiscal, Processo de Conhecimento","Execução fiscal, Processo de Conhecimento",baseline,,
2821,1005133-40.2020.4.01.0000,"Suspeição de magistrado por divulgação de decisão em aplicativo de mensagens e análise da ausência de amizade íntima, inimizade ou interesse pessoal que configure causa de suspeiçã",Processual Civil,Direito Processual Civil,"Direito Processual Civil, Processo Civil","Direito Processual Civil, Processo Civil",baseline,,
2829,1039965-36.2019.4.01.0000,Ação rescisória: fixação do valor da causa conforme ação principal e ônus de prova do impugnante para demonstrar valor diverso,Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Recursos e Meios de Impugnação","Processo de Conhecimento, Recursos e Meios de Impugnação",baseline,,
2860,1032144-10.2021.4.01.0000,Possibilidade de realização de perícia pela defesa no inquérito policial versus prerrogativa exclusiva da perícia oficial e necessidade de produção de contraprova em juízo,Processual Penal,Direito Processual Penal,"Direito Processual Penal, Prova Penal","Direito Processual Penal, Prova Penal",baseline,,
2862,1030303-77.2021.4.01.0000,Aplicabilidade e constitucionalidade da multa prevista no art. 265 do CPP imposta ao advogado por desídia processual e seus efeitos ao contraditório e ampla defesa,Processual Penal,Direito Processual Penal,"Direito Penal, Processo Penal","Direito Penal, Processo Penal",baseline,,
2874,0000202-67.2018.4.01.3302,Honorários sucumbenciais em ação ordinária de desistência homologada e vedação à redução quando ausentes critérios de arbitramento por equidade previstos no Tema 1.076 do STJ,Processual Civil,Direito Processual Civil,"Honorários Advocatícios, Processo de Execução","Honorários Advocatícios, Processo de Execução",baseline,,
2876,0045692-17.2014.4.01.9199,Embargos à execução fiscal discutindo preclusão consumativa da matéria já decidida em exceção de pré-executividade quanto à liquidez e exigibilidade da CDA,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
2878,1055432-06.2020.4.01.3400,Taxa de utilização do Siscomex cuja majoração por ato infralegal é contestada quanto à constitucionalidade e controvérsia sobre compensação do indébito observando índices oficiais ,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Federal","Processual Tributário, Tributação Federal",baseline,,
2881,1011585-95.2022.4.01.0000,Competência para execução fiscal ajuizada antes da revogação do art.15/I da Lei 5.010/1966 e eficácia temporal protetiva do art.75 da Lei 13.043/2014,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
2889,1003695-75.2017.4.01.3300,Legitimidade ativa da matriz para impugnar ato infralegal tributário que altera alíquota e afeta filiais em razão de relação de dependência entre CNPJs,Direito Tributário,Direito Tributário,"Direito Administrativo Tributário, Processo Tributário","Direito Administrativo Tributário, Processual Tributário",baseline,,
2893,0013817-72.2014.4.01.3300,Efeito suspensivo de pedido administrativo de compensação sobre a exigibilidade do crédito tributário e impossibilidade de expedição de certidão negativa pela administração enquant,Direito Tributário,Direito Tributário,"Direito Administrativo Tributário, Processo Tributário","Direito Administrativo Tributário, Processual Tributário",baseline,,
2953,1039405-02.2021.4.01.3500,Aplicabilidade do art. 138 do CTN à compensação tributária e controvérsia sobre requisitos legais e necessidade de dilação probatória,Direito Tributário,Direito Tributário,"Direito Material Tributário, Processo Tributário","Direito Material Tributário, Processual Tributário",baseline,,
2954,0016064-07.2006.4.01.3300,Validade da quebra de sigilo bancário autorizada por lei para constituição de crédito tributário e aceitação de requisição administrativa de dados sem prévia ordem judicial,Direito Tributário,Direito Tributário,"Direito Financeiro, Processo Tributário","Direito Financeiro, Processual Tributário",baseline,,
2959,0019844-92.2005.4.01.0000,Incidência da isenção do imposto de renda sobre complementação de aposentadoria à luz da Lei 7.713/1988 e controvérsia sobre sua exclusão indevida,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
2985,1014766-80.2022.4.01.9999,Cumprimento de sentença contra Fazenda Pública quanto à incidência de honorários advocatícios nas execuções não embargadas pagas por requisição de pequeno valor e discussão sobre n,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução","Cumprimento de Sentença, Execução",baseline,,
3016,0019202-65.2009.4.01.3400,Compensação tributária declarada via DCTF e validade contra a Fazenda Pública diante da exigência de notificação prévia de indeferimento antes de inscrição em dívida ativa e ajuiza,Direito Tributário,Direito Tributário,"Contencioso Administrativo Fiscal, Processo Tributário","Contencioso Administrativo Fiscal, Processual Tributário",baseline,,
3017,1007278-90.2020.4.01.3000,"Embargos de terceiro acolhidos por constrição indevida e controvérsia sobre condenação em honorários sucumbenciais pelo embargado que resistiu ao mérito, com aplicação da Súmula 30",Processual Civil,Direito Processual Civil,"Honorários Advocatícios, Processo de Conhecimento","Honorários Advocatícios, Processo de Conhecimento",baseline,,
3018,1035508-53.2022.4.01.0000,Redirecionamento da execução ao sócio administrador e controvérsia sobre manutenção ou modificação da competência territorial de ofício,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
3022,1009663-29.2021.4.01.9999,"Multa de até 2% prevista no art. 334, §8º, CPC/2015 aplicada à ausência injustificada do INSS em audiência de conciliação, com validade da intimação por carta com AR",Processual Civil,Direito Processual Civil,"Processo Civil, Processo de Conhecimento","Processo Civil, Processo de Conhecimento",baseline,,
3030,0011914-46.2007.4.01.3300,"Compatibilidade entre ajuizamento simultâneo de recurso administrativo sem depósito e mandado de segurança idêntico, determinando que litispendência afasta prosseguimento sem confi",Processual,Direito Processual,"Direito Administrativo, Processo Civil","Direito Administrativo, Processo Civil",baseline,,
3033,1022845-72.2022.4.01.0000,"Execução fiscal envolvendo bloqueio de ativos financeiros e controvérsia sobre manutenção do constrição quando o parcelamento é celebrado após a ordem de bloqueio, salvo substituiç",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
3071,1005666-91.2023.4.01.0000,Extinção da execução fiscal por abandono versus suspensão e arquivamento; exigência de intimação pessoal e aplicação subsidiária do art. 485 III do CPC com prazos específicos,Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Processo de Execução","Processo de Conhecimento, Processo de Execução",baseline,,
3082,1002276-20.2022.4.01.3502,Ilegitimidade ativa do consumidor de energia para pleitear restituição de PIS e Cofins pela inclusão do ICMS na base de cálculo,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Federal","Processual Tributário, Tributação Federal",baseline,,
3089,1015523-64.2023.4.01.0000,Competência do juízo federal comum para ação ordinária de anulação de execução extrajudicial de imóvel quando valor excede teto do Juizado Especial Federal,Processual Civil,Direito Processual Civil,"Competência Judicial, Competência Jurisdicional","Competência Judicial, Competência Jurisdicional",baseline,,
3113,1002689-92.2024.4.01.0000,"Competência do Juizado Especial Federal determinada pela soma estimada dos pedidos em ações de indenização por dano moral cumuladas com obrigação de fazer, com impacto sobre inscri",Processual Civil,Direito Processual Civil,"Competência, Juizados Especiais Federais","Competência, Juizados Especiais Federais",baseline,,
3129,0000036-42.2017.4.01.3505,"Anulação de arrematação por vício no leilão decorrente de inclusão indevida de bem no edital e desistência do arrematante, com aplicação do inciso I do §1º do art. 903",Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução","Cumprimento de Sentença, Execução",baseline,,
3133,1003297-03.2023.4.01.9999,Extinção da execução fiscal por abandono em razão da inércia da Fazenda Pública após intimação eletrônica considerada pessoal nos termos do Tema 314 do STJ,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
3202,1014386-13.2024.4.01.0000,"Reunião de execução fiscal ajuizada antes de ação anulatória por conexão para evitar decisões conflitantes, salvo incidência da perpetuatio jurisdicionis prevista no art. 43 do CPC",Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
3203,1016314-96.2024.4.01.0000,"Competência do juízo estadual para processar e executar dívidas fiscais ajuizadas antes da vigência da Lei 13.043/2014, diante de confirmação pelo STJ e alcance da EC 103/2019",Direito Processual,Direito Processual,"Processo Tributário, Processual Civil","Processual Tributário, Processual Civil",baseline,,
3215,1033038-49.2022.4.01.0000,Aplicação retroativa da multa moratória de 20% prevista na Lei 9.430/1996 aos créditos tributários enquanto não houver trânsito em julgado,Direito Tributário,Direito Tributário,"Direito Material Tributário, Processo Tributário","Direito Material Tributário, Processual Tributário",baseline,,
3216,0007037-52.2019.4.01.3200,Embargos de terceiro para proteção possessória de bem imóvel objeto de fraude na alienação e discutida penhora em execução fiscal,Processual Civil,Direito Processual Civil,"Processo de Execução, Tutela Jurisdicional","Processo de Execução, Tutela Jurisdicional",baseline,,
3217,0004573-06.2015.4.01.3100,"Inconstitucionalidade da imposição de multa isolada pela mera negativa de homologação de compensação tributária, violação do devido processo e consideração da boa-fé do contribuint",Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
3238,1040044-73.2023.4.01.0000,Competência e valor da causa em juizado especial federal: impossibilidade de o magistrado reduzir ofício o pedido de danos morais e vedação à aplicação da teoria da asserção pelo j,Processual Civil,Direito Processual Civil,"Juizados Especiais Federais, Processo de Conhecimento","Juizados Especiais Federais, Processo de Conhecimento",baseline,,
3247,0007896-45.1995.4.01.3900,Honorários advocatícios em medida cautelar de exibição de documentos e necessidade de prova de recusa administrativa e resistência à pretensão,Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Tutela Provisória","Processo de Conhecimento, Tutela Provisória",baseline,,
3253,0048974-10.2017.4.01.0000,"Revisão de astreintes e controvérsia sobre preclusão pro judicato que impede nova alteração de valor em fase de execução, em razão da segurança jurídica e da estabilização da decis",Processual Civil,Direito Processual Civil,"Execução, Processo de Conhecimento","Execução, Processo de Conhecimento",baseline,,
3254,0022683-40.2012.4.01.3300,Nulidade da sentença por cerceamento de defesa quando perito não responde quesitos da parte autora e juiz omite determinação de complementação pericial,Processual Civil,Direito Processual Civil,"Processo Civil, Tutela de Urgência e Medidas Cautelares","Processo Civil, Tutela de Urgência e Medidas Cautelares",baseline,,
3264,1008511-62.2024.4.01.0000,Competência da 4ª Seção para julgar pedido de restituição de contribuições ao Fusex descontadas em folha e contestação sobre lançamento de ofício,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Federal","Processual Tributário, Tributação Federal",baseline,,
3268,1008495-89.2021.4.01.9999,Desistência da ação após contestação e necessidade de consentimento do réu ou renúncia expressa do direito à oposição com fundamento no art. 3º da Lei 9.469/1997 e no CPC/2015,Processual Civil,Direito Processual Civil,"Direito Processual Civil, Processo Civil","Direito Processual Civil, Processo Civil",baseline,,
3272,0071682-83.2009.4.01.9199,Natureza interlocutória de decisão que exclui multa diária em cumprimento de sentença e cabimento de agravo de instrumento para prosseguimento da execução,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução","Cumprimento de Sentença, Execução",baseline,,
3302,1025963-22.2023.4.01.0000,Mandado de segurança versus recursos próprios contra decisões judiciais que determinam bloqueio de ativos via Sisbajud em execução fiscal,Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
3313,1024227-66.2023.4.01.0000,Impugnação de intempestividade por suposto erro no PJe e exigência de prova documental robusta em substituição a prints,Processual Civil,Direito Processual Civil,"Processo Civil, Processo Eletrônico","Processo Civil, Processo Eletrônico",baseline,,
3327,1030522-46.2019.4.01.3400,Efeito e irrecorribilidade do sobrestamento de processo por repercussão geral e recurso cabível em caso de erro na identificação do tema,Processual,Direito Processual,"Processo Civil, Processo Constitucional","Processo Civil, Processo Constitucional",baseline,,
3342,1001445-94.2016.4.01.3400,Adesão a programa de parcelamento fiscal (Refis) e seus efeitos: confissão irrevogável de débito e exigência de declaração de inexistência ou renúncia de demandas judiciais,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
3401,0000018-38.2005.4.01.3700,"Validade constitucional da multa punitiva de 75% do art. 44, I, da Lei 9.430/1996 e limites legais frente ao IRPJ e ao parâmetro de 100% do STF",Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
3403,0022241-41.2007.4.01.3400,Denúncia espontânea e afastamento de multas moratórias e punitivas nas hipóteses de recolhimento das diferenças antes do início da fiscalização administrativa,Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
3416,1015663-64.2024.4.01.0000,Cumprimento de sentença contra a Fazenda: inaplicabilidade do Tema 1190 do STJ a execuções iniciadas antes da publicação e fixação de honorários em RPV conforme art. 85 do CPC/2015,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Honorários Advocatícios","Cumprimento de Sentença, Honorários Advocatícios",baseline,,
3428,0000459-38.2008.4.01.3304,"Arrolamento de bens para garantia de crédito tributário conforme art. 64 da Lei 9.532/1997, discutindo requisitos legais e limites à atuação administrativa",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
3431,0006322-66.2008.4.01.3500,Admissibilidade do arrolamento de bens pela Lei 9.532/1997 como medida cautelar de garantia do crédito tributário e seus efeitos sobre a alienação dos bens,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
3435,1022077-78.2024.4.01.0000,"Nulidade da citação por aplicativo de mensagens por ausência de prova inequívoca de ciência do réu, e requisitos probatórios para validade da comunicação processual digital",Processual Penal,Direito Processual Penal,"Direito Processual Penal, Garantias Constitucionais","Direito Processual Penal, Garantias Constitucionais",baseline,,
3440,0002271-26.2005.4.01.3400,Exclusão de sociedades de produção cinematográfica da opção pelo Simples Nacional e controvérsia sobre competência judicial para estender enquadramento tributário vedado por lei,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação empresarial","Processual Tributário, Tributação empresarial",baseline,,
3447,0000001-08.2009.4.01.3200,Constitucionalidade do Decreto‑Lei 1.455/1975 e aplicação da pena de perdimento na ocultação do sujeito passivo em importação por encomenda,Direito Tributário,Direito Tributário,"Direito Aduaneiro, Processo Tributário","Direito Aduaneiro, Processual Tributário",baseline,,
3469,0000964-85.2006.4.01.3308,Responsabilidade tributária de ex-sócio que se retirou regularmente antes do fato gerador e vedação ao redirecionamento da execução fiscal,Direito Público,Direito Público,"Direito Tributário, Processo Tributário","Direito Tributário, Processual Tributário",baseline,,
3481,0000535-71.2008.4.01.3301,"Impenhorabilidade presumida de depósitos bancários inferiores a quarenta salários mínimos e limites para constrição na execução fiscal, admitindo exceção por prova de fraude, má-fé",Processual Civil,Direito Processual Civil,"Execução fiscal, Processo de Execução","Execução fiscal, Processo de Execução",baseline,,
3516,1056354-13.2021.4.01.3400,"Constitucionalidade e aplicação da multa por atraso no recolhimento tributário segundo Tema 872 do STF, discutindo razoabilidade, proporcionalidade e afastamento de confisco",Direito Tributário,Direito Tributário,"Processo Tributário, Tributário Substantivo","Processual Tributário, Tributário Substantivo",baseline,,
3518,1041264-43.2022.4.01.0000,Validade da cláusula de eleição de foro nos contratos em face da nova redação do art. 63 do CPC e declinação oficiosa ao domicílio do consumidor,Civil,Direito Civil,"Direito Contratual, Direito Processual Civil","Direito Contratual, Direito Processual Civil",baseline,,
3558,1018359-10.2023.4.01.0000,Inadequação da ação rescisória para impugnar acórdão penal por suposto erro de fato nas notas taquigráficas e medidas processuais alternativas,Processual,Direito Processual,"Processo Civil, Processo Penal","Processo Civil, Processo Penal",baseline,,
3561,1004304-30.2023.4.01.9999,"Desnecessidade de intimação pessoal do procurador do INSS para prolação de sentença em audiência quando houve intimação regular, debatendo validade processual e efeitos da ausência",Processual Civil,Direito Processual Civil,"Processo Administrativo Previdenciário, Processo Civil","Processo Administrativo Previdenciário, Processo Civil",baseline,,
3673,0003619-58.2009.4.01.3200,Suspensão do prazo prescricional para habilitação de crédito tributário reconhecido em sentença transitada em julgado e vedação de limitação normativa a direitos constitucionais do,Direito Tributário,Direito Tributário,"Direito Constitucional Tributário, Processo Tributário","Direito Constitucional Tributário, Processual Tributário",baseline,,
3755,0001547-62.2004.4.01.3301,Aplicação retroativa de norma tributária mais benigna para afastar inaptidão administrativa do CNPJ quando não houve decisão definitiva sobre a infração,Direito Tributário,Direito Tributário,"Direito Administrativo Tributário, Processo Tributário","Direito Administrativo Tributário, Processual Tributário",baseline,,
3763,0001073-71.2007.4.01.3500,"Opção do contribuinte entre compensação e recebimento por precatório ou RPV para restituição de tributo declarado indevido, com critérios de atualização e liquidação",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
3809,1029637-71.2024.4.01.0000,"Reunião de execução fiscal com ação anulatória sobre mesmo débito tributário somente quando execução foi ajuizada anteriormente, discutindo efeitos da perpetuatio jurisdicionis",Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
3813,1028864-26.2024.4.01.0000,Base de cálculo dos honorários advocatícios na execução e controvérsia sobre desconto de pagamento administrativo efetuado após a citação,Processual Civil,Direito Processual Civil,"Execução e Cumprimento de Sentença, Honorários Advocatícios","Execução e Cumprimento de Sentença, Honorários Advocatícios",baseline,,
3882,0064415-70.2013.4.01.0000,Expedição de RPV para pagamento de honorários advocatícios devidos por Ministério Público Federal independentemente de participação ou responsabilidade da União,Direito Processual Civil,Direito Processual Civil,Honorários Advocatícios,"Honorários Advocatícios, Processo de Execução",fallback,problematic_structure,openai_disabled
3909,0026443-61.2007.4.01.3400,Impossibilidade de compensação de títulos da dívida pública emitidos em 1904 e responsabilização supletiva do contribuinte por não retenção e recolhimento tributário,Direito Tributário,Direito Tributário,"Direito Tributário Material, Processo Tributário","Direito Tributário Material, Processual Tributário",baseline,,
3910,0016378-75.2005.4.01.3400,"Validade constitucional do art. 45 da Lei 8.212/1991 e incidência do prazo decadencial quinquenal do art. 173, I, do CTN sobre créditos decorrentes de lançamentos por débito confes",Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
3940,1017827-02.2024.4.01.0000,"Validade da citação por aplicativo de mensagens WhatsApp em ação de desapropriação por utilidade pública, exigência de prova inequívoca de entrega e de compreensão do destinatário",Processual Civil,Direito Processual Civil,"Competência, Processo Civil","Competência, Processo Civil",baseline,,
3958,0007590-90.2006.4.01.3900,"Extinção de embargos à execução fiscal em razão de preclusão e coisa julgada decorrentes de decisão em exceção de pré-executividade, vedando reiteração das mesmas matérias",Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
3959,0008993-83.2004.4.01.3700,Depósito judicial integral realizado antes da execução fiscal suspende a exigibilidade do crédito tributário e autoriza extinção por exceção de pré-executividade,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
3962,0000112-88.2016.4.01.3606,Restituição de bens apreendidos após arquivamento do inquérito por ausência de justa causa e obrigação de revogação das constrições patrimoniais sem requerimento,Processual Penal,Direito Processual Penal,"Direito Processual Penal, Processo Penal","Direito Processual Penal, Processo Penal",baseline,,
4032,1002188-41.2024.4.01.0000,Incidência da isenção de Imposto de Renda de pessoa física sobre proventos de aposentadoria e pensão de portador de Alzheimer e requisitos probatórios para seu reconhecimento,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação de Pessoa Física","Processual Tributário, Tributação de Pessoa Física",baseline,,
4034,0005518-92.2016.4.01.9199,Natureza interlocutória da decisão que acolhe impugnação parcial ao cumprimento de sentença sem extinguir a execução e cabimento de agravo de instrumento,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Execução","Cumprimento de Sentença, Execução",baseline,,
4059,0014254-04.2014.4.01.3304,Legalidade de atos infralegais que fixam teto para adesão a parcelamento simplificado e limites à redução administrativa em prejuízo do contribuinte,Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
4066,1028649-50.2024.4.01.0000,Admissibilidade de testemunha arrolada extemporaneamente como testemunha do juízo e validade probatória à luz do art. 209 do CPP,Processual Penal,Direito Processual Penal,"Direito Processual Penal, Prova Penal","Direito Processual Penal, Prova Penal",baseline,,
4081,0006387-59.2006.4.01.3200,Exclusão de variações cambiais na apuração do IRPJ e da CSLL de operações FINIMP liquidadas no mesmo exercício e validade de laudo pericial para afastar lançamento fiscal contestat,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação empresarial","Processual Tributário, Tributação empresarial",baseline,,
4085,1061123-71.2020.4.01.3700,"Aplicabilidade da isenção de custas da Lei 9.289/1996 a conselho de fiscalização profissional em execução fiscal, discutindo sua exclusão e consequente extinção processual",Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
4086,0039954-73.2014.4.01.3500,Validade da publicação da sentença quando consta apenas o primeiro litisconsorte seguido de 'e outros' desde que advogado esteja indicado para as partes,Processual Civil,Direito Processual Civil,"Processo Civil, Processo de Conhecimento","Processo Civil, Processo de Conhecimento",baseline,,
4095,1001724-51.2023.4.01.0000,"Prevenção de competência do gabinete em conflito negativo entre tribunais e manutenção da competência pelo sucessor do relator aposentado, com aplicação do CPC e do RI do TRF1",Processual,Direito Processual,"Direito Processual Civil, Processual Civil","Direito Processual Civil, Processual Civil",baseline,,
4122,1000675-30.2018.4.01.3304,Reintegra: validade de decretos que alteram percentuais de restituição de PIS/Cofins como majoração indireta tributária e exigência de anterioridade nonagesimal,Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Federal","Processual Tributário, Tributação Federal",baseline,,
4123,0031912-88.2007.4.01.3400,Inadequação da consignação em pagamento para formalizar parcelamento tributário e validade da Taxa Selic na atualização de débitos tributários,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
4124,0000509-09.2009.4.01.3311,"Inconstitucionalidade do art. 3º, §1º, da Lei 9.718/1998 e aplicação da legislação vigente para compensação de créditos tributários envolvendo PIS e regimes cumulativo e não cumula",Direito Tributário,Direito Tributário,"Processo Tributário, Tributação Federal","Processual Tributário, Tributação Federal",baseline,,
4155,1038911-35.2019.4.01.0000,Cabimento da citação por edital na execução fiscal após esgotamento comprovado das demais modalidades e discussão sobre cerceamento de defesa pela sua utilização inadequada,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
4160,0010727-66.2008.4.01.3300,Incidência de juros de mora sobre tributos na vigência e prorrogação do regime aduaneiro especial de admissão temporária para utilização econômica,Direito Tributário,Direito Tributário,"Direito Aduaneiro, Processo Tributário","Direito Aduaneiro, Processual Tributário",baseline,,
4185,0001532-59.2019.4.01.3304,"Extinção de execução fiscal de baixo valor por ausência de interesse de agir, observando limites do Tema 1184 do STF e requisitos de conciliação e protesto previstos pelo CNJ",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
4188,0003259-90.2009.4.01.3502,"Eficácia do arrolamento administrativo de bens e a possibilidade de alienação mediante comunicação prévia ao fisco, com exclusão do bem adquirido de terceiro quando regularizada a ",Direito Tributário,Direito Tributário,"Direito Tributário Substantivo, Processo Tributário","Direito Tributário Substantivo, Processual Tributário",baseline,,
4189,1020896-75.2020.4.01.3300,"Validação da limitação por norma infralegal ao parcelamento simplificado de tributos quando a lei não estabelece teto, distinguindo hipóteses de redução prejudicial ao contribuinte",Direito Tributário,Direito Tributário,"Direito Administrativo Tributário, Processo Tributário","Direito Administrativo Tributário, Processual Tributário",baseline,,
4231,1025942-22.2018.4.01.0000,"Reconhecimento do direito da Defensoria Pública, na função de curador especial, ao recebimento de honorários sucumbenciais em execução quando a parte assistida obtém provimento fav",Processual Civil,Direito Processual Civil,"Honorários Advocatícios, Processo de Execução","Honorários Advocatícios, Processo de Execução",baseline,,
4248,1000212-91.2018.4.01.3303,"Consolidação de parcelamento tributário na Lei 11.941/2009 diante de erro escusável, com boa-fé do contribuinte e ausência de prejuízo ao erário exigindo aplicação dos princípios d",Direito Tributário,Direito Tributário,"Execução fiscal, Processo Tributário","Execução fiscal, Processual Tributário",baseline,,
4310,1014234-67.2021.4.01.0000,Prazo de agravo de instrumento em execução fiscal: tempestividade aferida pela data de protocolo no TRF1 quando decisão de juiz estadual proferida no exercício de competência deleg,Processual Civil,Direito Processual Civil,"Processo de Conhecimento, Processo de Execução","Processo de Conhecimento, Processo de Execução",baseline,,
4324,1036830-11.2022.4.01.0000,Conflito negativo de competência e vedação à redistribuição de processo previamente distribuído em razão da Resolução Presi 17/2022 que disciplina especialização de varas federais,Processual,Direito Processual,"Competência, Processual Civil","Competência, Processual Civil",baseline,,
4326,1033968-33.2023.4.01.0000,Competência para execução fiscal ajuizada antes da Lei 13.043/2014: conflito entre norma transitória da Lei 5.010/1966 e recepção da EC 103/2019 quanto à competência estadual,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
4327,1040311-45.2023.4.01.0000,"Conflito negativo de competência entre ação anulatória e procedimento administrativo envolvendo auto de infração, discussão sobre identidade de partes versus divergência de objeto ",Processual,Direito Processual,"Processo Administrativo, Processo Civil","Processo Administrativo, Processo Civil",baseline,,
4328,1031154-48.2023.4.01.0000,Competência para execução fiscal de ressarcimento ao erário baseada em acórdão do TCU e inaplicabilidade da vara federal especializada em meio ambiente e questões agrárias,Direito Processual,Direito Processual,"Processo Civil, Processo Tributário","Processo Civil, Processual Tributário",baseline,,
4329,1030490-51.2022.4.01.0000,Aplicação temporal das regras de honorários advocatícios sucumbenciais e definição da sentença como marco para incidência entre CPC/1973 e CPC/2015,Processual Civil,Direito Processual Civil,"Honorários Advocatícios, Tutela Jurisdicional","Honorários Advocatícios, Tutela Jurisdicional",baseline,,
4337,1042037-44.2020.4.01.3400,"Extinção do processo sem julgamento do mérito por tese inovadora aplicada de ofício sem intimação prévia, violando o direito de defesa e os arts. 9º e 10 do CPC",Processual Civil,Direito Processual Civil,"Processo Civil, Processo de Conhecimento","Processo Civil, Processo de Conhecimento",baseline,,
4405,0016817-95.2018.4.01.9199,Possibilidade de habilitação de crédito tributário pela Fazenda na falência e manutenção da execução fiscal sem suspensão ou extinção automática,Direito Tributário,Direito Tributário,"Direito Falimentar, Processo Tributário","Direito Falimentar, Processual Tributário",baseline,,
4418,0006022-59.2007.4.01.3300,Prevalência de cálculos de contador judicial superiores aos do exequente frente à adequação aos parâmetros da sentença e ausência de ultra petita,Processual Civil,Direito Processual Civil,"Cumprimento de Sentença, Processo de Execução","Cumprimento de Sentença, Processo de Execução",baseline,,
