ata_id,ano,data_sessao,tipo,num,titulo,be_n,be_data,arquivo,origem,pag_ini,pag_fim,pngs,ocr_txt,dificuldade,no_ensaio,status,confianca,transcricao,parecer,fidelidade
semdata-e229-99642-p3,1934,1934-08-24,extraordinaria,229,"229ª SESSÃO EXTRAORDINÁRIA, EM 24 DE AGOSTO DE 1934",95,1934-09-17,1934-09-17 - BE n095 [99642].pdf,BEs 1934\SETEMBRO\17\99642\00000007.pdf,3,5,_paginas\99642\p003.png;_paginas\99642\p004.png;_paginas\99642\p005.png,_ocr\semdata-e229-99642-p3.txt,facil,0,regional,alta,1934\semdata-e229-99642-p3.md,,
semdata-e0-99653-p3,1934,1934-08-31,extraordinaria,4,"4ª SESSÃO EXTRAORDINÁRIA, EM 31 DE AGOSTO DE 1934",,1934-09-21,1934-09-21 - BE [99653].pdf,BEs 1934\SETEMBRO\21\99653\00000009.pdf,3,4,_paginas\99653\p003.png;_paginas\99653\p004.png,_ocr\semdata-e0-99653-p3.txt,facil,0,revisada,alta,1934\semdata-e0-99653-p3.md,1934\semdata-e0-99653-p3.parecer.json,10
semdata-e0-99679-p7,1934,1934-10-06,extraordinaria,9,"9ª SESSÃO EXTRAORDINÁRIA, EM 6 DE OUTUBRO DE 1934",111,1934-10-20,1934-10-20 - BE n111 [99679].pdf,BEs 1934\OUTUBRO\20\99679\00000013.pdf,7,9,_paginas\99679\p007.png;_paginas\99679\p008.png;_paginas\99679\p009.png,_ocr\semdata-e0-99679-p7.txt,facil,0,revisada,alta,1934\semdata-e0-99679-p7.md,1934\semdata-e0-99679-p7.parecer.json,10
1935-01-15-o3-99812-p13,1935,1935-01-15,ordinaria,3,"3ª SESSÃO ORDINÁRIA, EM 15 DE JANEIRO DE 1935",19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf,13,14,_paginas\99812\p013.png;_paginas\99812\p014.png,_ocr\1935-01-15-o3-99812-p13.txt,facil,1,transcrita,alta,1935\1935-01-15-o3-99812-p13.md,,
1935-01-22-o4-99812-p14,1935,1935-01-22,ordinaria,4,"4ª SESSÃO ORDINÁRIA, EM 22 DE JANEIRO DE 1935",19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf,14,15,_paginas\99812\p014.png;_paginas\99812\p015.png,_ocr\1935-01-22-o4-99812-p14.txt,facil,1,transcrita,alta,1935\1935-01-22-o4-99812-p14.md,,
1935-01-25-e0-99812-p15,1935,1935-01-25,extraordinaria,2,"2ª SESSÃO EXTRAORDINÁRIA, EM 25 DE JANEIRO DE 1935",19,1935-02-09,1935-02-09 - BE n019 [99812].pdf,BEs 1935\FEVEREIRO\09\99812\00000019.pdf,15,17,_paginas\99812\p015.png;_paginas\99812\p016.png;_paginas\99812\p017.png,_ocr\1935-01-25-e0-99812-p15.txt,facil,0,transcrita,alta,1935\1935-01-25-e0-99812-p15.md,,
1935-02-09-o0-99814-p4,1935,1935-02-09,ordinaria,,SESSÃO ORDINÁRIA EM 9 DE FEVEREIRO DE 1935,21,1935-02-13,1935-02-13 - BE n021 [99814].pdf,BEs 1935\FEVEREIRO\13\99814\00000021.pdf,4,6,_paginas\99814\p004.png;_paginas\99814\p005.png;_paginas\99814\p006.png,_ocr\1935-02-09-o0-99814-p4.txt,facil,0,transcrita,alta,1935\1935-02-09-o0-99814-p4.md,,
1935-02-15-o0-99819-p2,1935,1935-02-15,ordinaria,10,"10.ª SESSÃO ORDINÁRIA, EM 15 DE FEVEREIRO DE 1935",26,1935-02-22,1935-02-22 - BE n026 [99819].pdf,BEs 1935\FEVEREIRO\22\99819\00000026.pdf,2,4,_paginas\99819\p002.png;_paginas\99819\p003.png;_paginas\99819\p004.png,_ocr\1935-02-15-o0-99819-p2.txt,facil,0,transcrita,alta,1935\1935-02-15-o0-99819-p2.md,,
1935-02-25-x0-99697-p3,1935,1935-02-25,ordinaria,14,"14ª SESSÃO ORDINÁRIA, EM 25 DE FEVEREIRO DE 1935",30,1935-03-02,1935-03-02 - BE n030 [99697].pdf,BEs 1935\MARÇO\02\99697\00000001.pdf,3,5,_paginas\99697\p003.png;_paginas\99697\p004.png;_paginas\99697\p005.png,_ocr\1935-02-25-x0-99697-p3.txt,facil,0,problema,baixa,1935\1935-02-25-x0-99697-p3.md,,
1935-03-13-x10-e277bf1f-p1,1935,1935-03-13,ordinaria,19,ATA DA 19ª SESSÃO ORDINÁRIA EM 13 DE MARÇO DE 1935,40,1935-03-27,1935-03-27 - BE n040 [e277bf1f].pdf,BEs 1935\MARÇO\1935_boletim_eleitoral_a4_n40.pdf,1,3,_paginas\e277bf1f\p001.png;_paginas\e277bf1f\p002.png;_paginas\e277bf1f\p003.png,_ocr\1935-03-13-x10-e277bf1f-p1.txt,facil,0,revisada,alta,1935\1935-03-13-x10-e277bf1f-p1.md,1935\1935-03-13-x10-e277bf1f-p1.parecer.json,10
1935-03-20-o22-e277bf1f-p3,1935,1935-03-20,ordinaria,22,ATA DA 22ª SESSÃO ORDINÁRIA EM 20 DE MARÇO DE 1935,40,1935-03-27,1935-03-27 - BE n040 [e277bf1f].pdf,BEs 1935\MARÇO\1935_boletim_eleitoral_a4_n40.pdf,3,5,_paginas\e277bf1f\p003.png;_paginas\e277bf1f\p004.png;_paginas\e277bf1f\p005.png,_ocr\1935-03-20-o22-e277bf1f-p3.txt,facil,0,problema,alta,1935\1935-03-20-o22-e277bf1f-p3.md,,
1935-03-27-x0-99763-p3,1935,1935-03-27,,19,"19ª SESSÃO, EM 27 DE MARÇO DE 1935",80,1935-07-18,1935-07-18 - BE n080 [99763].pdf,BEs 1935\JULHO\18\99763\00000007.pdf,3,4,_paginas\99763\p003.png;_paginas\99763\p004.png,_ocr\1935-03-27-x0-99763-p3.txt,facil,0,regional,media,1935\1935-03-27-x0-99763-p3.md,,
1935-04-03-x0-99763-p4,1935,1935-04-03,,20,20ª SESSÃO EM 3 DE ABRIL DE 1935,80,1935-07-18,1935-07-18 - BE n080 [99763].pdf,BEs 1935\JULHO\18\99763\00000007.pdf,4,6,_paginas\99763\p004.png;_paginas\99763\p005.png;_paginas\99763\p006.png,_ocr\1935-04-03-x0-99763-p4.txt,facil,0,regional,media,1935\1935-04-03-x0-99763-p4.md,,
1935-04-05-x0-99738-p3,1935,1935-04-05,,,SESSÃO DE 5 DE ABRIL DE 1935 (ADDITAMENTO),55,1935-05-08,1935-05-08 - BE n055 [99738].pdf,BEs 1935\MAIO\08\99738\00000003.pdf,3,5,_paginas\99738\p003.png;_paginas\99738\p004.png;_paginas\99738\p005.png,_ocr\1935-04-05-x0-99738-p3.txt,facil,0,problema,baixa,1935\1935-04-05-x0-99738-p3.md,,
1935-04-10-x0-99763-p4,1935,1935-04-10,,21,"21ª SESSÃO, EM 10 DE ABRIL DE 1935",80,1935-07-18,1935-07-18 - BE n080 [99763].pdf,BEs 1935\JULHO\18\99763\00000007.pdf,4,6,_paginas\99763\p004.png;_paginas\99763\p005.png;_paginas\99763\p006.png,_ocr\1935-04-10-x0-99763-p4.txt,facil,0,regional,media,1935\1935-04-10-x0-99763-p4.md,,
1935-04-12-o32-99716-p2,1935,1935-04-12,ordinaria,32,ATA DA 32ª SESSÃO ORDINÁRIA EM 12 DE ABRIL DE 1935,49,1935-04-20,1935-04-20 - BE n049 [99716].pdf,BEs 1935\ABRIL\20\99716\00000020.pdf,2,3,_paginas\99716\p002.png;_paginas\99716\p003.png,_ocr\1935-04-12-o32-99716-p2.txt,facil,1,revisada,alta,1935\1935-04-12-o32-99716-p2.md,1935\1935-04-12-o32-99716-p2.parecer.json,9.2
1935-04-15-o33-99716-p3,1935,1935-04-15,ordinaria,33,"ATA DA 33ª SESSÃO ORDINÁRIA, EM 15 DE ABRIL DE 1935",49,1935-04-20,1935-04-20 - BE n049 [99716].pdf,BEs 1935\ABRIL\20\99716\00000020.pdf,3,5,_paginas\99716\p003.png;_paginas\99716\p004.png;_paginas\99716\p005.png,_ocr\1935-04-15-o33-99716-p3.txt,facil,1,transcrita,alta,1935\1935-04-15-o33-99716-p3.md,,
1935-04-16-e10-99716-p3,1935,1935-04-16,extraordinaria,10,"ATA DA 10ª SESSÃO EXTRAORDINÁRIA, EM 16 DE ABRIL DE 1935",49,1935-04-20,1935-04-20 - BE n049 [99716].pdf,BEs 1935\ABRIL\20\99716\00000020.pdf,3,5,_paginas\99716\p003.png;_paginas\99716\p004.png;_paginas\99716\p005.png,_ocr\1935-04-16-e10-99716-p3.txt,facil,1,revisada,alta,1935\1935-04-16-e10-99716-p3.md,1935\1935-04-16-e10-99716-p3.parecer.json,9.6
1935-04-17-o34-99719-p2,1935,1935-04-17,ordinaria,34,"ATA DA 34ª SESSÃO ORDINÁRIA, EM 17 DE ABRIL DE 1935",52,1935-04-27,1935-04-27 - BE n052 [99719].pdf,BEs 1935\ABRIL\27\99719\00000023.pdf,2,3,_paginas\99719\p002.png;_paginas\99719\p003.png,_ocr\1935-04-17-o34-99719-p2.txt,facil,1,transcrita,alta,1935\1935-04-17-o34-99719-p2.md,,
1935-04-22-o35-99719-p3,1935,1935-04-22,ordinaria,35,"ATA DA 35ª SESSÃO ORDINÁRIA, EM 22 DE ABRIL DE 1935",52,1935-04-27,1935-04-27 - BE n052 [99719].pdf,BEs 1935\ABRIL\27\99719\00000023.pdf,3,5,_paginas\99719\p003.png;_paginas\99719\p004.png;_paginas\99719\p005.png,_ocr\1935-04-22-o35-99719-p3.txt,facil,1,revisada,alta,1935\1935-04-22-o35-99719-p3.md,1935\1935-04-22-o35-99719-p3.parecer.json,10
1935-04-23-e11-99737-p2,1935,1935-04-23,extraordinaria,11,"ATA DA 11ª SESSÃO EXTRAORDINÁRIA, EM 23 DE ABRIL DE 1935",,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf,2,3,_paginas\99737\p002.png;_paginas\99737\p003.png,_ocr\1935-04-23-e11-99737-p2.txt,facil,1,transcrita,alta,1935\1935-04-23-e11-99737-p2.md,,
1935-04-24-o36-99737-p3,1935,1935-04-24,ordinaria,36,"ATA DA 36ª SESSÃO ORDINÁRIA, EM 24 DE ABRIL DE 1935",,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf,3,4,_paginas\99737\p003.png;_paginas\99737\p004.png,_ocr\1935-04-24-o36-99737-p3.txt,facil,1,transcrita,alta,1935\1935-04-24-o36-99737-p3.md,,
1935-04-26-o37-99737-p4,1935,1935-04-26,ordinaria,37,ATA DA 37ª SESSÃO ORDINÁRIA EM 26 DE ABRIL DE 1935,,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf,4,5,_paginas\99737\p004.png;_paginas\99737\p005.png,_ocr\1935-04-26-o37-99737-p4.txt,facil,1,transcrita,alta,1935\1935-04-26-o37-99737-p4.md,,
1935-04-27-e13-99737-p5,1935,1935-04-27,extraordinaria,13,ATA DA 13ª SESSÃO EXTRAORDINÁRIA EM 27 DE ABRIL DE 1935,,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf,5,6,_paginas\99737\p005.png;_paginas\99737\p006.png,_ocr\1935-04-27-e13-99737-p5.txt,facil,1,transcrita,alta,1935\1935-04-27-e13-99737-p5.md,,
1935-04-29-o38-99737-p5,1935,1935-04-29,ordinaria,38,"ATA DA 38ª SESSÃO ORDINÁRIA, EM 29 DE ABRIL DE 1935",,1935-05-05,1935-05-05 - BE [99737].pdf,BEs 1935\MAIO\05\99737\00000002.pdf,5,6,_paginas\99737\p005.png;_paginas\99737\p006.png,_ocr\1935-04-29-o38-99737-p5.txt,facil,1,transcrita,alta,1935\1935-04-29-o38-99737-p5.md,,
1935-05-02-o39-99738-p2,1935,1935-05-02,ordinaria,39,"ATA DA 39ª SESSÃO ORDINÁRIA, EM 2 DE MAIO DE 1935",55,1935-05-08,1935-05-08 - BE n055 [99738].pdf,BEs 1935\MAIO\08\99738\00000003.pdf,2,3,_paginas\99738\p002.png;_paginas\99738\p003.png,_ocr\1935-05-02-o39-99738-p2.txt,facil,1,transcrita,alta,1935\1935-05-02-o39-99738-p2.md,,
1935-05-03-o40-99738-p2,1935,1935-05-03,ordinaria,40,"ATA DA 40ª SESSÃO ORDINÁRIA, EM 3 DE MAIO DE 1935",55,1935-05-08,1935-05-08 - BE n055 [99738].pdf,BEs 1935\MAIO\08\99738\00000003.pdf,2,3,_paginas\99738\p002.png;_paginas\99738\p003.png,_ocr\1935-05-03-o40-99738-p2.txt,facil,1,transcrita,alta,1935\1935-05-03-o40-99738-p2.md,,
1935-05-03-o0-99749-p2,1935,1935-06-03,ordinaria,53,"ATA DA 53ª SESSÃO ORDINÁRIA, REALIZADA EM 3 DE MAIO DE 1935",66,1935-06-12,1935-06-12 - BE n066 [99749].pdf,BEs 1935\JUNHO\12\99749\00000014.pdf,2,3,_paginas\99749\p002.png;_paginas\99749\p003.png,_ocr\1935-05-03-o0-99749-p2.txt,facil,0,problema,alta,1935\1935-05-03-o0-99749-p2.md,,
1935-05-04-e0-99738-p2,1935,1935-05-04,extraordinaria,,"ATA DA SESSÃO EXTRAORDINÁRIA, EM 4 DE MAIO DE 1935",55,1935-05-08,1935-05-08 - BE n055 [99738].pdf,BEs 1935\MAIO\08\99738\00000003.pdf,2,3,_paginas\99738\p002.png;_paginas\99738\p003.png,_ocr\1935-05-04-e0-99738-p2.txt,facil,0,transcrita,alta,1935\1935-05-04-e0-99738-p2.md,,
1935-05-08-o42-99739-p2,1935,1935-05-08,ordinaria,42,"ATA DA 42ª SESSÃO ORDINÁRIA, EM 8 DE MAIO DE 1935",,1935-05-11,1935-05-11 - BE [99739].pdf,BEs 1935\MAIO\11\99739\00000004.pdf,2,4,_paginas\99739\p002.png;_paginas\99739\p003.png;_paginas\99739\p004.png,_ocr\1935-05-08-o42-99739-p2.txt,facil,1,transcrita,alta,1935\1935-05-08-o42-99739-p2.md,,
1935-05-14-e18-99741-p2,1935,1935-05-14,extraordinaria,18,ATA DA 18ª SESSÃO EXTRAORDINÁRIA EM 14 DE MAIO DE 1935,,1935-05-18,1935-05-18 - BE [99741].pdf,BEs 1935\MAIO\18\99741\00000006.pdf,2,4,_paginas\99741\p002.png;_paginas\99741\p003.png;_paginas\99741\p004.png,_ocr\1935-05-14-e18-99741-p2.txt,facil,1,transcrita,alta,1935\1935-05-14-e18-99741-p2.md,,
1935-05-15-o5-99741-p2,1935,1935-05-15,ordinaria,45,ATA DA 45ª SESSÃO ORDINÁRIA EM 15 DE MAIO DE 1935,,1935-05-18,1935-05-18 - BE [99741].pdf,BEs 1935\MAIO\18\99741\00000006.pdf,2,4,_paginas\99741\p002.png;_paginas\99741\p003.png;_paginas\99741\p004.png,_ocr\1935-05-15-o5-99741-p2.txt,facil,0,transcrita,alta,1935\1935-05-15-o5-99741-p2.md,,
1935-05-17-o46-99743-p3,1935,1935-05-17,ordinaria,46,"46ª SESSÃO ORDINÁRIA, EM 17 DE MAIO DE 1935",60,1935-05-25,1935-05-25 - BE n060 [99743].pdf,BEs 1935\MAIO\25\99743\00000008.pdf,3,4,_paginas\99743\p003.png;_paginas\99743\p004.png,_ocr\1935-05-17-o46-99743-p3.txt,facil,1,transcrita,alta,1935\1935-05-17-o46-99743-p3.md,,
1935-05-20-o0-99744-p2,1935,1935-05-20,ordinaria,47,47ª SESSÃO ORDINÁRIA EM 20 DE MAIO DE 1935,,1935-05-29,1935-05-29 - BE [99744].pdf,BEs 1935\MAIO\29\99744\00000009.pdf,2,3,_paginas\99744\p002.png;_paginas\99744\p003.png,_ocr\1935-05-20-o0-99744-p2.txt,facil,0,transcrita,alta,1935\1935-05-20-o0-99744-p2.md,,
1935-05-21-e20-99743-p4,1935,1935-05-21,extraordinaria,20,"20ª SESSÃO EXTRAORDINÁRIA, REALIZADA EM 21 DE MAIO DE 1935",60,1935-05-25,1935-05-25 - BE n060 [99743].pdf,BEs 1935\MAIO\25\99743\00000008.pdf,4,6,_paginas\99743\p004.png;_paginas\99743\p005.png;_paginas\99743\p006.png,_ocr\1935-05-21-e20-99743-p4.txt,facil,1,transcrita,alta,1935\1935-05-21-e20-99743-p4.md,,
1935-05-23-e0-99744-p2,1935,1935-05-23,extraordinaria,21,ATA DA 21ª SESSÃO EXTRAORDINÁRIA REALIZADA EM 23 DE MAIO DE 1935,,1935-05-29,1935-05-29 - BE [99744].pdf,BEs 1935\MAIO\29\99744\00000009.pdf,2,3,_paginas\99744\p002.png;_paginas\99744\p003.png,_ocr\1935-05-23-e0-99744-p2.txt,facil,0,transcrita,alta,1935\1935-05-23-e0-99744-p2.md,,
1935-05-24-o49-99744-p3,1935,1935-05-24,ordinaria,49,ATA DA 49ª SESSÃO ORDINÁRIA REALIZADA EM 24 DE MAIO DE 1935,,1935-05-29,1935-05-29 - BE [99744].pdf,BEs 1935\MAIO\29\99744\00000009.pdf,3,5,_paginas\99744\p003.png;_paginas\99744\p004.png;_paginas\99744\p005.png,_ocr\1935-05-24-o49-99744-p3.txt,facil,1,transcrita,alta,1935\1935-05-24-o49-99744-p3.md,,
1935-05-29-o21-99747-p2,1935,1935-05-29,ordinaria,21,"21ª SESSÃO ORDINÁRIA, REALIZADA EM 29 DE MAIO DE 1935",64,1935-06-05,1935-06-05 - BE n064 [99747].pdf,BEs 1935\JUNHO\05\99747\00000012.pdf,2,4,_paginas\99747\p002.png;_paginas\99747\p003.png;_paginas\99747\p004.png,_ocr\1935-05-29-o21-99747-p2.txt,facil,0,problema,media,1935\1935-05-29-o21-99747-p2.md,,
1935-05-31-o0-99749-p2,1935,1935-05-31,ordinaria,52,ATA DA 52ª SESSÃO ORDINÁRIA REALIZADA EM 31 DE MAIO DE 1935,66,1935-06-12,1935-06-12 - BE n066 [99749].pdf,BEs 1935\JUNHO\12\99749\00000014.pdf,2,3,_paginas\99749\p002.png;_paginas\99749\p003.png,_ocr\1935-05-31-o0-99749-p2.txt,facil,0,transcrita,alta,1935\1935-05-31-o0-99749-p2.md,,
1935-06-05-o0-99749-p3,1935,1935-06-05,ordinaria,54,"ATA DA 54ª SESSÃO ORDINÁRIA, REALIZADA EM 5 DE JUNHO DE 1935",66,1935-06-12,1935-06-12 - BE n066 [99749].pdf,BEs 1935\JUNHO\12\99749\00000014.pdf,3,5,_paginas\99749\p003.png;_paginas\99749\p004.png;_paginas\99749\p005.png,_ocr\1935-06-05-o0-99749-p3.txt,facil,0,transcrita,alta,1935\1935-06-05-o0-99749-p3.md,,
1935-06-07-o0-99752-p2,1935,1935-06-07,ordinaria,55,ATA — 55ª SESSÃO ORDINÁRIA REALIZADA EM 7 DE JUNHO DE 1935,69,1935-06-22,1935-06-22 - BE n069 [99752].pdf,BEs 1935\JUNHO\22\99752\00000017.pdf,2,4,_paginas\99752\p002.png;_paginas\99752\p003.png;_paginas\99752\p004.png,_ocr\1935-06-07-o0-99752-p2.txt,facil,0,transcrita,alta,1935\1935-06-07-o0-99752-p2.md,,
1935-06-10-o56-99753-p2,1935,1935-06-10,ordinaria,56,"ATAS — 56ª SESSÃO ORDINÁRIA, REALIZADA EM 10 DE JUNHO DE 1935",70,1935-06-25,1935-06-25 - BE n070 [99753].pdf,BEs 1935\JUNHO\25\99753\00000018.pdf,2,3,_paginas\99753\p002.png;_paginas\99753\p003.png,_ocr\1935-06-10-o56-99753-p2.txt,facil,1,final,alta,1935\1935-06-10-o56-99753-p2.md,1935\1935-06-10-o56-99753-p2.parecer.json,2
1935-06-12-o0-99753-p2,1935,1935-06-12,ordinaria,57,"57ª SESSÃO ORDINÁRIA, REALIZADA EM 12 DE JUNHO DE 1935",70,1935-06-25,1935-06-25 - BE n070 [99753].pdf,BEs 1935\JUNHO\25\99753\00000018.pdf,2,3,_paginas\99753\p002.png;_paginas\99753\p003.png,_ocr\1935-06-12-o0-99753-p2.txt,facil,0,transcrita,alta,1935\1935-06-12-o0-99753-p2.md,,
1935-06-14-o58-99753-p3,1935,1935-06-14,ordinaria,58,"58ª SESSÃO ORDINÁRIA, REALIZADA EM 14 DE JUNHO DE 1935",70,1935-06-25,1935-06-25 - BE n070 [99753].pdf,BEs 1935\JUNHO\25\99753\00000018.pdf,3,5,_paginas\99753\p003.png;_paginas\99753\p004.png;_paginas\99753\p005.png,_ocr\1935-06-14-o58-99753-p3.txt,facil,1,transcrita,alta,1935\1935-06-14-o58-99753-p3.md,,
1935-06-17-o0-99756-p2,1935,1935-06-17,ordinaria,59,"ATAS — 59ª SESSÃO ORDINÁRIA, REALIZADA EM 17 DE JUNHO DE 1935",73,1935-06-29,1935-06-29 - BE n073 [99756].pdf,BEs 1935\JUNHO\29\99756\00000021.pdf,2,3,_paginas\99756\p002.png;_paginas\99756\p003.png,_ocr\1935-06-17-o0-99756-p2.txt,facil,0,revisada,alta,1935\1935-06-17-o0-99756-p2.md,1935\1935-06-17-o0-99756-p2.parecer.json,10
1935-06-19-o60-99756-p3,1935,1935-06-19,ordinaria,60,"60ª SESSÃO ORDINÁRIA, REALIZADA EM 19 DE JUNHO DE 1935",73,1935-06-29,1935-06-29 - BE n073 [99756].pdf,BEs 1935\JUNHO\29\99756\00000021.pdf,3,5,_paginas\99756\p003.png;_paginas\99756\p004.png;_paginas\99756\p005.png,_ocr\1935-06-19-o60-99756-p3.txt,facil,1,transcrita,alta,1935\1935-06-19-o60-99756-p3.md,,
1935-06-24-o0-99757-p3,1935,1935-06-24,ordinaria,62,62ª SESSÃO ORDINÁRIA REALIZADA EM 24 DE JUNHO DE 1935,74,1935-07-04,1935-07-04 - BE n074 [99757].pdf,BEs 1935\JULHO\04\99757\00000001.pdf,3,5,_paginas\99757\p003.png;_paginas\99757\p004.png;_paginas\99757\p005.png,_ocr\1935-06-24-o0-99757-p3.txt,facil,0,revisada,alta,1935\1935-06-24-o0-99757-p3.md,1935\1935-06-24-o0-99757-p3.parecer.json,9.2
1935-07-01-o0-99762-p3,1935,1935-07-01,ordinaria,65,"ATAS — 65ª SESSÃO ORDINÁRIA, REALIZADA A 1 DE JULHO DE 1935",79,1935-07-16,1935-07-16 - BE n079 [99762].pdf,BEs 1935\JULHO\16\99762\00000006.pdf,3,5,_paginas\99762\p003.png;_paginas\99762\p004.png;_paginas\99762\p005.png,_ocr\1935-07-01-o0-99762-p3.txt,facil,0,transcrita,alta,1935\1935-07-01-o0-99762-p3.md,,
1935-07-05-o0-99762-p3,1935,1935-07-05,ordinaria,66,"66ª SESSÃO ORDINÁRIA, REALIZADA EM 5 DE JULHO DE 1935",79,1935-07-16,1935-07-16 - BE n079 [99762].pdf,BEs 1935\JULHO\16\99762\00000006.pdf,3,5,_paginas\99762\p003.png;_paginas\99762\p004.png;_paginas\99762\p005.png,_ocr\1935-07-05-o0-99762-p3.txt,facil,0,transcrita,alta,1935\1935-07-05-o0-99762-p3.md,,
1935-07-12-o0-99766-p4,1935,1935-07-12,ordinaria,68,"68ª SESSÃO ORDINÁRIA, REALIZADA EM 12 DE JULHO DE 1935",83,1935-07-25,1935-07-25 - BE n083 [99766].pdf,BEs 1935\JULHO\25\99766\00000010.pdf,4,6,_paginas\99766\p004.png;_paginas\99766\p005.png;_paginas\99766\p006.png,_ocr\1935-07-12-o0-99766-p4.txt,facil,0,transcrita,alta,1935\1935-07-12-o0-99766-p4.md,,
1935-07-15-o69-99766-p4,1935,1935-07-15,ordinaria,69,"69ª SESSÃO ORDINÁRIA, REALIZADA EM 15 DE JULHO DE 1935",83,1935-07-25,1935-07-25 - BE n083 [99766].pdf,BEs 1935\JULHO\25\99766\00000010.pdf,4,6,_paginas\99766\p004.png;_paginas\99766\p005.png;_paginas\99766\p006.png,_ocr\1935-07-15-o69-99766-p4.txt,facil,1,transcrita,alta,1935\1935-07-15-o69-99766-p4.md,,
1935-07-17-o0-99769-p2,1935,1935-07-17,ordinaria,70,70ª SESSÃO ORDINÁRIA REALIZADA EM 17 DE JULHO DE 1935,86,1935-08-01,1935-08-01 - BE n086 [99769].pdf,BEs 1935\AGOSTO\01\99769\00000013.pdf,2,4,_paginas\99769\p002.png;_paginas\99769\p003.png;_paginas\99769\p004.png,_ocr\1935-07-17-o0-99769-p2.txt,facil,0,transcrita,alta,1935\1935-07-17-o0-99769-p2.md,,
1935-07-19-o71-99772-p3,1935,1935-07-19,ordinaria,71,"71ª SESSÃO ORDINÁRIA, REALIZADA EM 19 DE JULHO DE 1935",89,1935-08-08,1935-08-08 - BE n089 [99772].pdf,BEs 1935\AGOSTO\08\99772\00000016.pdf,3,4,_paginas\99772\p003.png;_paginas\99772\p004.png,_ocr\1935-07-19-o71-99772-p3.txt,facil,1,revisada,alta,1935\1935-07-19-o71-99772-p3.md,1935\1935-07-19-o71-99772-p3.parecer.json,10
1935-07-22-o72-99772-p4,1935,1935-07-22,ordinaria,72,"72ª SESSÃO ORDINÁRIA, REALIZADA EM 22 DE JULHO DE 1935",89,1935-08-08,1935-08-08 - BE n089 [99772].pdf,BEs 1935\AGOSTO\08\99772\00000016.pdf,4,6,_paginas\99772\p004.png;_paginas\99772\p005.png;_paginas\99772\p006.png,_ocr\1935-07-22-o72-99772-p4.txt,facil,1,transcrita,alta,1935\1935-07-22-o72-99772-p4.md,,
1935-08-05-o0-99777-p3,1935,1935-08-05,ordinaria,78,"78ª SESSÃO ORDINÁRIA, REALIZADA EM 5 DE AGOSTO DE 1935",94,1935-08-20,1935-08-20 - BE n094 [99777].pdf,BEs 1935\AGOSTO\20\99777\00000021.pdf,3,5,_paginas\99777\p003.png;_paginas\99777\p004.png;_paginas\99777\p005.png,_ocr\1935-08-05-o0-99777-p3.txt,facil,0,transcrita,alta,1935\1935-08-05-o0-99777-p3.md,,
1935-08-11-o82-99778-p3,1935,1935-08-14,ordinaria,82,82ª SESSÃO ORDINÁRIA REALIZADA EM 14 DE AGOSTO DE 1935,95,1935-08-22,1935-08-22 - BE n095 [99778].pdf,BEs 1935\AGOSTO\22\99778\00000022.pdf,3,5,_paginas\99778\p003.png;_paginas\99778\p004.png;_paginas\99778\p005.png,_ocr\1935-08-11-o82-99778-p3.txt,facil,0,transcrita,alta,1935\1935-08-11-o82-99778-p3.md,,
1935-08-19-o0-99781-p3,1935,1935-08-19,ordinaria,84,ACTA DA 84ª SESSÃO ORDINARIA REALIZADA EM 19 DE AGOSTO DE DE 1935,98,1935-08-29,1935-08-29 - BE n098 [99781].pdf,BEs 1935\AGOSTO\29\99781\00000025.pdf,3,5,_paginas\99781\p003.png;_paginas\99781\p004.png;_paginas\99781\p005.png,_ocr\1935-08-19-o0-99781-p3.txt,facil,0,revisada,alta,1935\1935-08-19-o0-99781-p3.md,1935\1935-08-19-o0-99781-p3.parecer.json,10
1935-08-23-o86-99828-p2,1935,1935-08-23,ordinaria,86,"ACTA DA 86ª SESSÃO ORDINARIA, REALIZADA EM 23 DE AGOSTO DE 1935",,1935-09-14,1935-09-14 - BE [99828].pdf,BEs 1935\SETEMBRO\14\99828\00000006.pdf,2,3,_paginas\99828\p002.png;_paginas\99828\p003.png,_ocr\1935-08-23-o86-99828-p2.txt,facil,1,revisada,alta,1935\1935-08-23-o86-99828-p2.md,1935\1935-08-23-o86-99828-p2.parecer.json,10
1935-08-28-o88-99828-p3,1935,1935-08-28,ordinaria,88,"ACTA DA 88ª SESSÃO ORDINARIA, REALIZADA EM 28 DE AGOSTO DE 1935",,1935-09-14,1935-09-14 - BE [99828].pdf,BEs 1935\SETEMBRO\14\99828\00000006.pdf,3,4,_paginas\99828\p003.png;_paginas\99828\p004.png,_ocr\1935-08-28-o88-99828-p3.txt,facil,1,transcrita,alta,1935\1935-08-28-o88-99828-p3.md,,
