Tema da RG,Numero do processo,Relator,Data de julgamento,Ramo do direito,Resultado,Tese,Ementa,Legislação,Jurisprudência,Data de publicação,Órgão julgador
485,RE 632853,GILMAR MENDES,9/30/2011,DIREITO ADMINISTRATIVO,Aguardando julgamento,,"REPERCUSSÃO GERAL EM RECURSO EXTRAORDINÁRIO. DIREITO ADMINISTRATIVO. CONCURSO PÚBLICO. CONTROLE JUDICIAL DE QUESTÕES E CRITÉRIOS DE CORREÇÃO DE PROVAS. A questão referente à possibilidade de o Poder Judiciário realizar o controle jurisdicional sobre o mérito das questões em concurso público possui relevância social e jurídica, ultrapassando os interesses subjetivos das partes. Repercussão geral reconhecida.",,,3/2/2012,Tribunal Pleno
482,RE 611505,AYRES BRITTO,9/29/2011,"DIREITO CONSTITUCIONAL, DIREITO PREVIDENCIÁRIO, DIREITO TRIBUTÁRIO",Aguardando julgamento,,"REPERCUSSÃO GERAL. TRIBUTÁRIO. CONTRIBUIÇÃO PREVIDENCIÁRIA. INCIDÊNCIA SOBRE VALORES PAGOS PELO EMPREGADOR NOS PRIMEIROS QUINZE DIAS DE AUXÍLIO-DOENÇA. AUSÊNCIA DE MATÉRIA CONSTITUCIONAL. INEXISTÊNCIA DE REPERCUSSÃO GERAL. I – A discussão sobre a incidência, ou não, de contribuição previdenciária sobre valores pagos pelo empregador nos primeiros quinze dias de auxílio-doença situa-se em âmbito infraconstitucional, não havendo questão constitucional a ser apreciada. II – Repercussão geral inexistente.",,,10/28/2014,Tribunal Pleno
483,ARE 652777,AYRES BRITTO,9/29/2011,"DIREITO ADMINISTRATIVO, DIREITO CONSTITUCIONAL",Aguardando julgamento,,"CONSTITUCIONAL. ADMINISTRATIVO. DIVULGAÇÃO, EM SÍTIO ELETRÔNICO OFICIAL, DE INFORMAÇÕES ALUSIVAS A SERVIDORES PÚBLICOS. CONFLITO APARENTE DE NORMAS CONSTITUCIONAIS. DIREITO À INFORMAÇÃO DE ATOS ESTATAIS. PRINCÍPIO DA PUBLICIDADE ADMINISTRATIVA. PRIVACIDADE, INTIMIDADE E SEGURANÇA DE SERVIDORES PÚBLICOS. Possui repercussão geral a questão constitucional atinente à divulgação, em sítio eletrônico oficial, de informações alusivas a servidores públicos.",,,4/12/2012,Tribunal Pleno
481,RE 652229,GILMAR MENDES,9/22/2011,DIREITO ECONÔMICO,Aguardando julgamento,,"Recurso Extraordinário. 2. Missão Diplomática no Exterior. 3. Contratação de Auxiliar Local anteriormente à Constituição de 1988.4. Acórdão recorrido que concede a ordem em mandado de segurança para determinar o enquadramento da recorrida em cargo compatível com as funções que exercia. 5. Interpretação do art. 19, parágrafo 2º, do Ato das Disposições Constitucionais Transitórias (ADCT) para identificar existência ou não de óbice à estabilidade. 6. Tema que alcança relevância econômica, política e jurídica que ultrapassa os interesses subjetivos da causa. Questão que reclama pronunciamento jurisdicional deste Supremo Tribunal Federal. Repercussão Geral reconhecida.",,,10/24/2011,Tribunal Pleno
479,RE 627189,DIAS TOFFOLI,9/22/2011,"DIREITO ADMINISTRATIVO, DIREITO AMBIENTAL, DIREITO CIVIL, DIREITO CONSTITUCIONAL",Aguardando julgamento,,"DIREITO CONSTITUCIONAL E ADMINISTRATIVO. AÇÃO CIVIL PÚBLICA AMBIENTAL. IMPOSIÇÃO DE OBRIGAÇÃO À RECORRENTE PARA REDUÇÃO DO CAMPO ELETROMAGNÉTICO DE UMA DE SUAS LINHAS DE TRANSMISSÃO. NECESSIDADE DE COMPOSIÇÃO DE PRINCÍPIOS E REGRAS CONSTITUCIONAIS. MATÉRIA PASSÍVEL DE REPETIÇÃO EM INÚMEROS PROCESSOS, A REPERCUTIR NA ESFERA DE INTERESSE DE MILHARES DE PESSOAS. TEMA COM REPERCUSSÃO GERAL.",,,10/20/2011,Tribunal Pleno
478,RE 640139,DIAS TOFFOLI,9/22/2011,"DIREITO CONSTITUCIONAL, DIREITO PENAL",Aguardando julgamento,,"CONSTITUCIONAL. PENAL. CRIME DE FALSA IDENTIDADE. ARTIGO 307 DO CÓDIGO PENAL. ATRIBUIÇÃO DE FALSA INDENTIDADE PERANTE AUTORIDADE POLICIAL. ALEGAÇÃO DE AUTODEFESA. ARTIGO 5º, INCISO LXIII, DA CONSTITUIÇÃO. MATÉRIA COM REPERCUSSÃO GERAL. CONFIRMAÇÃO DA JURISPRUDÊNCIA DA CORTE NO SENTIDO DA IMPOSSIBILIDADE. TIPICIDADE DA CONDUTA CONFIGURADA. O princípio constitucional da autodefesa (art. 5º, inciso LXIII, da CF/88) não alcança aquele que atribui falsa identidade perante autoridade policial com o intento de ocultar maus antecedentes, sendo, portanto, típica a conduta praticada pelo agente (art. 307 do CP). O tema possui densidade constitucional e extrapola os limites subjetivos das partes.","CP - art. 307, CF/88 - art. 5º; inc. LXIII",,10/14/2011,Tribunal Pleno
480,RE 609381,AYRES BRITTO,9/22/2011,"DIREITO ADMINISTRATIVO, DIREITO CONSTITUCIONAL",Aguardando julgamento,,CONSTITUCIONAL. ADMINISTRATIVO. TETO REMUNERATÓRIO. EMENDA CONSTITUCIONAL 41/2003. IRREDUTIBILIDADE DE VENCIMENTOS. PRESENÇA DA REPERCUSSÃO GERAL DA QUESTÃO CONSTITUCIONAL DISCUTIDA. Possui repercussão geral a questão constitucional alusiva à aplicação do limite remuneratório de que trata a Emenda Constitucional 41/2003.,,,5/2/2012,Tribunal Pleno
477,RE 638239,LUIZ FUX,9/21/2011,DIREITO PENAL,Aguardando julgamento,,"RECURSO EXTRAORDINÁRIO. EXECUÇÃO PENAL. PERDA DOS DIAS REMIDOS. ART. 127 DA LEI DE EXECUÇÃO PENAL. SUPERVENIÊNCIA DA LEI N° 12.433/2011. NATUREZA PENAL EXECUTIVA. RETROATIVIDADE DA NOVATIO LEGIS IN MELLIUS. ART. 5°, XL, DA CONSTITUIÇÃO. APLICAÇÃO DA ORIENTAÇÃO FIXADA PELA CORTE AOS RECURSOS PENDENTES E FUTUROS. POSSIBILIDADE. CANCELAMENTO DA SÚMULA VINCULANTE N° 9. REPERCUSSÃO GERAL RECONHECIDA.",,Súmula Vinculante 9,9/11/2014,Tribunal Pleno
138,RE 594296,DIAS TOFFOLI,9/21/2011,DIREITO ADMINISTRATIVO,Aguardando julgamento,,"RECURSO EXTRAORDINÁRIO. DIREITO ADMINISTRATIVO. EXERCÍCIO DO PODER DE AUTOTUTELA ESTATAL. REVISÃO DE CONTAGEM DE TEMPO DE SERVIÇO E DE QUINQUÊNIOS DE SERVIDORA PÚBLICA. REPERCUSSÃO GERAL RECONHECIDA. 1. Ao Estado é facultada a revogação de atos que repute ilegalmente praticados; porém, se de tais atos já decorreram efeitos concretos, seu desfazimento deve ser precedido de regular processo administrativo. 2. Ordem de revisão de contagem de tempo de serviço, de cancelamento de quinquênios e de devolução de valores tidos por indevidamente recebidos apenas pode ser imposta ao servidor depois de submetida a questão ao devido processo administrativo, em que se mostra de obrigatória observância o respeito ao princípio do contraditório e da ampla defesa. 3. Recurso extraordinário a que se nega provimento.",,,2/13/2012,Tribunal Pleno
88,RE 583834,AYRES BRITTO,9/15/2011,"DIREITO CONSTITUCIONAL, DIREITO FINANCEIRO, DIREITO PREVIDENCIÁRIO",Aguardando julgamento,,"CONSTITUCIONAL. PREVIDENCIÁRIO. REGIME GERAL DA PREVIDÊNCIA SOCIAL. CARÁTER CONTRIBUTIVO. APOSENTADORIA POR INVALIDEZ. AUXÍLIO-DOENÇA. COMPETÊNCIA REGULAMENTAR. LIMITES. 1. O caráter contributivo do regime geral da previdência social (caput do art. 201 da CF) a princípio impede a contagem de tempo ficto de contribuição. 2. O § 5º do art. 29 da Lei nº 8.213/1991 (Lei de Benefícios da Previdência Social – LBPS) é exceção razoável à regra proibitiva de tempo de contribuição ficto com apoio no inciso II do art. 55 da mesma Lei. E é aplicável somente às situações em que a aposentadoria por invalidez seja precedida do recebimento de auxílio-doença durante período de afastamento intercalado com atividade laborativa, em que há recolhimento da contribuição previdenciária. Entendimento, esse, que não foi modificado pela Lei nº 9.876/99.3. O § 7º do art. 36 do Decreto nº 3.048/1999 não ultrapassou os limites da competência regulamentar porque apenas explicitou a adequada interpretação do inciso II e do § 5º do art. 29 em combinação com o inciso II do art. 55 e com os arts. 44 e 61, todos da Lei nº 8.213/1991.4. A extensão de efeitos financeiros de lei nova a benefício previdenciário anterior à respectiva vigência ofende tanto o inciso XXXVI do art. 5º quanto o § 5º do art. 195 da Constituição Federal. Precedentes: REs 416.827 e 415.454, ambos da relatoria do Ministro Gilmar Mendes. 5. Recurso extraordinário com repercussão geral a que se dá provimento.","CF/88 - art. 201, Lei nº 8.213/1991 - art. 29, CF/88 - art. 195",,2/14/2012,Tribunal Pleno
476,RE 608482,AYRES BRITTO,9/8/2011,"DIREITO ADMINISTRATIVO, DIREITO CONSTITUCIONAL",Tese fixada,,CONSTITUCIONAL. ADMINISTRATIVO. CONCURSO PÚBLICO. ELIMINAÇÃO. POSSE/EXERCÍCIO EM CARGO PÚBLICO POR FORÇA DE DECISÃO JUDICIAL DE CARÁTER PROVISÓRIO. APLICAÇÃO DA CHAMADA “TEORIA DO FATO CONSUMADO”. PRESENÇA DA REPERCUSSÃO GERAL DA QUESTÃO CONSTITUCIONAL DISCUTIDA. Possui repercussão geral a questão constitucional alusiva à aplicação da chamada “teoria do fato consumado” a situações em que a posse ou o exercício em cargo público ocorreram por força de decisão judicial de caráter provisório.,,,5/2/2012,Tribunal Pleno
474,RE 614873,MARCO AURÉLIO,9/8/2011,DIREITO CONSTITUCIONAL,Aguardando julgamento,,"UNIVERSIDADE PÚBLICA – RESERVA DE VAGAS –INCONSTITUCIONALIDADE DE LEI DECLARADA NA ORIGEM – REPERCUSSÃO GERAL CONFIGURADA. Possui repercussão geral a controvérsia atinente à constitucionalidade da Lei estadual nº 2.894/2004, mediante a qual se reservaram 80% das vagas oferecidas em concursos vestibulares da Universidade do Estado do Amazonas – UEA aos candidatos egressos de escolas de ensino médio daquele Estado, desde que nelas tenham cursado os três anos obrigatórios, e os 20% restantes aos demais candidatos.",,,9/29/2011,Tribunal Pleno
473,RE 587371,AYRES BRITTO,9/8/2011,"DIREITO ADMINISTRATIVO, DIREITO CONSTITUCIONAL",Tese fixada,,CONSTITUCIONAL. ADMINISTRATIVO. MAGISTRADOS. EXERCÍCIO DE FUNÇÃO COMISSIONADA EM PERÍODO ANTERIOR AO INGRESSO NA MAGISTRATURA. INCORPORAÇÃO DE “QUINTOS”. PRESENÇA DA REPERCUSSÃO GERAL DA QUESTÃO CONSTITUCIONAL DISCUTIDA. Possui repercussão geral a questão constitucional alusiva à possibilidade de incorporação de “quintos” por magistrados em decorrência do exercício de função comissionada anteriormente ao ingresso na magistratura.,,,5/2/2012,Tribunal Pleno
471,RE 631111,AYRES BRITTO,9/8/2011,"DIREITO CIVIL, DIREITO CONSTITUCIONAL, DIREITO PROCESSUAL CIVIL",Tese fixada,,CONSTITUCIONAL. PROCESSUAL CIVIL. MINISTÉRIO PÚBLICO. LEGITIMIDADE. AÇÃO CIVIL PÚBLICA. DEFESA DE INTERESSES DE BENEFICIÁRIOS DO CHAMADO “SEGURO DPVAT”. PRESENÇA DA REPERCUSSÃO GERAL DA QUESTÃO CONSTITUCIONAL DISCUTIDA. Possui repercussão geral a questão constitucional alusiva à legitimidade do Ministério Público para propor ação civil pública em defesa dos interesses de beneficiários do chamado “Seguro DPVAT”.,,,5/2/2012,Tribunal Pleno
472,RE 637539,MARCO AURÉLIO,9/8/2011,DIREITO ADMINISTRATIVO,Aguardando julgamento,,"PODER DE POLÍCIA – IMPOSIÇÃO DE MULTA DE TRÂNSITO – GUARDA MUNICIPAL – REPERCUSSÃO GERAL CONFIGURADA. Possui repercussão geral a controvérsia acerca da possibilidade de aplicação de multa de trânsito por guarda municipal, tendo em vista o disposto no artigo 144, § 8º, da Constituição da República, cujo rol especifica as funções às quais se destinam tais servidores públicos.",,,9/30/2011,Tribunal Pleno
475,ARE 639352,DIAS TOFFOLI,8/31/2011,DIREITO TRIBUTÁRIO,Aguardando julgamento,,"TRIBUTÁRIO. ICMS. OPERAÇÃO DE EXPORTAÇÃO IMUNIDADE - INTELIGÊNCIA DO ART. 155, § 2º, X A, CF/88. CADEIA DE PRODUÇÃO QUE VISE AO COMÉRCIO E AO TRÂNSITO DE PRODUTOS COM DESTINO AO EXTERIOR. EXISTÊNCIA DE REPERCUSSÃO GERAL.",CF/88 - art. 155; §2º; inc. X,,9/28/2011,Tribunal Pleno
162,RE 584388,RICARDO LEWANDOWSKI,8/25/2011,"DIREITO ADMINISTRATIVO, DIREITO CONSTITUCIONAL",Aguardando julgamento,,"CONSTITUCIONAL. SERVIDOR PÚBLICO APOSENTADO. REINGRESSO NO SERVIÇO PÚBLICO ANTES DA EDIÇÃO DA EC 20/98 E FALECIMENTO POSTERIOR À EMENDA. DUPLA ACUMULAÇÃO DE PENSÕES POR MORTE. IMPOSSIBILIDADE. PRECEDENTES. RECURSO IMPROVIDO. I - A Carta de 1988 veda a percepção simultânea de proventos de aposentadoria com remuneração de cargo, emprego ou função pública, ressalvadas hipóteses - inocorrentes na espécie - de cargos acumuláveis na forma da Constituição, cargos eletivos e cargos em comissão (art. 37, § 10, da Constituição). II - Mesmo antes da EC 20/1998, a acumulação de proventos e vencimentos somente era admitida quando se tratasse de cargos, funções ou empregos acumuláveis na atividade, na forma permitida pela CF. III - Com o advento da EC 20/98, que preservou a situação daqueles servidores que retornaram ao serviço público antes da sua promulgação, proibiu, em seu art. 11, a percepção de mais de uma aposentadoria pelo regime de previdência a que se refere o art. 40 da Constituição. IV - Se era proibida a percepção de dupla aposentadoria estatutária não há é possível cogitar-se de direito à segunda pensão, uma vez que o art. 40, § 7º, da Constituição subordinava tal benefício ao valor dos proventos a que o servidor faria jus. V – Recurso extraordinário conhecido e improvido.",,,9/27/2011,Tribunal Pleno
470,RE 599309,RICARDO LEWANDOWSKI,8/25/2011,"DIREITO CONSTITUCIONAL, DIREITO TRIBUTÁRIO",Aguardando julgamento,,"CONSTITUCIONAL. TRIBUTÁRIO. CONTRIBUIÇÃO SOCIAL. CONTRIBUIÇÃO ADICIONAL DE 2,5%. ART. 3º, § 2º, DA LEI 7.787/1989. DIFERENCIAÇÃO DE ALÍQUOTAS. NORMA ANTERIOR À INCLUSÃO DO § 9º AO ART. 195 DA CF PELA EC 20/1998. EXISTÊNCIA DE REPERCUSSÃO GERAL.","Lei nº 7.787/1989 - art. 3º; §2º, CF/88 - art. 195",,9/16/2011,Tribunal Pleno
469,RE 600063,MARCO AURÉLIO,8/10/2011,,Aguardando julgamento,,"IMUNIDADE – VEREADOR – DISCURSO PROFERIDO EM SESSÃO DA CÂMARA – ALEGAÇÃO DE OFENSA AO ARTIGO 29, INCISO VIII, DA CONSTITUIÇÃO FEDERAL – REPERCUSSÃO GERAL CONFIGURADA. Possui repercussão geral o tema relativo ao alcance da imunidade parlamentar – prevista no artigo 29, inciso VIII, da Carta Maior – presentes opiniões, palavras e votos lançados da tribuna da Casa Legislativa.",CF/88 - art. 29; inc. VIII,,9/28/2011,Tribunal Pleno
161,RE 598099,GILMAR MENDES,8/5/2011,DIREITO CONSTITUCIONAL,Tese fixada,,"RECURSO EXTRAORDINÁRIO. REPERCUSSÃO GERAL. CONCURSO PÚBLICO. PREVISÃO DE VAGAS EM EDITAL. DIREITO À NOMEAÇÃO DOS CANDIDATOS APROVADOS. I. DIREITO À NOMEAÇÃO. CANDIDATO APROVADO DENTRO DO NÚMERO DE VAGAS PREVISTAS NO EDITAL. Dentro do prazo de validade do concurso, a Administração poderá escolher o momento no qual se realizará a nomeação, mas não poderá dispor sobre a própria nomeação, a qual, de acordo com o edital, passa a constituir um direito do concursando aprovado e, dessa forma, um dever imposto ao poder público. Uma vez publicado o edital do concurso com número específico de vagas, o ato da Administração que declara os candidatos aprovados no certame cria um dever de nomeação para a própria Administração e, portanto, um direito à nomeação titularizado pelo candidato aprovado dentro desse número de vagas. II. ADMINISTRAÇÃO PÚBLICA. PRINCÍPIO DA SEGURANÇA JURÍDICA. BOA-FÉ. PROTEÇÃO À CONFIANÇA. O dever de boa-fé da Administração Pública exige o respeito incondicional às regras do edital, inclusive quanto à previsão das vagas do concurso público. Isso igualmente decorre de um necessário e incondicional respeito à segurança jurídica como princípio do Estado de Direito. Tem-se, aqui, o princípio da segurança jurídica como princípio de proteção à confiança. Quando a Administração torna público um edital de concurso, convocando todos os cidadãos a participarem de seleção para o preenchimento de determinadas vagas no serviço público, ela impreterivelmente gera uma expectativa quanto ao seu comportamento segundo as regras previstas nesse edital. Aqueles cidadãos que decidem se inscrever e participar do certame público depositam sua confiança no Estado administrador, que deve atuar de forma responsável quanto às normas do edital e observar o princípio da segurança jurídica como guia de comportamento. Isso quer dizer, em outros termos, que o comportamento da Administração Pública no decorrer do concurso público deve se pautar pela boa-fé, tanto no sentido objetivo quanto no aspecto subjetivo de respeito à confiança nela depositada por todos os cidadãos. III. SITUAÇÕES EXCEPCIONAIS. NECESSIDADE DE MOTIVAÇÃO. CONTROLE PELO PODER JUDICIÁRIO. Quando se afirma que a Administração Pública tem a obrigação de nomear os aprovados dentro do número de vagas previsto no edital, deve-se levar em consideração a possibilidade de situações excepcionalíssimas que justifiquem soluções diferenciadas, devidamente motivadas de acordo com o interesse público. Não se pode ignorar que determinadas situações excepcionais podem exigir a recusa da Administração Pública de nomear novos servidores. Para justificar o excepcionalíssimo não cumprimento do dever de nomeação por parte da Administração Pública, é necessário que a situação justificadora seja dotada das seguintes características: a) Superveniência: os eventuais fatos ensejadores de uma situação excepcional devem ser necessariamente posteriores à publicação do edital do certame público; b) Imprevisibilidade: a situação deve ser determinada por circunstâncias extraordinárias, imprevisíveis à época da publicação do edital; c) Gravidade: os acontecimentos extraordinários e imprevisíveis devem ser extremamente graves, implicando onerosidade excessiva, dificuldade ou mesmo impossibilidade de cumprimento efetivo das regras do edital; d) Necessidade: a solução drástica e excepcional de não cumprimento do dever de nomeação deve ser extremamente necessária, de forma que a Administração somente pode adotar tal medida quando absolutamente não existirem outros meios menos gravosos para lidar com a situação excepcional e imprevisível. De toda forma, a recusa de nomear candidato aprovado dentro do número de vagas deve ser devidamente motivada e, dessa forma, passível de controle pelo Poder Judiciário. IV. FORÇA NORMATIVA DO PRINCÍPIO DO CONCURSO PÚBLICO. Esse entendimento, na medida em que atesta a existência de um direito subjetivo à nomeação, reconhece e preserva da melhor forma a força normativa do princípio do concurso público, que vincula diretamente a Administração. É preciso reconhecer que a efetividade da exigência constitucional do concurso público, como uma incomensurável conquista da cidadania no Brasil, permanece condicionada à observância, pelo Poder Público, de normas de organização e procedimento e, principalmente, de garantias fundamentais que possibilitem o seu pleno exercício pelos cidadãos. O reconhecimento de um direito subjetivo à nomeação deve passar a impor limites à atuação da Administração Pública e dela exigir o estrito cumprimento das normas que regem os certames, com especial observância dos deveres de boa-fé e incondicional respeito à confiança dos cidadãos. O princípio constitucional do concurso público é fortalecido quando o Poder Público assegura e observa as garantias fundamentais que viabilizam a efetividade desse princípio. Ao lado das garantias de publicidade, isonomia, transparência, impessoalidade, entre outras, o direito à nomeação representa também uma garantia fundamental da plena efetividade do princípio do concurso público. V. NEGADO PROVIMENTO AO RECURSO EXTRAORDINÁRIO.",,,10/3/2011,Tribunal Pleno
466,ARE 642137,MINISTRO PRESIDENTE,8/5/2011,,Aguardando julgamento,,"RECURSO. Agravo convertido em Extraordinário. Inadmissibilidade deste. Complementação de aposentadoria. Revisão de contrato. Entidade fechada de previdência complementar. Regime geral de previdência social. Equiparação de reajustes. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto revisão de contrato celebrado com entidade fechada de previdência complementar, a fim de equiparar o reajuste da complementação de aposentadoria custeada por esta entidade com aqueles reajustes que foram implementados pelo regime geral de previdência social, versa sobre tema infraconstitucional.",,,9/15/2011,Tribunal Pleno
457,AI 846973,MINISTRO PRESIDENTE,8/5/2011,,Aguardando julgamento,,"RECURSO. Agravo de instrumento convertido em Extraordinário. Pensão por morte. Concessão. Requisitos legais diferenciados. Cônjuges do sexo masculino e feminino. Relevância do tema. Repercussão geral reconhecida. Apresenta repercussão geral recurso extraordinário que verse sobre a possibilidade de se conceder pensão por morte a marido de ex-servidora pública, sem a comprovação dos requisitos da Lei Estadual nº 7.672/82 exigidos, exclusivamente, para cônjuges do sexo masculino.",,,9/15/2011,Tribunal Pleno
456,RE 598677,DIAS TOFFOLI,8/5/2011,DIREITO TRIBUTÁRIO,Aguardando julgamento,,DIREITO TRIBUTÁRIO. ICMS. OPERAÇÕES INTERESTADUAIS. REGIME DE PAGAMENTO ANTECIPADO SEM SUBSTITUIÇÃO TRIBUTÁRIA. DECRETO ESTADUAL. FATO GERADOR DO TRIBUTO. COBRANÇA ANTECIPADA. EXISTÊNCIA DE REPERCUSSÃO GERAL.,,,8/24/2011,Tribunal Pleno
455,RE 611585,MARCO AURÉLIO,8/5/2011,,Aguardando julgamento,,"LEILOEIRO – EXERCÍCIO PROFISSIONAL – CAUÇÃO – DECRETO Nº 21.981/32 – COMPATIBILIDADE COM A CONSTITUIÇÃO FEDERAL DECLARADA NA ORIGEM – RECURSO EXTRAORDINÁRIO – REPERCUSSÃO GERAL CONFIGURADA. Possui repercussão geral a controvérsia acerca da compatibilidade entre o Decreto nº 21.981/32, que prevê a exigência de prestação de fiança em dinheiro ou apólices da dívida pública federal, após a habilitação do leiloeiro, e o artigo 5º, inciso XIII, da Carta Política.",,,9/26/2011,Tribunal Pleno
461,ARE 640713,MINISTRO PRESIDENTE,8/5/2011,DIREITO DO CONSUMIDOR,Aguardando julgamento,,"RECURSO. Agravo convertido em Extraordinário. Inadmissibilidade deste. Cláusulas previstas em contrato. Abusividade. Código de Defesa do Consumidor. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto declaração por decisão judicial da abusividade do percentual da taxa de administração previsto em cláusula de contrato de consórcio, versa sobre tema infraconstitucional.",,,9/22/2011,Tribunal Pleno
433,ARE 640671,MINISTRO PRESIDENTE,8/5/2011,,Aguardando julgamento,,"RECURSO. Agravo convertido em Extraordinário. Inadmissibilidade deste. Competência dos juizados especiais. Complexidade da prova. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto a competência dos juizados especiais, face à alegação de ser necessária a produção de prova complexa para o deslinde da controvérsia submetida ao Poder Judiciário, versa sobre tema infraconstitucional.",,,9/6/2011,Tribunal Pleno
463,RE 637135,MINISTRO PRESIDENTE,8/5/2011,,Aguardando julgamento,,"RECURSO. Extraordinário. Inadmissibilidade. Coisa julgada. Limites. Acordo extrajudicial. Juntada. Embargos à execução. Preclusão. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto discussão sobre os limites da coisa julgada em decorrência de juntada de acordo, celebrado antes da propositura da ação de conhecimento, mas levado aos autos somente na fase dos embargos à execução, versa sobre tema infraconstitucional.",,,9/5/2011,Tribunal Pleno
465,RE 642890,MINISTRO PRESIDENTE,8/5/2011,"DIREITO ADMINISTRATIVO, DIREITO CONSTITUCIONAL",Aguardando julgamento,,"RECURSO. Extraordinário. Auxílio-invalidez. Fórmula de cálculo. Alteração. Servidores públicos militares. Relevância do tema. Repercussão geral reconhecida. Apresenta repercussão geral recurso extraordinário que verse sobre constitucionalidade de decisão que, em face dos princípios constitucionais da legalidade e da irredutibilidade de vencimentos, afastou a incidência da Portaria 931/MD-2005, a qual alterou a fórmula de cálculo do auxílio-invalidez para os servidores militares, por entender que a referida portaria importou diminuição do valor global dos proventos.",,,9/6/2011,Tribunal Pleno
467,AI 834262,MINISTRO PRESIDENTE,8/5/2011,DIREITO PREVIDENCIÁRIO,Aguardando julgamento,,"RECURSO. Agravo de instrumento convertido em Extraordinário. Inadmissibilidade deste. Descontos previdenciários. Militares estaduais ativos. Lei Estadual 7.672/1982. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto a autorização de descontos previdenciários sobre vencimentos de servidores militares ativos do Estado do Rio Grande do Sul, com base na Lei Estadual 7.672/1982, versa sobre tema infraconstitucional.",,,9/15/2011,Tribunal Pleno
460,AI 846803,MINISTRO PRESIDENTE,8/5/2011,,Aguardando julgamento,,"RECURSO. Agravo de instrumento convertido em Extraordinário. Inadmissibilidade deste. Execução Fiscal. Prosseguimento. Certidão de Dívida Ativa supostamente ilíquida. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto possibilidade de se prosseguir em execução fiscal lastreada em Certidão de Dívida Ativa, supostamente ilíquida, por cobrar, entre outras, taxa declarada inconstitucional pelo Supremo Tribunal Federal, versa sobre tema infraconstitucional.",,,9/9/2011,Tribunal Pleno
462,AI 846912,MINISTRO PRESIDENTE,8/5/2011,DIREITO ADMINISTRATIVO,Aguardando julgamento,,"RECURSO. Agravo de Instrumento convertido em Extraordinário. Inadmissibilidade deste. Gratificação de Atividade Policial Militar GAPM. Extensão. Servidores públicos inativos e pensionistas. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto extensão, em relação aos servidores públicos inativos, da Gratificação de Atividade Policial Militar - GAPM, instituída pela Lei Estadual 7.145/1997, versa sobre tema infraconstitucional.",,,9/15/2011,Tribunal Pleno
454,RE 629392,MARCO AURÉLIO,8/5/2011,,Aguardando julgamento,,"CONCURSO PÚBLICO – DIREITO À NOMEAÇÃO – EFICÁCIA RETROATIVA – PROMOÇÕES VERSUS ESTÁGIO PROBATÓRIO – RECURSO EXTRAORDINÁRIO – REPERCUSSÃO GERAL CONFIGURADA. Possui repercussão geral a controvérsia acerca da possibilidade de, ficando reconhecida a eficácia retroativa do direito à nomeação de candidatos aprovados e classificados além do número de vagas versado no edital, serem cabíveis as promoções por tempo de serviço independentemente da apuração própria ao estágio probatório.",,,9/26/2011,Tribunal Pleno
459,RE 642442,MINISTRO PRESIDENTE,8/5/2011,DIREITO TRIBUTÁRIO,Aguardando julgamento,,"RECURSO. Extraordinário. Inadmissibilidade. Imunidade tributária. Entidade beneficente de assistência social. Requisitos legais. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto o preenchimento dos requisitos impostos pelo art. 55 da Lei 8.212/1991, aptos a caracterizar pessoa jurídica como entidade beneficente de assistência social, para efeitos de reconhecimento de imunidade tributária, versa sobre tema infraconstitucional.",Lei nº 8.212/1991 - art. 55,,9/8/2011,Tribunal Pleno
464,ARE 642841,MINISTRO PRESIDENTE,8/5/2011,DIREITO ADMINISTRATIVO,Aguardando julgamento,,"RECURSO. Agravo convertido em Extraordinário. Inadmissibilidade deste. Prêmio de Produção. Extensão. Servidores públicos inativos. Tema infraconstitucional. Precedentes. Ausência de repercussão geral. Recurso extraordinário não conhecido. Não apresenta repercussão geral recurso extraordinário que, tendo por objeto extensão, em relação aos servidores públicos inativos, do Prêmio de Produção concedido aos servidores públicos ativos do Quadro Permanente de Tributação, Fiscalização e Arrecadação do Estado de Minas Gerais, versa sobre tema infraconstitucional.",,,9/15/2011,Tribunal Pleno
